Order Number,Item,Pinyin,Frequency
156,不 见,bu4   jian4,164
199,见 过,jian4   guo4,144
205,看见 了,kan4 jian4   le,141
394,只 见,zhi3   jian4,90
408,看 不 见,kan4   bu4   jian4,88
467,不见 了,bu2 jian4   le,82
470,哈利 看见,ha1 li4   kan4 jian4,81
493,听见 了,ting1 jian4   le,79
537,他 看见,ta1   kan4 jian4,75
563,看见 他,kan4 jian4   ta1,72
713,没 见,mei2   jian4,61
784,没 见 过,mei2   jian4   guo4,57
791,哈利 听见,ha1 li4   ting1 jian4,57
796,他 听见,ta1   ting1 jian4,57
920,能 看见,neng2   kan4 jian4,52
957,看见 一,kan4 jian4   yi1,50
1119,从 没 见,cong2   mei2   jian4,45
1150,从 没 见 过,cong2   mei2   jian4   guo4,44
1167,能 听见,neng2   ting1 jian4,44
1245,见 了,jian4   le,41
1320,见 过 的,jian4   guo4   de,40
1348,不 见 了,bu4   jian4   le,39
1357,可以 看见,ke3 yi3   kan4 jian4,39
1371,他们 听见,ta1 men   ting1 jian4,39
1392,没有 看见,mei2 you3   kan4 jian4,38
1586,一 看见,yi1   kan4 jian4,35
1656,看见 哈利,kan4 jian4   ha1 li4,33
1718,听 不 见,ting1   bu4   jian4,32
1755,见 的,jian4   de,32
1816,见 他,jian4   ta1,31
1947,不 见 的,bu4   jian4   de,29
2001,我 看见,wo3   kan4 jian4,29
2050,听见 他,ting1 jian4   ta1,28
2199,他们 看见,ta1 men   kan4 jian4,27
2210,看见 一 个,kan4 jian4   yi1   ge4,26
2316,可以 听见,ke3 yi3   ting1 jian4,26
2441,他 看见 了,ta1   kan4 jian4   le,24
2549,看 不 见 的,kan4   bu4   jian4   de,24
2673,人 看见,ren2   kan4 jian4,23
2734,看见 她,kan4 jian4   ta1,22
2758,看见 他们,kan4 jian4   ta1 men,22
2832,就 听见,jiu4   ting1 jian4,22
2880,看见 你,kan4 jian4   ni3,21
2912,也 看 不 见,ye3   kan4   bu4   jian4,21
3033,见到 你,jian4 dao4   ni3,21
3143,没 看见,mei2   kan4 jian4,20
3290,哈利 从 没 见,ha1 li4   cong2   mei2   jian4,19
3336,听见 一,ting1 jian4   yi1,19
3495,看见 罗恩,kan4 jian4   luo2 en1,18
3497,看见 的,kan4 jian4   de,18
3498,看见 过,kan4 jian4   guo4,18
3499,地 看见,di4   kan4 jian4,18
3632,你 看见,ni3   kan4 jian4,18
3662,听见 她,ting1 jian4   ta1,18
3665,哈利 从 没 见 过,ha1 li4   cong2   mei2   jian4   guo4,18
3754,只 能 看见,zhi3   neng2   kan4 jian4,18
3755,看见 它,kan4 jian4   ta1,18
3804,见 过 的 最,jian4   guo4   de   zui4,17
3840,没 听见,mei2   ting1 jian4,17
3845,没有 听见,mei2 you3   ting1 jian4,17
3945,见 一,jian4   yi1,17
4337,听见 的,ting1 jian4   de,16
4365,哈利 可以 看见,ha1 li4   ke3 yi3   kan4 jian4,16
4531,我 听见,wo3   ting1 jian4,15
4543,去 见,qu4   jian4,15
4559,他 听见 了,ta1   ting1 jian4   le,15
4588,就 不见,jiu4   bu2 jian4,15
4605,就 不见 了,jiu4   bu2 jian4   le,15
4616,就 看见,jiu4   kan4 jian4,15
4744,看见 马尔福,kan4 jian4   ma3 er3 fu2,14
4748,看见 海格,kan4 jian4   hai3 ge2,14
4850,没 见 过 的,mei2   jian4   guo4   de,14
4997,只 见 他,zhi3   jian4   ta1,14
5182,会 看见,hui4   kan4 jian4,14
5184,看见 什么,kan4 jian4   shen2 me,14
5194,看见 那,kan4 jian4   na4,13
5235,从 没 见 过 的,cong2   mei2   jian4   guo4   de,13
5290,我 见,wo3   jian4,13
5723,没有 见,mei2 you3   jian4,13
5780,什么 也 看 不 见,shen2 me   ye3   kan4   bu4   jian4,13
5788,看见 了 一,kan4 jian4   le   yi1,13
5790,看见 我,kan4 jian4   wo3,13
5895,你 听见,ni3   ting1 jian4,12
6095,只 见 一,zhi3   jian4   yi1,12
6152,听见 有,ting1 jian4   you3,12
6153,听见 身后,ting1 jian4   shen1 hou4,12
6269,没有 见 过,mei2 you3   jian4   guo4,12
6450,看见 了 吗,kan4 jian4   le   ma,11
6570,次 看见,ci4   kan4 jian4,11
6740,我 见 过,wo3   jian4   guo4,11
6799,只 听见,zhi3   ting1 jian4,11
6868,听见 你,ting1 jian4   ni3,11
6869,听见 我,ting1 jian4   wo3,11
7166,地 听见,di4   ting1 jian4,11
7187,看见 他 的,kan4 jian4   ta1   de,11
7188,看见 自己,kan4 jian4   zi4 ji3,11
7238,突然 看见,tu1 ran2   kan4 jian4,10
7308,哈利 听见 了,ha1 li4   ting1 jian4   le,10
7475,见 过 这么,jian4   guo4   zhe4 me,10
7476,见 过 这样,jian4   guo4   zhe4 yang4,10
7743,不 见 他,bu4   jian4   ta1,10
7772,听见 一 个,ting1 jian4   yi1   ge4,10
7844,哈利 可以 听见,ha1 li4   ke3 yi3   ting1 jian4,10
7923,消失 不见 了,xiao1 shi1   bu2 jian4   le,10
7924,消失 不见,xiao1 shi1   bu2 jian4,10
7956,里 看见,li3   kan4 jian4,10
8017,听见 有 人,ting1 jian4   you3   ren2,10
8102,会 听见,hui4   ting1 jian4,10
8121,得 见,de2   jian4,10
8129,看 不 见 了,kan4   bu4   jian4   le,10
8146,看见 了 他,kan4 jian4   le   ta1,10
8270,被 人 看见,bei4   ren2   kan4 jian4,9
8286,见 他 的,jian4   ta1   de,9
8436,亲眼 看见,qin1 yan3   kan4 jian4,9
8514,见 过 她,jian4   guo4   ta1,9
8517,见 邓布利多,jian4   deng4 bu4 li4 duo1,9
8519,见到 他,jian4 dao4   ta1,9
8626,从来 没 见,cong2 lai2   mei2   jian4,9
8631,从来 没 见 过,cong2 lai2   mei2   jian4   guo4,9
8863,听 不 见 了,ting1   bu4   jian4   le,9
8874,听见 他们,ting1 jian4   ta1 men,9
8950,遇见 了,yu4 jian4   le,9
9064,都 能 看见,dou1   neng2   kan4 jian4,9
9347,看见 了 什么,kan4 jian4   le   shen2 me,9
9501,她 看见,ta1   kan4 jian4,8
9560,你们 看见,ni3 men   kan4 jian4,8
9839,见 过 他,jian4   guo4   ta1,8
9924,想 见,xiang3   jian4,8
10008,又 听见,you4   ting1 jian4,8
10101,他 只 能 看见,ta1   zhi3   neng2   kan4 jian4,8
10260,听见 他 的,ting1 jian4   ta1   de,8
10384,一 看见 哈利,yi1   kan4 jian4   ha1 li4,8
10449,他 看见 哈利,ta1   kan4 jian4   ha1 li4,8
10455,次 见到,ci4   jian4 dao4,8
10507,没 见 过 这样,mei2   jian4   guo4   zhe4 yang4,8
10515,哈利 看见 了,ha1 li4   kan4 jian4   le,8
10537,再见 吧,zai4 jian4   ba,8
10679,他们 听见 了,ta1 men   ting1 jian4   le,8
10801,以前 从 没 见,yi3 qian2   cong2   mei2   jian4,8
10803,以前 从 没 见 过,yi3 qian2   cong2   mei2   jian4   guo4,8
10945,看见 赫敏,kan4 jian4   he4 min3,8
11246,要 见,yao4   jian4,7
11536,哈利 看见 一,ha1 li4   kan4 jian4   yi1,7
11669,见 他们,jian4   ta1 men,7
11672,见 她,jian4   ta1,7
11708,怎么 不 见,zen3 me   bu4   jian4,7
11872,从没 见,cong2 mei2   jian4,7
11873,从没 见 过,cong2 mei2   jian4   guo4,7
12052,他 可以 看见,ta1   ke3 yi3   kan4 jian4,7
12249,听见 了 一,ting1 jian4   le   yi1,7
12254,听见 过,ting1 jian4   guo4,7
12290,个 看 不 见,ge4   kan4   bu4   jian4,7
12293,个 看 不 见 的,ge4   kan4   bu4   jian4   de,7
12398,有没有 看见,you3 mei2 you3   kan4 jian4,7
12489,次 听见,ci4   ting1 jian4,7
12558,没 见 过 这么,mei2   jian4   guo4   zhe4 me,7
13053,看 不 见 他,kan4   bu4   jian4   ta1,7
13078,看见 了 哈利,kan4 jian4   le   ha1 li4,7
13079,看见 了 一 个,kan4 jian4   le   yi1   ge4,7
13080,看见 他 在,kan4 jian4   ta1   zai4,7
13082,看见 他们 的,kan4 jian4   ta1 men   de,7
13083,看见 韦斯莱,kan4 jian4   wei2 si1 lai2,7
13201,瞥见 了,pie1 jian4   le,6
13548,你 见,ni3   jian4,6
13609,见 哈利,jian4   ha1 li4,6
13830,就 听见 一,jiu4   ting1 jian4   yi1,6
13850,还 听见,hai2   ting1 jian4,6
13875,不 见 他们,bu4   jian4   ta1 men,6
13890,不 见 他 的,bu4   jian4   ta1   de,6
14080,都 听见,dou1   ting1 jian4,6
14215,待会儿 见,dai4 hui4 er   jian4,6
14532,从 没 见 过 这样,cong2   mei2   jian4   guo4   zhe4 yang4,6
14582,从来 没有 见,cong2 lai2   mei2 you3   jian4,6
14583,我 看见 他,wo3   kan4 jian4   ta1,6
14602,我 见 过 的,wo3   jian4   guo4   de,6
14648,我们 看见,wo3 men   kan4 jian4,6
14674,又 看见,you4   kan4 jian4,6
15078,听 得 见,ting1   de2   jian4,6
15097,听见 没有,ting1 jian4   mei2 you3,6
15236,有 人 看见,you3   ren2   kan4 jian4,6
15306,哈利 从 没 见 过 的,ha1 li4   cong2   mei2   jian4   guo4   de,6
15315,一 个 看 不 见,yi1   ge4   kan4   bu4   jian4,6
15332,一 个 看 不 见 的,yi1   ge4   kan4   bu4   jian4   de,6
15501,没有 看见 他,mei2 you3   kan4 jian4   ta1,6
15529,哈利 见,ha1 li4   jian4,6
15731,他们 可以 听见,ta1 men   ke3 yi3   ting1 jian4,6
15871,也 看 不 见 了,ye3   kan4   bu4   jian4   le,6
15877,也 能 听见,ye3   neng2   ting1 jian4,6
15929,的 意见,de   yi4 jian4,6
16231,看见 了 那,kan4 jian4   le   na4,6
16236,看见 那些,kan4 jian4   na4 xie1,6
16237,看见 那个,kan4 jian4   na4 ge,6
16677,第一 次 看见,di4 yi1   ci4   kan4 jian4,5
16680,第一 次 见到,di4 yi1   ci4   jian4 dao4,5
17027,你 看见 了,ni3   kan4 jian4   le,5
17087,你 见 过,ni3   jian4   guo4,5
17196,见 一 个,jian4   yi1   ge4,5
17197,见 你,jian4   ni3,5
17199,见 海格,jian4   hai3 ge2,5
17200,见 的 地方,jian4   de   di4 fang1,5
17203,见 过 这样 的,jian4   guo4   zhe4 yang4   de,5
17207,见到 你 真,jian4 dao4   ni3   zhen1,5
17667,就 看见 了,jiu4   kan4 jian4   le,5
17683,不 见 的 地方,bu4   jian4   de   di4 fang1,5
17865,亲眼 看见 了,qin1 yan3   kan4 jian4   le,5
17936,再 见到,zai4   jian4 dao4,5
17975,再见 了,zai4 jian4   le,5
