Order Number,Item,Pinyin,Frequency
1124,课 的,ke4   de,45
1314,课 上,ke4   shang4,40
1448,术 课,shu4   ke4,37
1473,魔药 课,mo2 yao4   ke4,37
1494,防御 术 课,fang2 yu4   shu4   ke4,37
1559,魔法 防御 术 课,mo2 fa3   fang2 yu4   shu4   ke4,35
1569,的 课,de   ke4,35
1598,黑 魔法 防御 术 课,hei1   mo2 fa3   fang2 yu4   shu4   ke4,35
1637,占卜 课,zhan1 bu3   ke4,34
2062,节 课,jie2   ke4,28
2245,门 课,men2   ke4,26
2251,保护 神奇 动物 课,bao3 hu4   shen2 qi2   dong4 wu4   ke4,26
2289,神奇 动物 课,shen2 qi2   dong4 wu4   ke4,26
2294,动物 课,dong4 wu4   ke4,26
2990,课堂 上,ke4 tang2   shang4,21
3522,课 老师,ke4   lao3 shi1,18
4219,变形 课,bian4 xing2   ke4,16
4231,草药 课,cao3 yao4   ke4,16
4483,魔咒 课,mo2 zhou4   ke4,15
4584,课 教师,ke4   jiao4 shi1,15
4919,的 功课,de   gong1 ke4,14
5888,课 了,ke4   le,12
5903,堂 课,tang2   ke4,12
6208,术 课 的,shu4   ke4   de,12
6262,防御 术 课 的,fang2 yu4   shu4   ke4   de,12
6391,在 课堂,zai4   ke4 tang2,12
6404,的 课程,de   ke4 cheng2,12
6447,黑 魔法 防御 术 课 的,hei1   mo2 fa3   fang2 yu4   shu4   ke4   de,11
6610,这 门 课,zhe4   men2   ke4,11
7047,在 课堂 上,zai4   ke4 tang2   shang4,11
7170,的 魔药 课,de   mo2 yao4   ke4,11
7177,魔法 防御 术 课 的,mo2 fa3   fang2 yu4   shu4   ke4   de,11
7915,下课 铃,xia4 ke4   ling2,10
8209,第一 节 课,di4 yi1   jie2   ke4,9
8251,神奇 动物 课 的,shen2 qi2   dong4 wu4   ke4   de,9
8320,课 是,ke4   shi4,9
8583,动物 课 的,dong4 wu4   ke4   de,9
8618,保护 神奇 动物 课 的,bao3 hu4   shen2 qi2   dong4 wu4   ke4   de,9
9318,的 黑 魔法 防御 术 课,de   hei1   mo2 fa3   fang2 yu4   shu4   ke4,9
9788,防御 术 课 教师,fang2 yu4   shu4   ke4   jiao4 shi1,8
9841,魔法 防御 术 课 教师,mo2 fa3   fang2 yu4   shu4   ke4   jiao4 shi1,8
9849,黑 魔法 防御 术 课 教师,hei1   mo2 fa3   fang2 yu4   shu4   ke4   jiao4 shi1,8
9957,课 就,ke4   jiu4,8
10389,上课 的,shang4 ke4   de,8
10395,术 课 教师,shu4   ke4   jiao4 shi1,8
10868,的 课 上,de   ke4   shang4,8
10871,的 课程表,de   ke4 cheng2 biao3,8
11299,课 呢,ke4   ne,7
11300,课 上 得,ke4   shang4   de2,7
11351,做 功课,zuo4   gong1 ke4,7
12235,上 草药 课,shang4   cao3 yao4   ke4,7
12408,上课 时,shang4 ke4   shi2,7
12586,下课 了,xia4 ke4   le,7
12781,一 节 课,yi1   jie2   ke4,7
12977,的 课堂,de   ke4 tang2,7
13526,节 课 上,jie2   ke4   shang4,6
13695,课 的 老师,ke4   de   lao3 shi1,6
13696,课 教室,ke4   jiao4 shi4,6
13900,这 堂课,zhe4   tang2 ke4,6
14202,防御 术 课 老师,fang2 yu4   shu4   ke4   lao3 shi1,6
14345,魔法 防御 术 课 老师,mo2 fa3   fang2 yu4   shu4   ke4   lao3 shi1,6
14346,魔药 课 上,mo2 yao4   ke4   shang4,6
14348,魔药 课上,mo2 yao4   ke4 shang4,6
14364,黑 魔法 防御 术 课 老师,hei1   mo2 fa3   fang2 yu4   shu4   ke4   lao3 shi1,6
14566,去 上课,qu4   shang4 ke4,6
14807,把 课本,ba3   ke4 ben3,6
15063,这 堂 课,zhe4   tang2   ke4,6
15299,上课 铃,shang4 ke4   ling2,6
15307,术 课 老师,shu4   ke4   lao3 shi1,6
15519,下课 后,xia4 ke4   hou4,6
16104,的 课本,de   ke4 ben3,6
16316,一 门 课,yi1   men2   ke4,5
17177,学校 黑 魔法 防御 术 课,xue2 xiao4   hei1   mo2 fa3   fang2 yu4   shu4   ke4,5
17340,课间 休息,ke4 jian1   xiu1 xi1,5
18353,魔法史 课,mo2 fa3 shi3   ke4,5
18356,魔药 课 老师,mo2 yao4   ke4   lao3 shi1,5
18357,魔药 课 教师,mo2 yao4   ke4   jiao4 shi1,5
18439,到 下课,dao4   xia4 ke4,5
18820,上 保护 神奇 动物 课,shang4   bao3 hu4   shen2 qi2   dong4 wu4   ke4,5
19313,新 课本,xin1   ke4 ben3,5
19757,上课 了,shang4 ke4   le,5
20131,下课 的,xia4 ke4   de,5
20147,下课 铃 响,xia4 ke4   ling2   xiang3,5
20168,下课 铃 响 了,xia4 ke4   ling2   xiang3   le,5
20422,的 一 门 课,de   yi1   men2   ke4,5
20782,的 第一 节 课,de   di4 yi1   jie2   ke4,5
20862,的 课堂 上,de   ke4 tang2   shang4,5
20877,在 魔药 课上,zai4   mo2 yao4   ke4 shang4,5
