Order Number,Item,Pinyin,Frequency
891,急切 地,ji2 qie4   di4,53
2307,焦急 地,jiao1 ji2   di4,26
2864,急切 地 问,ji2 qie4   di4   wen4,22
4510,急促 地,ji2 cu4   di4,15
6249,气急败坏 地,qi4 ji2 bai4 huai4   di4,12
6675,急切 地 说,ji2 qie4   di4   shuo1,11
7865,哈利 急切,ha1 li4   ji2 qie4,10
7866,哈利 急切 地,ha1 li4   ji2 qie4   di4,10
8169,着急 地,zhao2 ji2   di4,9
9103,焦急 地 说,jiao1 ji2   di4   shuo1,9
9894,急促 地 说,ji2 cu4   di4   shuo1,8
11717,急匆匆 地,ji2 cong1 cong1   di4,7
12298,呼吸 急促,hu1 xi1   ji2 cu4,7
14411,急促 的,ji2 cu4   de,6
14412,急不可耐 地,ji2 bu4 ke3 nai4   di4,6
15386,哈利 急切 地 问,ha1 li4   ji2 qie4   di4   wen4,6
15388,哈利 急忙,ha1 li4   ji2 mang2,6
17396,赫敏 急切 地,he4 min3   ji2 qie4   di4,5
17400,赫敏 急切,he4 min3   ji2 qie4,5
18392,心急火燎 地,xin1 ji2 huo3 liao3   di4,5
19687,他 焦急,ta1   jiao1 ji2,5
19689,他 焦急 地,ta1   jiao1 ji2   di4,5
20018,气急败坏 地 说,qi4 ji2 bai4 huai4   di4   shuo1,5
