Order Number,Item,Pinyin,Frequency
473,去 找,qu4   zhao3,81
909,找 球手,zhao3   qiu2 shou3,52
1428,找到 了,zhao3 dao4   le,38
2208,找 不,zhao3   bu4,27
2402,找 一,zhao3   yi1,25
2558,找 不 到,zhao3   bu4   dao4,24
2705,找 我,zhao3   wo3,23
2752,来 找,lai2   zhao3,22
2806,找 了,zhao3   le,22
2992,的 找 球手,de   zhao3   qiu2 shou3,21
3027,的 找,de   zhao3,21
3471,在 找,zai4   zhao3,19
3910,找 他,zhao3   ta1,17
3914,在 寻找,zai4   xun2 zhao3,17
4659,找 一 个,zhao3   yi1   ge4,15
4842,能 找到,neng2   zhao3 dao4,14
4973,找 你,zhao3   ni3,14
5067,来 找 我,lai2   zhao3   wo3,14
5481,找到 一,zhao3 dao4   yi1,13
6776,找到 他,zhao3 dao4   ta1,11
7531,想 找,xiang3   zhao3,10
8717,找 人,zhao3   ren2,9
8718,找 邓布利多,zhao3   deng4 bu4 li4 duo1,9
8719,找到 的,zhao3 dao4   de,9
9058,没有 找到,mei2 you3   zhao3 dao4,9
9958,我 去 找,wo3   qu4   zhao3,8
9977,我 找,wo3   zhao3,8
9978,我 找到,wo3   zhao3 dao4,8
9986,去 寻找,qu4   xun2 zhao3,8
10056,找到 我,zhao3 dao4   wo3,8
11327,寻找 一,xun2 zhao3   yi1,7
11382,就 去 找,jiu4   qu4   zhao3,7
11871,去 找 邓布利多,qu4   zhao3   deng4 bu4 li4 duo1,7
11972,找 了 个,zhao3   le   ge4,7
11976,找 的,zhao3   de,7
12670,里 翻找,li3   fan1 zhao3,7
13599,要 找,yao4   zhao3,6
13731,终于 找到,zhong1 yu2   zhao3 dao4,6
13733,寻找 着,xun2 zhao3   zhe,6
14664,寻找 金色,xun2 zhao3   jin1 se4,6
14739,找 个,zhao3   ge4,6
14742,找 什么,zhao3   shen2 me,6
15086,他 找到,ta1   zhao3 dao4,6
16345,着 寻找,zhe   xun2 zhao3,5
16753,终于 找到 了,zhong1 yu2   zhao3 dao4   le,5
16782,给 我 找,gei3   wo3   zhao3,5
17155,要 寻找,yao4   xun2 zhao3,5
17425,寻找 金色 飞贼,xun2 zhao3   jin1 se4   fei1 zei2,5
17431,寻找 飞贼,xun2 zhao3   fei1 zei2,5
18037,里 找到,li3   zhao3 dao4,5
18926,找 不 到 他,zhao3   bu4   dao4   ta1,5
18927,找 她,zhao3   ta1,5
18928,找 你们,zhao3   ni3 men,5
18929,找 他 的,zhao3   ta1   de,5
18934,找 的 东西,zhao3   de   dong1 xi1,5
18936,找到 了 一,zhao3 dao4   le   yi1,5
18937,找 球手 的,zhao3   qiu2 shou3   de,5
19441,他 找,ta1   zhao3,5
19457,是 在 找,shi4   zai4   zhao3,5
20442,也 找 不,ye3   zhao3   bu4,5
20443,也 找,ye3   zhao3,5
20956,地 寻找,di4   xun2 zhao3,5
