Order Number,Item,Pinyin,Frequency
289,并 不,bing4   bu4,112
760,并 没有,bing4   mei2 you3,59
3140,并 不 是,bing4   bu4   shi4,20
3414,他 并,ta1   bing4,19
3441,并不 是,bing4 bu4   shi4,19
5285,哈利 并,ha1 li4   bing4,13
5305,步 并 作 两 步,bu4   bing4   zuo4   liang3   bu4,13
5306,步 并 作,bu4   bing4   zuo4,13
5407,并 作,bing4   zuo4,13
5425,三 步 并,san1   bu4   bing4,13
5427,三 步 并 作,san1   bu4   bing4   zuo4,13
5428,三 步 并 作 两,san1   bu4   bing4   zuo4   liang3,13
5429,三 步 并 作 两 步,san1   bu4   bing4   zuo4   liang3   bu4,13
5499,并 作 两 步,bing4   zuo4   liang3   bu4,13
5633,步 并,bu4   bing4,13
5634,步 并 作 两,bu4   bing4   zuo4   liang3,13
5645,并 作 两,bing4   zuo4   liang3,13
8832,他 并 不,ta1   bing4   bu4,9
8995,哈利 并 不,ha1 li4   bing4   bu4,9
9012,他 并 没有,ta1   bing4   mei2 you3,9
9468,你 并没有,ni3   bing4 mei2 you3,8
9757,并 把,bing4   ba3,8
11419,这 并,zhe4   bing4,7
11420,这 并 不,zhe4   bing4   bu4,7
11516,并 作 两 步 地,bing4   zuo4   liang3   bu4   di4,7
12167,他 并不,ta1   bing4 bu4,7
12170,他 并没有,ta1   bing4 mei2 you3,7
12503,步 并 作 两 步 地,bu4   bing4   zuo4   liang3   bu4   di4,7
14083,并 用,bing4   yong4,6
16312,似乎 并,si4 hu1   bing4,5
16406,但 并 没有,dan4   bing4   mei2 you3,5
16407,但 并,dan4   bing4,5
17935,并 不 奇怪,bing4   bu4   qi2 guai4,5
17938,并 不 想,bing4   bu4   xiang3,5
17939,并 不 比,bing4   bu4   bi3,5
17940,并 不 怎么,bing4   bu4   zen3 me,5
17947,并 说,bing4   shuo1,5
18684,我 并,wo3   bing4,5
20395,也 并 不,ye3   bing4   bu4,5
20396,也 并,ye3   bing4,5
