Order Number,Item,Pinyin,Frequency
25,的 那,de   na4,456
78,那 个,na4   ge4,255
87,那 只,na4   zhi3,236
90,那 是,na4   shi4,225
126,在 那里,zai4   na4 li3,186
135,他 那,ta1   na4,178
246,那 一,na4   yi1,125
301,着 那,zhe   na4,109
307,那 天,na4   tian1,108
314,那 条,na4   tiao2,106
341,那 张,na4   zhang1,100
346,那 种,na4   zhong3,99
425,了 那,le   na4,85
443,的 那个,de   na4 ge,84
462,那 就,na4   jiu4,82
528,在 那儿,zai4   na4 er2,75
595,把 那,ba3   na4,69
624,的 那些,de   na4 xie1,67
632,那 头,na4   tou2,66
677,那 双,na4   shuang1,63
817,那么 多,na4 me   duo1,56
829,的 那 个,de   na4   ge4,55
976,在 那,zai4   na4,50
1001,那 两,na4   liang3,49
1171,那 件,na4   jian4,44
1305,那 本,na4   ben3,40
1387,的 那 一,de   na4   yi1,38
1456,那 只 魔眼,na4   zhi3   mo2 yan3,37
1475,的 那 种,de   na4   zhong3,37
1512,那 人,na4   ren2,36
1526,站在 那里,zhan4 zai4   na4 li3,36
1543,那 是 一,na4   shi4   yi1,36
1572,是 那,shi4   na4,35
1574,那 道,na4   dao4,35
1575,那样 的,na4 yang4   de,35
1685,那 天 晚上,na4   tian1   wan3 shang4,33
1704,那 扇,na4   shan4,33
1710,那 把,na4   ba3,32
1737,那 就 是,na4   jiu4   shi4,32
1754,那 是 什么,na4   shi4   shen2 me,32
1788,那么 大,na4 me   da4,31
1797,的 那 天,de   na4   tian1,31
1805,那 封,na4   feng1,31
1907,从 那,cong2   na4,30
1943,那 位,na4   wei4,29
1946,那些 人,na4 xie1   ren2,29
1955,的 那 只,de   na4   zhi3,29
2056,那 块,na4   kuai4,28
2093,上 的 那,shang4   de   na4,28
2107,那 几,na4   ji3,27
2117,坐 在 那里,zuo4   zai4   na4 li3,27
2163,他 的 那,ta1   de   na4,27
2169,她 那,ta1   na4,27
2271,那 东西,na4   dong1 xi1,26
2364,那 不,na4   bu4,25
2372,那 天 夜里,na4   tian1   ye4 li3,25
2471,的 那样,de   na4 yang4,24
2485,了 那个,le   na4 ge,24
2573,但 那,dan4   na4,23
2713,那 你,na4   ni3,23
2844,他 那 只,ta1   na4   zhi3,22
2886,那 封 信,na4   feng1   xin4,21
2923,那 根,na4   gen1,21
2955,那 两 个,na4   liang3   ge4,21
2958,的 那 张,de   na4   zhang1,21
2969,了 那么,le   na4 me,21
2970,是 那么,shi4   na4 me,21
2971,着 那些,zhe   na4 xie1,21
3000,知道 那,zhi1 dao4   na4,21
3079,那 篇,na4   pian1,21
3087,着 他 那,zhe   ta1   na4,20
3114,那 个 人,na4   ge4   ren2,20
3239,那 份,na4   fen4,20
3269,那 辆,na4   liang4,19
3299,那 对,na4   dui4,19
3427,那 副,na4   fu4,19
3482,是 那个,shi4   na4 ge,19
3540,那 个 声音,na4   ge4   sheng1 yin1,18
3586,那里 的,na4 li3   de,18
3636,了 那些,le   na4 xie1,18
3674,那 片,na4   pian4,18
3686,那 只 猫,na4   zhi3   mao1,18
3692,那 次,na4   ci4,18
3731,的 那 条,de   na4   tiao2,18
3764,和 那,he2   na4,17
3832,那边 的,na4 bian1   de,17
3838,那 上面,na4   shang4 mian4,17
3888,有 那么,you3   na4 me,17
3903,那些 摄魂怪,na4 xie1   she4 hun2 guai4,17
3977,那 扇 门,na4   shan4   men2,17
3980,那 玩意儿,na4   wan2 yi4 er2,17
3982,那个 人,na4 ge   ren2,17
4037,上 那,shang4   na4,17
4100,那 又,na4   you4,16
4102,有 那,you3   na4,16
4104,那 声音,na4   sheng1 yin1,16
4138,那么 大 的,na4 me   da4   de,16
4208,了 那么 多,le   na4 me   duo1,16
4261,是 那样,shi4   na4 yang4,16
4280,在 那个,zai4   na4 ge,16
4456,我 那,wo3   na4,15
4474,那么 做,na4 me   zuo4,15
4571,把 那些,ba3   na4 xie1,15
4640,那 本 书,na4   ben3   shu1,15
4643,那 不 是,na4   bu4   shi4,15
4736,看 着 那,kan4   zhe   na4,14
4824,不 那么,bu4   na4 me,14
4876,你 那,ni3   na4,14
5064,那 个 男孩,na4   ge4   nan2 hai2,14
5066,那 以后,na4   yi3 hou4,14
5071,那 只 金蛋,na4   zhi3   jin1 dan4,14
5116,站 在 那里,zhan4   zai4   na4 li3,14
5194,看见 那,kan4 jian4   na4,13
5229,着 那个,zhe   na4 ge,13
5263,那 几 个,na4   ji3   ge4,13
5303,那 还,na4   hai2,13
5307,那 里面,na4   li3 mian4,13
5433,那 堆,na4   dui1,13
5618,那 套,na4   tao4,13
5627,那 是 我,na4   shi4   wo3,13
5781,盯 着 那,ding1   zhe   na4,13
5921,那 顶,na4   ding3,12
5922,还 有 那,hai2   you3   na4,12
5925,那么 你,na4 me   ni3,12
5944,那里 去,na4 li3   qu4,12
6010,说 那,shuo1   na4,12
6173,是 那些,shi4   na4 xie1,12
6211,从 那 以后,cong2   na4   yi3 hou4,12
6218,那 件 事,na4   jian4   shi4,12
6223,那 可,na4   ke3,12
6228,那 好,na4   hao3,12
6245,那儿 去,na4 er2   qu4,12
6543,那 场,na4   chang3,11
6564,那 是 一 种,na4   shi4   yi1   zhong3,11
6571,了 他 那,le   ta1   na4,11
6574,那 条 大,na4   tiao2   da4,11
6605,那 男孩,na4   nan2 hai2,11
6672,它 那,ta1   na4,11
6676,到 那,dao4   na4,11
6678,到 那里,dao4   na4 li3,11
6725,里 那,li3   na4,11
6761,房间 那,fang2 jian1   na4,11
6762,房间 那 头,fang2 jian1   na4   tou2,11
6796,把 那 只,ba3   na4   zhi3,11
6908,和 那个,he2   na4 ge,11
6932,那 也,na4   ye3,11
6937,那 会,na4   hui4,11
6946,那 只 正常,na4   zhi3   zheng4 chang2,11
6964,那 条 狗,na4   tiao2   gou3,11
6966,那 棵,na4   ke1,11
6967,那 棵树,na4   ke1 shu4,11
6971,那 间,na4   jian1,11
6985,觉得 那,jue2 de   na4,11
7026,里 的 那,li3   de   na4,11
7101,的 那 几,de   na4   ji3,11
7145,在 那边,zai4   na4 bian1,11
7160,的 那 件,de   na4   jian4,11
7337,说时迟 那时,shuo1 shi2 chi2   na4 shi2,10
7342,那 巫师,na4   wu1 shi1,10
7418,那 两 只,na4   liang3   zhi3,10
7419,那 他,na4   ta1,10
7420,那 又 怎么样,na4   you4   zen3 me yang4,10
7434,那时 快,na4 shi2   kuai4,10
7455,被 那,bei4   na4,10
7469,出来 的 那,chu1 lai2   de   na4,10
7542,那 头 鹰 头 马身,na4   tou2   ying1   tou2   ma3 shen1,10
7563,说时迟 那时 快,shuo1 shi2 chi2   na4 shi2   kuai4,10
7836,那 一 大,na4   yi1   da4,10
7837,那 一 天,na4   yi1   tian1,10
7841,那 个 小,na4   ge4   xiao3,10
7847,那 只 正常 的 眼睛,na4   zhi3   zheng4 chang2   de   yan3 jing1,10
7849,那 只 正常 的,na4   zhi3   zheng4 chang2   de,10
7852,那 头 鹰,na4   tou2   ying1,10
7853,那 头 鹰 头,na4   tou2   ying1   tou2,10
7854,那 头 鹰 头 马身 有,na4   tou2   ying1   tou2   ma3 shen1   you3,10
7862,那 张 羊皮纸,na4   zhang1   yang2 pi2 zhi3,10
7877,那 股,na4   gu3,10
7971,用 那,yong4   na4,10
8001,在 他 那,zai4   ta1   na4,10
