Item,Frequency,Formal_IPA,Casual_IPA
분 아니에요,12,[pun.a.ni.e.jo],[bun.a.ni.e.jo]
이만 끊어야겠어,12,[i.maŋ.k͈ɯn.ʌ.ja.ket̚.ʌ],[i.maŋ.k͈ɯn.ʌ.ja.get̚.ʌ]
내가 책임지는,12,[nɛ.ka.tʃʰɛk̚.in.tʃi.nɯn],[nɛ.ga.tʃʰɛk̚.in.tʃi.nɯn]
보러 갈까요,12,[po.ɾʌ.kal.k͈a.jo],[bo.ɾʌ.gal.k͈a.jo]
든 남자는,12,[tɯn.nan.tʃa.nɯn],[dɯn.nan.tʃa.nɯn]
이만 들어가,12,[i.man.tɯl.ʌ.ka],[i.man.dɯl.ʌ.ga]
보러 오고,12,[po.ɾʌ.o.ko],[bo.ɾʌ.o.go]
보러 오면,12,[po.ɾʌ.o.mjʌn],[bo.ɾʌ.o.mjʌn]
재벌 집,12,[tʃɛ.pʌl.tʃip̚],[dʒɛ.bʌl.dʒip̚]
할 수 있는지 알고,12,[hal.su.it̚.nɯn.tʃi.al.ko],[hal.su.it̚.nɯn.tʃi.al.ko]
분 일은,12,[pun.il.ɯn],[bun.il.ɯn]
할 수 있다고 생각하니,12,[hal.su.it̚.ta.ko.sɛŋ.kak̚.ha.ni],[hal.su.it̚.ta.go.sɛŋ.gak̚.ha.ni]
보려고 노력,12,[po.ɾjʌ.ko.no.ɾjʌk̚],[bo.ɾjʌ.go.no.ɾjʌk̚]
내가 가는 걸,12,[nɛ.ka.ka.nɯŋ.kʌl],[nɛ.ga.ga.nɯn.gʌl]
이메일 받았어,12,[i.me.il.pat̚.at̚.ʌ],[i.me.il.bat̚.at̚.ʌ]
할 수 있어 날,12,[hal.su.it̚.ʌ.nal],[hal.su.it̚.ʌ.nal]
보려고 한 거야,12,[po.ɾjʌ.ko.haŋ.kʌ.ja],[bo.ɾjʌ.go.han.gʌ.ja]
할 수 있어 안,12,[hal.su.it̚.ʌ.an],[hal.su.it̚.ʌ.an]
할 수 있어 우리가,12,[hal.su.it̚.ʌ.u.ɾi.ka],[hal.su.it̚.ʌ.u.ɾi.ga]
is to be,12,,
이메일로 보내,12,[i.me.il.ɾo.po.nɛ],[i.me.il.ɾo.bo.nɛ]
기념 파티를,12,[ki.njʌm.pʰa.tʰi.ɾɯl],[gi.njʌm.pʰa.tʰi.ɾɯl]
물어볼 것이다,12,[mul.ʌ.pol.kʌt̚.i.ta],[mul.ʌ.bol.gʌt̚.i.da]
할 수 있어요 좋아,12,[hal.su.it̚.ʌ.jo.tʃot̚.a],[hal.su.it̚.ʌ.jo.dʒot̚.a]
아셔야 할 건,12,[a.sjʌ.ja.hal.kʌn],[a.sjʌ.ja.hal.gʌn]
다른 사람인척,12,[ta.ɾɯn.sa.ɾam.in.tʃʰʌk̚],[da.ɾɯn.sa.ɾam.in.tʃʰʌk̚]
be not so sorry,12,,
내가 영화를,12,[nɛ.ka.jʌŋ.hwa.ɾɯl],[nɛ.ga.jʌŋ.hwa.ɾɯl]
보면 lrm,12,[po.mjʌn],[bo.mjʌn]
이모 집에서,12,[i.mo.tʃip̚.e.sʌ],[i.mo.dʒip̚.e.sʌ]
내가 가서 확인해 볼게,12,[nɛ.ka.ka.sʌ.hwak̚.in.hɛ.pol.ke],[nɛ.ga.ga.sʌ.hwak̚.in.hɛ.bol.ke]
분 좋아,12,[pun.tʃot̚.a],[bun.dʒot̚.a]
걸 조금,12,[kʌl.tʃo.kɯm],[gʌl.dʒo.gɯm]
하자 나도,12,[ha.tʃa.na.to],[ha.dʒa.na.do]
공 비서님,12,[kom.pi.sʌ.nim],[goŋ.bi.sʌ.nim]
회사 전체를,12,[hwe.sa.tʃʌn.tʃʰe.ɾɯl],[hwe.sa.dʒʌn.tʃʰe.ɾɯl]
내가 옆에 있잖아,12,[nɛ.ka.jʌp̚.e.it̚.tʃan.a],[nɛ.ga.jʌp̚.e.it̚.tʃan.a]
