Item,Frequency,Formal_IPA,Casual_IPA
좀 알아봐 주세요,14,[tʃom.al.a.pwa.tʃu.se.jo],[dʒom.al.a.bwa.dʒu.se.jo]
실수를 했다고,14,[sil.su.ɾɯl.hɛt̚.ta.ko],[sil.su.ɾɯl.hɛt̚.ta.go]
우린 총을,14,[u.ɾin.tʃʰoŋ.ɯl],[u.ɾin.tʃʰoŋ.ɯl]
좀 어려울 것,14,[tʃom.ʌ.ɾjʌ.ul.kʌt̚],[dʒom.ʌ.ɾjʌ.ul.gʌt̚]
우린 최선을 다했어,14,[u.ɾin.tʃʰwe.sʌn.ɯl.ta.hɛt̚.ʌ],[u.ɾin.tʃʰwe.sʌn.ɯl.da.hɛt̚.ʌ]
드릴게요 그,14,[tɯ.ɾil.ke.jo.kɯ],[dɯ.ɾil.ke.jo.gɯ]
우린 친구도,14,[u.ɾin.tʃʰiŋ.ku.to],[u.ɾin.tʃʰiŋ.ku.do]
명이 죽는,14,[mjʌŋ.i.tʃuk̚.nɯn],[mjʌŋ.i.dʒuk̚.nɯn]
갈 겁니까,14,[kal.kʌp̚.ni.k͈a],[gal.gʌp̚.ni.k͈a]
기다려 왔어요,14,[ki.ta.ɾjʌ.wat̚.ʌ.jo],[gi.da.ɾjʌ.wat̚.ʌ.jo]
우린 친구였잖아,14,[u.ɾin.tʃʰiŋ.ku.jʌt̚.tʃan.a],[u.ɾin.tʃʰiŋ.ku.jʌt̚.tʃan.a]
나온 거요,14,[na.oŋ.kʌ.jo],[na.on.gʌ.jo]
누구나 그럴 수,14,[nu.ku.na.kɯ.ɾʌl.su],[nu.gu.na.gɯ.ɾʌl.su]
men who,14,,
좀 웃기지,14,[tʃom.ut̚.ki.tʃi],[dʒom.ut̚.ki.dʒi]
몰라도 되는,14,[mol.ɾa.to.twe.nɯn],[mol.ɾa.do.dwe.nɯn]
드릴게요 안,14,[tɯ.ɾil.ke.jo.an],[dɯ.ɾil.ke.jo.an]
doesn''t make sense,14,,
싶은 거 있니,14,[sip̚.ɯŋ.kʌ.it̚.ni],[sip̚.ɯn.gʌ.it̚.ni]
말하길 그녀는,14,[mal.ha.kil.kɯ.njʌ.nɯn],[mal.ha.gil.gɯ.njʌ.nɯn]
아이고 이런,14,[a.i.ko.i.ɾʌn],[a.i.go.i.ɾʌn]
몰라도 이젠,14,[mol.ɾa.to.i.tʃen],[mol.ɾa.do.i.dʒen]
최고의 한,14,[tʃʰwe.ko.ɯi.han],[tʃʰwe.go.ɯi.han]
그에 상응하는,14,[kɯ.e.saŋ.ɯŋ.ha.nɯn],[gɯ.e.saŋ.ɯŋ.ha.nɯn]
걸 달라고,14,[kʌl.tal.ɾa.ko],[gʌl.dal.ɾa.go]
접근하기 위해서,14,[tʃʌp̚.kɯn.ha.ki.wi.hɛ.sʌ],[dʒʌp̚.kɯn.ha.gi.wi.hɛ.sʌ]
hurry up,14,,
우린 하나가,14,[u.ɾin.ha.na.ka],[u.ɾin.ha.na.ga]
우린 하늘에서 빛나는,14,[u.ɾin.ha.nɯl.e.sʌ.pit̚.na.nɯn],[u.ɾin.ha.nɯl.e.sʌ.bit̚.na.nɯn]
방에 가두고,14,[paŋ.e.ka.tu.ko],[baŋ.e.ga.du.go]
봐 하나도,14,[pwa.ha.na.to],[bwa.ha.na.do]
함께 당신의,14,[ham.k͈e.taŋ.sin.ɯi],[ham.k͈e.daŋ.sin.ɯi]
팔려고 했어요,14,[pʰal.ɾjʌ.ko.hɛt̚.ʌ.jo],[pʰal.ɾjʌ.go.hɛt̚.ʌ.jo]
할지도 모르지만,14,[hal.tʃi.to.mo.ɾɯ.tʃi.man],[hal.tʃi.do.mo.ɾɯ.dʒi.man]
무서운 얘기,14,[mu.sʌ.un.jɛ.ki],[mu.sʌ.un.jɛ.gi]
좀 주실,14,[tʃon.tʃu.sil],[dʒom.dʒu.sil]
몰라요 두,14,[mol.ɾa.jo.tu],[mol.ɾa.jo.du]
그래야 당신,14,[kɯ.ɾɛ.ja.taŋ.sin],[gɯ.ɾɛ.ja.daŋ.sin]
수 있어 강력,14,[su.it̚.ʌ.kaŋ.ɾjʌk̚],[su.it̚.ʌ.gaŋ.ɾjʌk̚]
해줘야 할 것,14,[hɛ.tʃwʌ.ja.hal.kʌt̚],[hɛ.dʒwʌ.ja.hal.gʌt̚]
남자는 절대,14,[nan.tʃa.nɯn.tʃʌl.tɛ],[nan.tʃa.nɯn.dʒʌl.tɛ]
고맙습니다 여기서,14,[ko.map̚.sɯp̚.ni.ta.jʌ.ki.sʌ],[go.map̚.sɯp̚.ni.da.jʌ.gi.sʌ]
볼게요 내가,14,[pol.ke.jo.nɛ.ka],[bol.ke.jo.nɛ.ga]
우린 해결할,14,[u.ɾin.hɛ.kjʌl.hal],[u.ɾin.hɛ.gjʌl.hal]
네가 없으니,14,[ne.ka.ʌp̚.ɯ.ni],[ne.ga.ʌp̚.ɯ.ni]
우린 행복한,14,[u.ɾin.hɛm.pok̚.han],[u.ɾin.hɛŋ.bok̚.han]
우린 할 일을,14,[u.ɾin.hal.il.ɯl],[u.ɾin.hal.il.ɯl]
죽여버리고 싶어요,14,[tʃuk̚.jʌ.pʌ.ɾi.ko.sip̚.ʌ.jo],[dʒuk̚.jʌ.bʌ.ɾi.go.sip̚.ʌ.jo]
좀 창백해,14,[tʃon.tʃʰam.pɛk̚.hɛ],[dʒon.tʃʰaŋ.bɛk̚.hɛ]
우린 형제잖아,14,[u.ɾin.hjʌŋ.tʃe.tʃan.a],[u.ɾin.hjʌŋ.dʒe.dʒan.a]
걸 줘요,14,[kʌl.tʃwʌ.jo],[gʌl.dʒwʌ.jo]
드세요 네,14,[tɯ.se.jo.ne],[dɯ.se.jo.ne]
총알이 박힐,14,[tʃʰoŋ.al.i.pak̚.hil],[tʃʰoŋ.al.i.bak̚.hil]
믿을 수가 없어서,14,[mit̚.ɯl.su.ka.ʌp̚.ʌ.sʌ],[mit̚.ɯl.su.ga.ʌp̚.ʌ.sʌ]
우린 훨씬,14,[u.ɾin.hwʌl.s͈in],[u.ɾin.hwʌl.s͈in]
싶은 다른,14,[sip̚.ɯn.ta.ɾɯn],[sip̚.ɯn.da.ɾɯn]
나한테 할 말이 있어,14,[na.han.tʰe.hal.mal.i.it̚.ʌ],[na.han.tʰe.hal.mal.i.it̚.ʌ]
거 없거든,14,[kʌ.ʌp̚.kʌ.tɯn],[gʌ.ʌp̚.kʌ.dɯn]
드시고 싶은,14,[tɯ.si.ko.sip̚.ɯn],[dɯ.si.go.sip̚.ɯn]
죽여야 할지도,14,[tʃuk̚.jʌ.ja.hal.tʃi.to],[dʒuk̚.jʌ.ja.hal.tʃi.do]
좀 하려,14,[tʃom.ha.ɾjʌ],[dʒom.ha.ɾjʌ]
몰랐던 것 같아,14,[mol.ɾat̚.tʌŋ.kʌt̚.kat̚.a],[mol.ɾat̚.tʌn.gʌt̚.gat̚.a]
우릴 구했어요,14,[u.ɾil.ku.hɛt̚.ʌ.jo],[u.ɾil.gu.hɛt̚.ʌ.jo]
몰랐어 그게,14,[mol.ɾat̚.ʌ.kɯ.ke],[mol.ɾat̚.ʌ.gɯ.ge]
좀 한 거야,14,[tʃom.haŋ.kʌ.ja],[dʒom.han.gʌ.ja]
표현하는 건,14,[pʰjo.hjʌn.ha.nɯŋ.kʌn],[pʰjo.hjʌn.ha.nɯn.gʌn]
몰랐어 널,14,[mol.ɾat̚.ʌ.nʌl],[mol.ɾat̚.ʌ.nʌl]
고맙습니다 좀,14,[ko.map̚.sɯp̚.ni.ta.tʃom],[go.map̚.sɯp̚.ni.da.dʒom]
당신의 은행,14,[taŋ.sin.ɯi.ɯn.hɛŋ],[daŋ.sin.ɯi.ɯn.hɛŋ]
눈 마주치지 마,14,[nun.ma.tʃu.tʃʰi.tʃi.ma],[nun.ma.dʒu.tʃʰi.dʒi.ma]
나와 나의,14,[na.wa.na.ɯi],[na.wa.na.ɯi]
좀 해 주면,14,[tʃom.hɛ.tʃu.mjʌn],[dʒom.hɛ.dʒu.mjʌn]
좀 해 주시겠어요,14,[tʃom.hɛ.tʃu.si.ket̚.ʌ.jo],[dʒom.hɛ.dʒu.si.get̚.ʌ.jo]
거 없냐고,14,[kʌ.ʌp̚.nja.ko],[gʌ.ʌp̚.nja.go]
싶은 비밀이,14,[sip̚.ɯm.pi.mil.i],[sip̚.ɯn.bi.mil.i]
그리고 나는 그녀가,14,[kɯ.ɾi.ko.na.nɯŋ.kɯ.njʌ.ka],[gɯ.ɾi.go.na.nɯn.gɯ.njʌ.ga]
좀 해봐라,14,[tʃom.hɛ.pwa.ɾa],[dʒom.hɛ.bwa.ɾa]
같군 좋아,14,[kat̚.kun.tʃot̚.a],[gat̚.kun.dʒot̚.a]
푹 빠졌다고,14,[pʰuk̚.p͈a.tʃjʌt̚.ta.ko],[pʰuk̚.p͈a.dʒjʌt̚.ta.go]
나와 똑같이,14,[na.wa.t͈ok̚.kat̚.i],[na.wa.t͈ok̚.kat̚.i]
몰랐을 리가,14,[mol.ɾat̚.ɯl.ɾi.ka],[mol.ɾat̚.ɯl.ɾi.ga]
푹 자요,14,[pʰuk̚.tʃa.jo],[pʰuk̚.dʒa.jo]
게 좋은 생각,14,[ke.tʃot̚.ɯn.sɛŋ.kak̚],[ge.dʒot̚.ɯn.sɛŋ.gak̚]
좀 힘든데,14,[tʃom.hin.tɯn.te],[dʒom.hin.tɯn.te]
해칠 거라고,14,[hɛ.tʃʰil.kʌ.ɾa.ko],[hɛ.tʃʰil.gʌ.ɾa.go]
잘 알고 있지만,14,[tʃal.al.ko.it̚.tʃi.man],[dʒal.al.ko.it̚.tʃi.man]
공격하지 마,14,[koŋ.kjʌk̚.ha.tʃi.ma],[goŋ.gjʌk̚.ha.dʒi.ma]
그리고 나는 당신을,14,[kɯ.ɾi.ko.na.nɯn.taŋ.sin.ɯl],[gɯ.ɾi.go.na.nɯn.daŋ.sin.ɯl]
그리고 나는 더,14,[kɯ.ɾi.ko.na.nɯn.tʌ],[gɯ.ɾi.go.na.nɯn.dʌ]
어머니가 주신,14,[ʌ.mʌ.ni.ka.tʃu.sin],[ʌ.mʌ.ni.ga.dʒu.sin]
든 여자,14,[tɯn.jʌ.tʃa],[dɯn.jʌ.dʒa]
풀릴 거라고,14,[pʰul.ɾil.kʌ.ɾa.ko],[pʰul.ɾil.gʌ.ɾa.go]
게 좋을 거야 아니면,14,[ke.tʃot̚.ɯl.kʌ.ja.a.ni.mjʌn],[ge.dʒot̚.ɯl.gʌ.ja.a.ni.mjʌn]
나와 있고,14,[na.wa.it̚.ko],[na.wa.it̚.ko]
싶은대로 해,14,[sip̚.ɯn.tɛ.ɾo.hɛ],[sip̚.ɯn.tɛ.ɾo.hɛ]
그렇게 할 것,14,[kɯ.ɾʌt̚.ke.hal.kʌt̚],[gɯ.ɾʌt̚.ke.hal.gʌt̚]
몸 낮춰,14,[mom.nat̚.tʃʰwʌ],[mom.nat̚.tʃʰwʌ]
풀어 줄게요,14,[pʰul.ʌ.tʃul.ke.jo],[pʰul.ʌ.dʒul.ke.jo]
몸 속에서,14,[mom.sok̚.e.sʌ],[mom.sok̚.e.sʌ]
그것만으로는 충분하지,14,[kɯ.kʌt̚.man.ɯ.ɾo.nɯn.tʃʰum.pun.ha.tʃi],[gɯ.gʌt̚.man.ɯ.ɾo.nɯn.tʃʰuŋ.bun.ha.dʒi]
고맙지만 우린,14,[ko.map̚.tʃi.man.u.ɾin],[go.map̚.tʃi.man.u.ɾin]
해피 추수감사절,14,[hɛ.pʰi.tʃʰu.su.kam.sa.tʃʌl],[hɛ.pʰi.tʃʰu.su.gam.sa.dʒʌl]
작업 걸어,14,[tʃak̚.ʌp̚.kʌl.ʌ],[dʒak̚.ʌp̚.gʌl.ʌ]
이 메시지가,14,[i.me.si.tʃi.ka],[i.me.si.dʒi.ga]
건 질색이야,14,[kʌn.tʃil.sɛk̚.i.ja],[gʌn.dʒil.sɛk̚.i.ja]
우릴 여기로 데려온,14,[u.ɾil.jʌ.ki.ɾo.te.ɾjʌ.on],[u.ɾil.jʌ.gi.ɾo.de.ɾjʌ.on]
함께 있다는 걸,14,[ham.k͈e.it̚.ta.nɯŋ.kʌl],[ham.k͈e.it̚.ta.nɯn.gʌl]
고맙지만 지금,14,[ko.map̚.tʃi.man.tʃi.kɯm],[go.map̚.tʃi.man.dʒi.gɯm]
거 없어 그,14,[kʌ.ʌp̚.ʌ.kɯ],[gʌ.ʌp̚.ʌ.gɯ]
and I can''t let,14,,
품에서 영원히,14,[pʰum.e.sʌ.jʌŋ.wʌn.hi],[pʰum.e.sʌ.jʌŋ.wʌn.hi]
하잖아요 하지만,14,[ha.tʃan.a.jo.ha.tʃi.man],[ha.dʒan.a.jo.ha.dʒi.man]
계속하고 싶어,14,[kje.sok̚.ha.ko.sip̚.ʌ],[gje.sok̚.ha.go.sip̚.ʌ]
because they,14,,
다른 언어로,14,[ta.ɾɯn.ʌn.ʌ.ɾo],[da.ɾɯn.ʌn.ʌ.ɾo]
듣고 나니까,14,[tɯt̚.ko.na.ni.k͈a],[dɯt̚.ko.na.ni.k͈a]
봅니다 하지만,14,[pop̚.ni.ta.ha.tʃi.man],[bop̚.ni.da.ha.dʒi.man]
