Item,Frequency,Formal_IPA,Casual_IPA
알아 아는,7,[al.a.a.nɯn],[al.a.a.nɯn]
그들을 죽여야,7,[kɯ.tɯl.ɯl.tʃuk̚.jʌ.ja],[gɯ.dɯl.ɯl.dʒuk̚.jʌ.ja]
알아 아마도,7,[al.a.a.ma.to],[al.a.a.ma.do]
당신은 아니군요,7,[taŋ.sin.ɯn.a.ni.kun.jo],[daŋ.sin.ɯn.a.ni.gun.jo]
거야 다시 한번,7,[kʌ.ja.ta.si.ham.pʌn],[gʌ.ja.da.si.ham.pʌn]
알아 아빠도,7,[al.a.a.p͈a.to],[al.a.a.p͈a.do]
당신은 아니었죠,7,[taŋ.sin.ɯn.a.ni.ʌt̚.tʃjo],[daŋ.sin.ɯn.a.ni.ʌt̚.tʃjo]
그들을 죽였다고,7,[kɯ.tɯl.ɯl.tʃuk̚.jʌt̚.ta.ko],[gɯ.dɯl.ɯl.dʒuk̚.jʌt̚.ta.go]
그들을 죽음으로,7,[kɯ.tɯl.ɯl.tʃuk̚.ɯm.ɯ.ɾo],[gɯ.dɯl.ɯl.dʒuk̚.ɯm.ɯ.ɾo]
알아 알았지,7,[al.a.al.at̚.tʃi],[al.a.al.at̚.tʃi]
알아 알지만,7,[al.a.al.tʃi.man],[al.a.al.tʃi.man]
당신은 아들이,7,[taŋ.sin.ɯn.a.tɯl.i],[daŋ.sin.ɯn.a.dɯl.i]
알아 어쩌면,7,[al.a.ʌ.tʃ͈ʌ.mjʌn],[al.a.ʌ.tʃ͈ʌ.mjʌn]
멈췄을 거야,7,[mʌn.tʃʰwʌt̚.ɯl.kʌ.ja],[mʌn.tʃʰwʌt̚.ɯl.gʌ.ja]
알아 엄마는,7,[al.a.ʌm.ma.nɯn],[al.a.ʌm.ma.nɯn]
당신은 아무 일도,7,[taŋ.sin.ɯn.a.mu.il.to],[daŋ.sin.ɯn.a.mu.il.to]
