Item,Frequency,Formal_IPA,Casual_IPA
잘 설득할,5,[tʃal.sʌl.tɯk̚.hal],[dʒal.sʌl.tɯk̚.hal]
잘 세,5,[tʃal.se],[dʒal.se]
잘 섬길,5,[tʃal.sʌm.kil],[dʒal.sʌm.kil]
잘 설명할 수,5,[tʃal.sʌl.mjʌŋ.hal.su],[dʒal.sʌl.mjʌŋ.hal.su]
말할 필요는 없다,5,[mal.hal.pʰil.jo.nɯn.ʌp̚.ta],[mal.hal.pʰil.jo.nɯn.ʌp̚.ta]
나 살려 준,5,[na.sal.ɾjʌ.tʃun],[na.sal.ɾjʌ.dʒun]
잘 세워야,5,[tʃal.se.wʌ.ja],[dʒal.se.wʌ.ja]
잘 속는다,5,[tʃal.sok̚.nɯn.ta],[dʒal.sok̚.nɯn.ta]
잘 세우면,5,[tʃal.se.u.mjʌn],[dʒal.se.u.mjʌn]
잘 속아요,5,[tʃal.sok̚.a.jo],[dʒal.sok̚.a.jo]
말할 필요도 없겠죠,5,[mal.hal.pʰil.jo.to.ʌp̚.ket̚.tʃjo],[mal.hal.pʰil.jo.do.ʌp̚.ket̚.tʃjo]
말할 필요도 없겠지,5,[mal.hal.pʰil.jo.to.ʌp̚.ket̚.tʃi],[mal.hal.pʰil.jo.do.ʌp̚.ket̚.tʃi]
잘 수 있겠죠,5,[tʃal.su.it̚.ket̚.tʃjo],[dʒal.su.it̚.ket̚.tʃjo]
나 살려줘요 살려줘요 제발,5,[na.sal.ɾjʌ.tʃwʌ.jo.sal.ɾjʌ.tʃwʌ.jo.tʃe.pal],[na.sal.ɾjʌ.dʒwʌ.jo.sal.ɾjʌ.dʒwʌ.jo.dʒe.bal]
나 살려줘요 살려줘요,5,[na.sal.ɾjʌ.tʃwʌ.jo.sal.ɾjʌ.tʃwʌ.jo],[na.sal.ɾjʌ.dʒwʌ.jo.sal.ɾjʌ.dʒwʌ.jo]
나 살려줘요,5,[na.sal.ɾjʌ.tʃwʌ.jo],[na.sal.ɾjʌ.dʒwʌ.jo]
나 살 곳,5,[na.sal.kot̚],[na.sal.got̚]
가요 뭐라고,5,[ka.jo.mwʌ.ɾa.ko],[ga.jo.mwʌ.ɾa.go]
가요 뭐 하는,5,[ka.jo.mwʌ.ha.nɯn],[ga.jo.mwʌ.ha.nɯn]
잘 수 있나,5,[tʃal.su.it̚.na],[dʒal.su.it̚.na]
잘 수 있으면,5,[tʃal.su.it̚.ɯ.mjʌn],[dʒal.su.it̚.ɯ.mjʌn]
잘 수 있을까요,5,[tʃal.su.it̚.ɯl.k͈a.jo],[dʒal.su.it̚.ɯl.k͈a.jo]
잘 수 있을 때,5,[tʃal.su.it̚.ɯl.t͈ɛ],[dʒal.su.it̚.ɯl.t͈ɛ]
말할게 그,5,[mal.hal.ke.kɯ],[mal.hal.ke.gɯ]
말할 필요도 없지만,5,[mal.hal.pʰil.jo.to.ʌp̚.tʃi.man],[mal.hal.pʰil.jo.do.ʌp̚.tʃi.man]
잘 수행할,5,[tʃal.su.hɛŋ.hal],[dʒal.su.hɛŋ.hal]
잘 순 없죠,5,[tʃal.sun.ʌp̚.tʃjo],[dʒal.sun.ʌp̚.tʃjo]
잘 수만,5,[tʃal.su.man],[dʒal.su.man]
말할게 너희,5,[mal.hal.ke.nʌ.hɯi],[mal.hal.ke.nʌ.hɯi]
나 상태가,5,[na.saŋ.tʰɛ.ka],[na.saŋ.tʰɛ.ga]
나 삼촌,5,[na.san.tʃʰon],[na.san.tʃʰon]
잘 숨겨둬,5,[tʃal.sum.kjʌ.twʌ],[dʒal.sum.kjʌ.dwʌ]
말할게 당신이,5,[mal.hal.ke.taŋ.sin.i],[mal.hal.ke.daŋ.sin.i]
잘 숨어서,5,[tʃal.sum.ʌ.sʌ],[dʒal.sum.ʌ.sʌ]
잘 시간 아니니,5,[tʃal.si.kan.a.ni.ni],[dʒal.si.gan.a.ni.ni]
말할게 못,5,[mal.hal.ke.mot̚],[mal.hal.ke.mot̚]
나 샌드위치,5,[na.sɛn.tɯ.wi.tʃʰi],[na.sɛn.tɯ.wi.tʃʰi]
잘 시간이라고,5,[tʃal.si.kan.i.ɾa.ko],[dʒal.si.gan.i.ɾa.go]
말할게 정말,5,[mal.hal.ke.tʃʌŋ.mal],[mal.hal.ke.dʒʌŋ.mal]
말할게 이제,5,[mal.hal.ke.i.tʃe],[mal.hal.ke.i.dʒe]
것만 아세요,5,[kʌt̚.man.a.se.jo],[gʌt̚.man.a.se.jo]
것만 아니라면,5,[kʌt̚.man.a.ni.ɾa.mjʌn],[gʌt̚.man.a.ni.ɾa.mjʌn]
말할게 좋아,5,[mal.hal.ke.tʃot̚.a],[mal.hal.ke.dʒot̚.a]
잘 써서,5,[tʃal.s͈ʌ.sʌ],[dʒal.s͈ʌ.sʌ]
말할게요 내,5,[mal.hal.ke.jo.nɛ],[mal.hal.ke.jo.nɛ]
잘 써져요,5,[tʃal.s͈ʌ.tʃjʌ.jo],[dʒal.s͈ʌ.dʒjʌ.jo]
말할게요 당신을,5,[mal.hal.ke.jo.taŋ.sin.ɯl],[mal.hal.ke.jo.daŋ.sin.ɯl]
나 샤워 좀,5,[na.sja.wʌ.tʃom],[na.sja.wʌ.dʒom]
나 생일,5,[na.sɛŋ.il],[na.sɛŋ.il]
잘 썼네요,5,[tʃal.s͈ʌt̚.ne.jo],[dʒal.s͈ʌt̚.ne.jo]
말할게요 이런,5,[mal.hal.ke.jo.i.ɾʌn],[mal.hal.ke.jo.i.ɾʌn]
잘 썼으면,5,[tʃal.s͈ʌt̚.ɯ.mjʌn],[dʒal.s͈ʌt̚.ɯ.mjʌn]
잘 썼지만,5,[tʃal.s͈ʌt̚.tʃi.man],[dʒal.s͈ʌt̚.tʃi.man]
말할게요 좋아,5,[mal.hal.ke.jo.tʃot̚.a],[mal.hal.ke.jo.dʒot̚.a]
말할게요 우리는,5,[mal.hal.ke.jo.u.ɾi.nɯn],[mal.hal.ke.jo.u.ɾi.nɯn]
것만 안,5,[kʌt̚.man.an],[gʌt̚.man.an]
잘 쏴요,5,[tʃal.s͈wa.jo],[dʒal.s͈wa.jo]
잘 쏘던데,5,[tʃal.s͈o.tʌn.te],[dʒal.s͈o.dʌn.te]
잘 쓰거든요,5,[tʃal.s͈ɯ.kʌ.tɯn.jo],[dʒal.s͈ɯ.gʌ.dɯn.jo]
말할수 없습니다,5,[mal.hal.su.ʌp̚.sɯp̚.ni.ta],[mal.hal.su.ʌp̚.sɯp̚.ni.da]
말할게요 좋아요,5,[mal.hal.ke.jo.tʃot̚.a.jo],[mal.hal.ke.jo.dʒot̚.a.jo]
잘 쓰고 있어,5,[tʃal.s͈ɯ.ko.it̚.ʌ],[dʒal.s͈ɯ.go.it̚.ʌ]
잘 쓰는지,5,[tʃal.s͈ɯ.nɯn.tʃi],[dʒal.s͈ɯ.nɯn.tʃi]
잘 쓰라고,5,[tʃal.s͈ɯ.ɾa.ko],[dʒal.s͈ɯ.ɾa.go]
나 셋,5,[na.set̚],[na.set̚]
나 세수,5,[na.se.su],[na.se.su]
것만 알려,5,[kʌt̚.man.al.ɾjʌ],[gʌt̚.man.al.ɾjʌ]
잘 쓰지도,5,[tʃal.s͈ɯ.tʃi.to],[dʒal.s͈ɯ.dʒi.do]
잘 쓴다고,5,[tʃal.s͈ɯn.ta.ko],[dʒal.s͈ɯn.ta.go]
말할지 모르겠어,5,[mal.hal.tʃi.mo.ɾɯ.ket̚.ʌ],[mal.hal.tʃi.mo.ɾɯ.get̚.ʌ]
잘 아냐고,5,[tʃal.a.nja.ko],[dʒal.a.nja.go]
