Item,Frequency,Formal_IPA,Casual_IPA
아직 할 일이 많아,12,[a.tʃik̚.hal.il.i.man.a],[a.dʒik̚.hal.il.i.man.a]
뵀을 때,12,[pwɛt̚.ɯl.t͈ɛ],[bwɛt̚.ɯl.t͈ɛ]
난 암,12,[nan.am],[nan.am]
이제 친구야,12,[i.tʃe.tʃʰiŋ.ku.ja],[i.dʒe.tʃʰiŋ.ku.ja]
그냥 확인하는 거야,12,[kɯ.njaŋ.hwak̚.in.ha.nɯŋ.kʌ.ja],[gɯ.njaŋ.hwak̚.in.ha.nɯn.gʌ.ja]
이제 케이크,12,[i.tʃe.kʰe.i.kʰɯ],[i.dʒe.kʰe.i.kʰɯ]
이제 필요한 건,12,[i.tʃe.pʰil.jo.haŋ.kʌn],[i.dʒe.pʰil.jo.han.gʌn]
현장에 도착했을 때,12,[hjʌn.tʃaŋ.e.to.tʃʰak̚.hɛt̚.ɯl.t͈ɛ],[hjʌn.tʃaŋ.e.do.tʃʰak̚.hɛt̚.ɯl.t͈ɛ]
진정해 여기,12,[tʃin.tʃʌŋ.hɛ.jʌ.ki],[dʒin.tʃʌŋ.hɛ.jʌ.gi]
그네를 타고,12,[kɯ.ne.ɾɯl.tʰa.ko],[gɯ.ne.ɾɯl.tʰa.go]
마 여자는,12,[ma.jʌ.tʃa.nɯn],[ma.jʌ.dʒa.nɯn]
태우는 건,12,[tʰɛ.u.nɯŋ.kʌn],[tʰɛ.u.nɯn.gʌn]
내가 생각보다,12,[nɛ.ka.sɛŋ.kak̚.po.ta],[nɛ.ga.sɛŋ.gak̚.po.da]
다시 만난다고,12,[ta.si.man.nan.ta.ko],[da.si.man.nan.ta.go]
현재를 타락시키고,12,[hjʌn.tʃɛ.ɾɯl.tʰa.ɾak̚.si.kʰi.ko],[hjʌn.tʃɛ.ɾɯl.tʰa.ɾak̚.si.kʰi.go]
현재를 타락시키고 통제해서 미래에서,12,[hjʌn.tʃɛ.ɾɯl.tʰa.ɾak̚.si.kʰi.ko.tʰoŋ.tʃe.hɛ.sʌ.mi.ɾɛ.e.sʌ],[hjʌn.tʃɛ.ɾɯl.tʰa.ɾak̚.si.kʰi.go.tʰoŋ.dʒe.hɛ.sʌ.mi.ɾɛ.e.sʌ]
마 완전,12,[ma.wan.tʃʌn],[ma.wan.tʃʌn]
이제는 네,12,[i.tʃe.nɯn.ne],[i.dʒe.nɯn.ne]
날씨가 좋으면,12,[nal.s͈i.ka.tʃot̚.ɯ.mjʌn],[nal.s͈i.ga.dʒot̚.ɯ.mjʌn]
이제 희망이,12,[i.tʃe.hɯi.maŋ.i],[i.dʒe.hɯi.maŋ.i]
가치가 있을지도,12,[ka.tʃʰi.ka.it̚.ɯl.tʃi.to],[ga.tʃʰi.ga.it̚.ɯl.tʃi.do]
이제는 아무도,12,[i.tʃe.nɯn.a.mu.to],[i.dʒe.nɯn.a.mu.do]
뭐가 나오나,12,[mwʌ.ka.na.o.na],[mwʌ.ga.na.o.na]
빠르진 않아,12,[p͈a.ɾɯ.tʃin.an.a],[p͈a.ɾɯ.dʒin.an.a]
대 대 대,12,[tɛ.tɛ.tɛ],[dɛ.dɛ.dɛ]
저 없다고 해,12,[tʃʌ.ʌp̚.ta.ko.hɛ],[dʒʌ.ʌp̚.ta.go.hɛ]
걸리지 않았어,12,[kʌl.ɾi.tʃi.an.at̚.ʌ],[gʌl.ɾi.dʒi.an.at̚.ʌ]
마 원하는,12,[ma.wʌn.ha.nɯn],[ma.wʌn.ha.nɯn]
뭐가 기억나,12,[mwʌ.ka.ki.ʌk̚.na],[mwʌ.ga.gi.ʌk̚.na]
it in your,12,,
마 음,12,[ma.ɯm],[ma.ɯm]
혐의에 유죄를,12,[hjʌm.ɯi.e.ju.tʃwe.ɾɯl],[hjʌm.ɯi.e.ju.dʒwe.ɾɯl]
이제야 그걸,12,[i.tʃe.ja.kɯ.kʌl],[i.dʒe.ja.gɯ.gʌl]
뭐가 나왔지,12,[mwʌ.ka.na.wat̚.tʃi],[mwʌ.ga.na.wat̚.tʃi]
이제부터 우린,12,[i.tʃe.pu.tʰʌ.u.ɾin],[i.dʒe.bu.tʰʌ.u.ɾin]
And buried a man,12,,
이제야 이,12,[i.tʃe.ja.i],[i.dʒe.ja.i]
마 이쪽으로,12,[ma.i.tʃ͈ok̚.ɯ.ɾo],[ma.i.tʃ͈ok̚.ɯ.ɾo]
이제부터 우리가,12,[i.tʃe.pu.tʰʌ.u.ɾi.ka],[i.dʒe.bu.tʰʌ.u.ɾi.ga]
new friends,12,,
이젠 끝났어,12,[i.tʃeŋ.k͈ɯt̚.nat̚.ʌ],[i.dʒeŋ.k͈ɯt̚.nat̚.ʌ]
강하고 용감한,12,[kaŋ.ha.ko.joŋ.kam.han],[gaŋ.ha.go.joŋ.gam.han]
진짜 가고,12,[tʃin.tʃ͈a.ka.ko],[dʒin.tʃ͈a.ga.go]
이젠 늦었어,12,[i.tʃen.nɯt̚.ʌt̚.ʌ],[i.dʒen.nɯt̚.ʌt̚.ʌ]
saw him,12,,
아직도 무슨,12,[a.tʃik̚.to.mu.sɯn],[a.dʒik̚.to.mu.sɯn]
부딪치는 소리,12,[pu.tit̚.tʃʰi.nɯn.so.ɾi],[bu.dit̚.tʃʰi.nɯn.so.ɾi]
좋았을 텐데'',12,[tʃot̚.at̚.ɯl.tʰen.te],[dʒot̚.at̚.ɯl.tʰen.te]
이젠 모두가,12,[i.tʃen.mo.tu.ka],[i.dʒen.mo.du.ga]
이젠 무슨,12,[i.tʃen.mu.sɯn],[i.dʒen.mu.sɯn]
다시 모든,12,[ta.si.mo.tɯn],[da.si.mo.dɯn]
저 여자가 여기,12,[tʃʌ.jʌ.tʃa.ka.jʌ.ki],[dʒʌ.jʌ.dʒa.ga.jʌ.gi]
갑자기 튀어,12,[kap̚.tʃa.ki.tʰwi.ʌ],[gap̚.tʃa.gi.tʰwi.ʌ]
마 조심해,12,[ma.tʃo.sim.hɛ],[ma.dʒo.sim.hɛ]
Luke and,12,,
일을 시작합시다,12,[il.ɯl.si.tʃak̚.hap̚.si.ta],[il.ɯl.si.dʒak̚.hap̚.si.da]
이젠 어떡하지,12,[i.tʃen.ʌ.t͈ʌk̚.ha.tʃi],[i.dʒen.ʌ.t͈ʌk̚.ha.dʒi]
형은 이,12,[hjʌŋ.ɯn.i],[hjʌŋ.ɯn.i]
마 차,12,[ma.tʃʰa],[ma.tʃʰa]
기분이 나아질까,12,[ki.pun.i.na.a.tʃil.k͈a],[gi.bun.i.na.a.dʒil.k͈a]
저 여자분이,12,[tʃʌ.jʌ.tʃa.pun.i],[dʒʌ.jʌ.dʒa.bun.i]
기분이 날아갈 것,12,[ki.pun.i.nal.a.kal.kʌt̚],[gi.bun.i.nal.a.gal.gʌt̚]
마 하고,12,[ma.ha.ko],[ma.ha.go]
아직도 있네,12,[a.tʃik̚.to.it̚.ne],[a.dʒik̚.to.it̚.ne]
변신을 못,12,[pjʌn.sin.ɯl.mot̚],[bjʌn.sin.ɯl.mot̚]
이젠 한,12,[i.tʃen.han],[i.dʒen.han]
it kills,12,,
진짜 궁금해서,12,[tʃin.tʃ͈a.kuŋ.kɯm.hɛ.sʌ],[dʒin.tʃ͈a.guŋ.gɯm.hɛ.sʌ]
진짜 그랬어,12,[tʃin.tʃ͈a.kɯ.ɾɛt̚.ʌ],[dʒin.tʃ͈a.gɯ.ɾɛt̚.ʌ]
기분이 들기,12,[ki.pun.i.tɯl.ki],[gi.bun.i.dɯl.ki]
아직도 절,12,[a.tʃik̚.to.tʃʌl],[a.dʒik̚.to.dʒʌl]
관리하고 있어요,12,[kwal.li.ha.ko.it̚.ʌ.jo],[gwal.li.ha.go.it̚.ʌ.jo]
