Item,Frequency,Formal_IPA,Casual_IPA
없을 테니까요,65,[ʌp̚.ɯl.tʰe.ni.k͈a.jo],[ʌp̚.ɯl.tʰe.ni.k͈a.jo]
난 그날,65,[naŋ.kɯ.nal],[nan.gɯ.nal]
거죠 당신은,65,[kʌ.tʃjo.taŋ.sin.ɯn],[gʌ.dʒjo.daŋ.sin.ɯn]
일을 하려면,65,[il.ɯl.ha.ɾjʌ.mjʌn],[il.ɯl.ha.ɾjʌ.mjʌn]
엄마랑 아빠는,65,[ʌm.ma.ɾaŋ.a.p͈a.nɯn],[ʌm.ma.ɾaŋ.a.p͈a.nɯn]
이것만 있으면,65,[i.kʌt̚.man.it̚.ɯ.mjʌn],[i.gʌt̚.man.it̚.ɯ.mjʌn]
괴로워하는 신음,65,[kwe.ɾo.wʌ.ha.nɯn.sin.ɯm],[gwe.ɾo.wʌ.ha.nɯn.sin.ɯm]
정도밖에 안,65,[tʃʌŋ.to.pak̚.e.an],[dʒʌŋ.do.bak̚.e.an]
여기서 이러고,65,[jʌ.ki.sʌ.i.ɾʌ.ko],[jʌ.gi.sʌ.i.ɾʌ.go]
걸 알고 있었어요,65,[kʌl.al.ko.it̚.ʌt̚.ʌ.jo],[gʌl.al.ko.it̚.ʌt̚.ʌ.jo]
있는 남자는,65,[it̚.nɯn.nan.tʃa.nɯn],[it̚.nɯn.nan.tʃa.nɯn]
걸 잊지 마,65,[kʌl.it̚.tʃi.ma],[gʌl.it̚.tʃi.ma]
미안해 너무,65,[mi.an.hɛ.nʌ.mu],[mi.an.hɛ.nʌ.mu]
계속 나를,65,[kje.sok̚.na.ɾɯl],[gje.sok̚.na.ɾɯl]
난 걔가,65,[naŋ.kjɛ.ka],[nan.gjɛ.ga]
그러니까 여기,65,[kɯ.ɾʌ.ni.k͈a.jʌ.ki],[gɯ.ɾʌ.ni.k͈a.jʌ.gi]
왜 경찰이,65,[wɛ.kjʌŋ.tʃʰal.i],[wɛ.gjʌŋ.tʃʰal.i]
자격이 없다,65,[tʃa.kjʌk̚.i.ʌp̚.ta],[dʒa.gjʌk̚.i.ʌp̚.ta]
것 말이에요,65,[kʌt̚.mal.i.e.jo],[gʌt̚.mal.i.e.jo]
내 아파트에서,65,[nɛ.a.pʰa.tʰɯ.e.sʌ],[nɛ.a.pʰa.tʰɯ.e.sʌ]
서로에 대한,65,[sʌ.ɾo.e.tɛ.han],[sʌ.ɾo.e.dɛ.han]
나 좀 도와줘요,65,[na.tʃon.to.wa.tʃwʌ.jo],[na.dʒom.do.wa.dʒwʌ.jo]
것만 같았지 飛んで行ける気がしていたんだ,65,[kʌt̚.maŋ.kat̚.at̚.tʃi],[gʌt̚.man.gat̚.at̚.tʃi]
피를 흘리는,65,[pʰi.ɾɯl.hɯl.ɾi.nɯn],[pʰi.ɾɯl.hɯl.ɾi.nɯn]
행복하게 살,65,[hɛm.pok̚.ha.ke.sal],[hɛŋ.bok̚.ha.ge.sal]
그는 돈을,65,[kɯ.nɯn.ton.ɯl],[gɯ.nɯn.don.ɯl]
내 경력을,65,[nɛ.kjʌŋ.ɾjʌk̚.ɯl],[nɛ.gjʌŋ.ɾjʌk̚.ɯl]
보자 이,65,[po.tʃa.i],[bo.dʒa.i]
친구가 되는,65,[tʃʰiŋ.ku.ka.twe.nɯn],[tʃʰiŋ.ku.ga.dwe.nɯn]
못 할 겁니다,65,[mot̚.hal.kʌp̚.ni.ta],[mot̚.hal.gʌp̚.ni.da]
전에 한번,65,[tʃʌn.e.ham.pʌn],[dʒʌn.e.ham.pʌn]
일인지 말해봐,65,[il.in.tʃi.mal.hɛ.pwa],[il.in.tʃi.mal.hɛ.bwa]
여자 누구야,65,[jʌ.tʃa.nu.ku.ja],[jʌ.dʒa.nu.gu.ja]
중국 음식,65,[tʃuŋ.kuk̚.ɯm.sik̚],[dʒuŋ.guk̚.ɯm.sik̚]
문 닫았어요,65,[mun.tat̚.at̚.ʌ.jo],[mun.dat̚.at̚.ʌ.jo]
있습니다 다른,65,[it̚.sɯp̚.ni.ta.ta.ɾɯn],[it̚.sɯp̚.ni.da.da.ɾɯn]
뭐고 다,65,[mwʌ.ko.ta],[mwʌ.go.da]
하지 그랬어,65,[ha.tʃi.kɯ.ɾɛt̚.ʌ],[ha.dʒi.gɯ.ɾɛt̚.ʌ]
하게 됐어요,65,[ha.ke.twɛt̚.ʌ.jo],[ha.ge.dwɛt̚.ʌ.jo]
돈을 내고,65,[ton.ɯl.lɛ.ko],[don.ɯl.lɛ.go]
재판을 받을,65,[tʃɛ.pʰan.ɯl.pat̚.ɯl],[dʒɛ.pʰan.ɯl.bat̚.ɯl]
그러기 위해선,65,[kɯ.ɾʌ.ki.wi.hɛ.sʌn],[gɯ.ɾʌ.gi.wi.hɛ.sʌn]
충격을 받은,65,[tʃʰuŋ.kjʌk̚.ɯl.pat̚.ɯn],[tʃʰuŋ.gjʌk̚.ɯl.bat̚.ɯn]
내 이름은 배리 앨런,65,[nɛ.i.ɾɯm.ɯm.pɛ.ɾi.ɛl.ɾʌn],[nɛ.i.ɾɯm.ɯn.bɛ.ɾi.ɛl.ɾʌn]
것 같았거든요,65,[kʌt̚.kat̚.at̚.kʌ.tɯn.jo],[gʌt̚.gat̚.at̚.kʌ.dɯn.jo]
제 몸에,65,[tʃe.mom.e],[dʒe.mom.e]
더 중요한 게,65,[tʌ.tʃuŋ.jo.haŋ.ke],[dʌ.dʒuŋ.jo.han.ge]
내 이,65,[nɛ.i],[nɛ.i]
위치를 알 수,65,[wi.tʃʰi.ɾɯl.al.su],[wi.tʃʰi.ɾɯl.al.su]
얘기 못 해,65,[jɛ.ki.mot̚.hɛ],[jɛ.gi.mot̚.hɛ]
어디 계셨어요,65,[ʌ.ti.kje.sjʌt̚.ʌ.jo],[ʌ.di.gje.sjʌt̚.ʌ.jo]
여기서 내가,65,[jʌ.ki.sʌ.nɛ.ka],[jʌ.gi.sʌ.nɛ.ga]
대체 왜 그랬어,65,[tɛ.tʃʰe.wɛ.kɯ.ɾɛt̚.ʌ],[dɛ.tʃʰe.wɛ.gɯ.ɾɛt̚.ʌ]
이상 여기,65,[i.saŋ.jʌ.ki],[i.saŋ.jʌ.gi]
이제 같이,65,[i.tʃe.kat̚.i],[i.dʒe.gat̚.i]
같이 살게,65,[kat̚.i.sal.ke],[gat̚.i.sal.ke]
난 자기를,65,[nan.tʃa.ki.ɾɯl],[nan.dʒa.gi.ɾɯl]
저 분은,65,[tʃʌ.pun.ɯn],[dʒʌ.bun.ɯn]
to move,65,,
