Item,Frequency,Formal_IPA,Casual_IPA
그는 경찰이다,6,[kɯ.nɯŋ.kjʌŋ.tʃʰal.i.ta],[gɯ.nɯn.gjʌŋ.tʃʰal.i.da]
안남으면 그녀 세상에서,6,[an.nam.ɯ.mjʌŋ.kɯ.njʌ.se.saŋ.e.sʌ],[an.nam.ɯ.mjʌn.gɯ.njʌ.se.saŋ.e.sʌ]
안남으면 그녀,6,[an.nam.ɯ.mjʌŋ.kɯ.njʌ],[an.nam.ɯ.mjʌn.gɯ.njʌ]
안납니다 그대의,6,[an.nap̚.ni.ta.kɯ.tɛ.ɯi],[an.nap̚.ni.da.gɯ.dɛ.ɯi]
안남으면 그녀 세상에서 사람들이,6,[an.nam.ɯ.mjʌŋ.kɯ.njʌ.se.saŋ.e.sʌ.sa.ɾan.tɯl.i],[an.nam.ɯ.mjʌn.gɯ.njʌ.se.saŋ.e.sʌ.sa.ɾan.tɯl.i]
닫고 내,6,[tat̚.ko.nɛ],[dat̚.ko.nɛ]
안납니다 그대의 말을 고대의,6,[an.nap̚.ni.ta.kɯ.tɛ.ɯi.mal.ɯl.ko.tɛ.ɯi],[an.nap̚.ni.da.gɯ.dɛ.ɯi.mal.ɯl.go.dɛ.ɯi]
안납니다 그대의 말을,6,[an.nap̚.ni.ta.kɯ.tɛ.ɯi.mal.ɯl],[an.nap̚.ni.da.gɯ.dɛ.ɯi.mal.ɯl]
닫고 뭐 하는,6,[tat̚.ko.mwʌ.ha.nɯn],[dat̚.ko.mwʌ.ha.nɯn]
안내 말씀드리겠습니다 이제 곧,6,[an.nɛ.mal.s͈ɯn.tɯ.ɾi.ket̚.sɯp̚.ni.ta.i.tʃe.kot̚],[an.nɛ.mal.s͈ɯn.tɯ.ɾi.get̚.sɯp̚.ni.da.i.dʒe.got̚]
안내 말씀드리겠습니다 이제,6,[an.nɛ.mal.s͈ɯn.tɯ.ɾi.ket̚.sɯp̚.ni.ta.i.tʃe],[an.nɛ.mal.s͈ɯn.tɯ.ɾi.get̚.sɯp̚.ni.da.i.dʒe]
안내 시스템,6,[an.nɛ.si.sɯ.tʰem],[an.nɛ.si.sɯ.tʰem]
닫고 있었어요,6,[tat̚.ko.it̚.ʌt̚.ʌ.jo],[dat̚.ko.it̚.ʌt̚.ʌ.jo]
닫고 있을,6,[tat̚.ko.it̚.ɯl],[dat̚.ko.it̚.ɯl]
거실에 미사일이,6,[kʌ.sil.e.mi.sa.il.i],[gʌ.sil.e.mi.sa.il.i]
닫는 거예요,6,[tat̚.nɯŋ.kʌ.je.jo],[dat̚.nɯn.gʌ.je.jo]
그는 고통,6,[kɯ.nɯŋ.ko.tʰoŋ],[gɯ.nɯn.go.tʰoŋ]
닫는 게 좋을,6,[tat̚.nɯŋ.ke.tʃot̚.ɯl],[dat̚.nɯn.ge.dʒot̚.ɯl]
닫는 게 좋을 거야,6,[tat̚.nɯŋ.ke.tʃot̚.ɯl.kʌ.ja],[dat̚.nɯn.ge.dʒot̚.ɯl.gʌ.ja]
안내해 드릴 순,6,[an.nɛ.hɛ.tɯ.ɾil.sun],[an.nɛ.hɛ.dɯ.ɾil.sun]
그는 곧 돌아올,6,[kɯ.nɯŋ.kot̚.tol.a.ol],[gɯ.nɯn.got̚.dol.a.ol]
안내해 줄 겁니다,6,[an.nɛ.hɛ.tʃul.kʌp̚.ni.ta],[an.nɛ.hɛ.dʒul.gʌp̚.ni.da]
그는 곧 돌아올 것이다,6,[kɯ.nɯŋ.kot̚.tol.a.ol.kʌt̚.i.ta],[gɯ.nɯn.got̚.dol.a.ol.gʌt̚.i.da]
닫아 빨리,6,[tat̚.a.p͈al.ɾi],[dat̚.a.p͈al.ɾi]
그는 곧 여기에,6,[kɯ.nɯŋ.kot̚.jʌ.ki.e],[gɯ.nɯn.got̚.jʌ.gi.e]
닫아 이,6,[tat̚.a.i],[dat̚.a.i]
그는 곧 여기에 올,6,[kɯ.nɯŋ.kot̚.jʌ.ki.e.ol],[gɯ.nɯn.got̚.jʌ.gi.e.ol]
안네 프랑크,6,[an.ne.pʰɯ.ɾaŋ.kʰɯ],[an.ne.pʰɯ.ɾaŋ.kʰɯ]
그는 곧 올,6,[kɯ.nɯŋ.kot̚.ol],[gɯ.nɯn.got̚.ol]
first got,6,,
안녕 거긴,6,[an.njʌŋ.kʌ.kin],[an.njʌŋ.gʌ.gin]
그는 곧 죽을 것이다,6,[kɯ.nɯŋ.kot̚.tʃuk̚.ɯl.kʌt̚.i.ta],[gɯ.nɯn.got̚.dʒuk̚.ɯl.gʌt̚.i.da]
안녕 게임,6,[an.njʌŋ.ke.im],[an.njʌŋ.ge.im]
