Item,Frequency,Formal_IPA,Casual_IPA
있지 않잖아,23,[it̚.tʃi.an.tʃan.a],[it̚.tʃi.an.tʃan.a]
날 탓하는,23,[nal.tʰat̚.ha.nɯn],[nal.tʰat̚.ha.nɯn]
키가 너무,23,[kʰi.ka.nʌ.mu],[kʰi.ga.nʌ.mu]
못 춰,23,[mot̚.tʃʰwʌ],[mot̚.tʃʰwʌ]
알았다 이제,23,[al.at̚.ta.i.tʃe],[al.at̚.ta.i.dʒe]
여자의 손길이,23,[jʌ.tʃa.ɯi.soŋ.kil.i],[jʌ.dʒa.ɯi.soŋ.kil.i]
필요 없어 안,23,[pʰil.jo.ʌp̚.ʌ.an],[pʰil.jo.ʌp̚.ʌ.an]
돈 가방을,23,[toŋ.ka.paŋ.ɯl],[don.ga.baŋ.ɯl]
믿기지가 않네요,23,[mit̚.ki.tʃi.ka.an.ne.jo],[mit̚.ki.dʒi.ga.an.ne.jo]
계속 절,23,[kje.sok̚.tʃʌl],[gje.sok̚.dʒʌl]
걸 원하지 않을,23,[kʌl.wʌn.ha.tʃi.an.ɯl],[gʌl.wʌn.ha.dʒi.an.ɯl]
시켜 주세요,23,[si.kʰjʌ.tʃu.se.jo],[si.kʰjʌ.dʒu.se.jo]
그렇다면 이건,23,[kɯ.ɾʌt̚.ta.mjʌn.i.kʌn],[gɯ.ɾʌt̚.ta.mjʌn.i.gʌn]
이렇게 보고,23,[i.ɾʌt̚.ke.po.ko],[i.ɾʌt̚.ke.bo.go]
어떻게 하실 거죠,23,[ʌ.t͈ʌt̚.ke.ha.sil.kʌ.tʃjo],[ʌ.t͈ʌt̚.ke.ha.sil.gʌ.dʒjo]
원한 적 없어,23,[wʌn.han.tʃʌk̚.ʌp̚.ʌ],[wʌn.han.dʒʌk̚.ʌp̚.ʌ]
탓은 아니잖아,23,[tʰat̚.ɯn.a.ni.tʃan.a],[tʰat̚.ɯn.a.ni.dʒan.a]
