Item,Frequency,Formal_IPA,Casual_IPA
좋은 하루 보내,114,[tʃot̚.ɯn.ha.ɾu.po.nɛ],[dʒot̚.ɯn.ha.ɾu.bo.nɛ]
한 겁니까,114,[haŋ.kʌp̚.ni.k͈a],[han.gʌp̚.ni.k͈a]
화려했던 시대의,114,[hwa.ɾjʌ.hɛt̚.tʌn.si.tɛ.ɯi],[hwa.ɾjʌ.hɛt̚.tʌn.si.dɛ.ɯi]
미래를 택해,114,[mi.ɾɛ.ɾɯl.tʰɛk̚.hɛ],[mi.ɾɛ.ɾɯl.tʰɛk̚.hɛ]
그건 나도 알아,114,[kɯ.kʌn.na.to.al.a],[gɯ.gʌn.na.do.al.a]
다시 시작해,114,[ta.si.si.tʃak̚.hɛ],[da.si.si.dʒak̚.hɛ]
그냥 저,114,[kɯ.njaŋ.tʃʌ],[gɯ.njaŋ.dʒʌ]
제일 좋아,114,[tʃe.il.tʃot̚.a],[dʒe.il.dʒot̚.a]
저보다 더,114,[tʃʌ.po.ta.tʌ],[dʒʌ.bo.da.dʌ]
정말 행복해,114,[tʃʌŋ.mal.hɛm.pok̚.hɛ],[dʒʌŋ.mal.hɛŋ.bok̚.hɛ]
두지 마,114,[tu.tʃi.ma],[du.dʒi.ma]
당신 말고,114,[taŋ.sin.mal.ko],[daŋ.sin.mal.ko]
그런거 아냐,114,[kɯ.ɾʌŋ.kʌ.a.nja],[gɯ.ɾʌŋ.kʌ.a.nja]
말야 내가,114,[mal.ja.nɛ.ka],[mal.ja.nɛ.ga]
네 할,114,[ne.hal],[ne.hal]
사람들이 하는,114,[sa.ɾan.tɯl.i.ha.nɯn],[sa.ɾan.tɯl.i.ha.nɯn]
긴장감이 도는 음악,114,[kin.tʃaŋ.kam.i.to.nɯn.ɯm.ak̚],[gin.tʃaŋ.gam.i.do.nɯn.ɯm.ak̚]
길 건너,114,[kil.kʌn.nʌ],[gil.gʌn.nʌ]
의지하던 그,114,[ɯi.tʃi.ha.tʌŋ.kɯ],[ɯi.dʒi.ha.dʌn.gɯ]
말고 내가,114,[mal.ko.nɛ.ka],[mal.ko.nɛ.ga]
받기 위해,114,[pat̚.ki.wi.hɛ],[bat̚.ki.wi.hɛ]
도대체 어디,114,[to.tɛ.tʃʰe.ʌ.ti],[do.dɛ.tʃʰe.ʌ.di]
그 옛날의 좋은 가치는,114,[kɯ.jet̚.nal.ɯi.tʃot̚.ɯŋ.ka.tʃʰi.nɯn],[gɯ.jet̚.nal.ɯi.dʒot̚.ɯn.ga.tʃʰi.nɯn]
그런 뜻이 아니야,114,[kɯ.ɾʌn.t͈ɯt̚.i.a.ni.ja],[gɯ.ɾʌn.t͈ɯt̚.i.a.ni.ja]
내가 아는 사람,114,[nɛ.ka.a.nɯn.sa.ɾam],[nɛ.ga.a.nɯn.sa.ɾam]
네 삶을,114,[ne.sam.ɯl],[ne.sam.ɯl]
옛날의 좋은 가치는,114,[jet̚.nal.ɯi.tʃot̚.ɯŋ.ka.tʃʰi.nɯn],[jet̚.nal.ɯi.dʒot̚.ɯn.ga.tʃʰi.nɯn]
거라고 생각하는,114,[kʌ.ɾa.ko.sɛŋ.kak̚.ha.nɯn],[gʌ.ɾa.go.sɛŋ.gak̚.ha.nɯn]
냄새가 난다,114,[nɛm.sɛ.ka.nan.ta],[nɛm.sɛ.ga.nan.ta]
하는 사람 그,114,[ha.nɯn.sa.ɾam.kɯ],[ha.nɯn.sa.ɾam.gɯ]
난 게,114,[naŋ.ke],[nan.ge]
어디 있을,114,[ʌ.ti.it̚.ɯl],[ʌ.di.it̚.ɯl]
우린 아주,114,[u.ɾin.a.tʃu],[u.ɾin.a.dʒu]
최악일지라도 미래를 택해,114,[tʃʰwe.ak̚.il.tʃi.ɾa.to.mi.ɾɛ.ɾɯl.tʰɛk̚.hɛ],[tʃʰwe.ak̚.il.tʃi.ɾa.do.mi.ɾɛ.ɾɯl.tʰɛk̚.hɛ]
사람의 모든 게,114,[sa.ɾam.ɯi.mo.tɯŋ.ke],[sa.ɾam.ɯi.mo.dɯn.ge]
it''s just,114,,
나도 좋아,114,[na.to.tʃot̚.a],[na.do.dʒot̚.a]
수 있는 유일한 방법은,114,[su.it̚.nɯn.ju.il.ham.pam.pʌp̚.ɯn],[su.it̚.nɯn.ju.il.han.baŋ.bʌp̚.ɯn]
널 여기서,114,[nʌl.jʌ.ki.sʌ],[nʌl.jʌ.gi.sʌ]
뜻은 아니야,114,[t͈ɯt̚.ɯn.a.ni.ja],[t͈ɯt̚.ɯn.a.ni.ja]
말 들리니,114,[mal.tɯl.ɾi.ni],[mal.dɯl.ɾi.ni]
우리도 다,113,[u.ɾi.to.ta],[u.ɾi.do.da]
나오지 마,113,[na.o.tʃi.ma],[na.o.dʒi.ma]
뭔지 몰라,113,[mwʌn.tʃi.mol.ɾa],[mwʌn.tʃi.mol.ɾa]
제안할 게,113,[tʃe.an.hal.ke],[dʒe.an.hal.ge]
받을 겁니다,113,[pat̚.ɯl.kʌp̚.ni.ta],[bat̚.ɯl.gʌp̚.ni.da]
의지하던 그 옛날의 좋은,113,[ɯi.tʃi.ha.tʌŋ.kɯ.jet̚.nal.ɯi.tʃot̚.ɯn],[ɯi.dʒi.ha.dʌn.gɯ.jet̚.nal.ɯi.dʒot̚.ɯn]
이 바닥에서,113,[i.pa.tak̚.e.sʌ],[i.ba.dak̚.e.sʌ]
긍정적으로 하는,113,[kɯŋ.tʃʌŋ.tʃʌk̚.ɯ.ɾo.ha.nɯn],[gɯŋ.dʒʌŋ.dʒʌk̚.ɯ.ɾo.ha.nɯn]
그냥 지금,113,[kɯ.njaŋ.tʃi.kɯm],[gɯ.njaŋ.dʒi.gɯm]
분명히 말하지만,113,[pun.mjʌŋ.hi.mal.ha.tʃi.man],[bun.mjʌŋ.hi.mal.ha.dʒi.man]
오지 않아,113,[o.tʃi.an.a],[o.dʒi.an.a]
가 보고,113,[ka.po.ko],[ga.bo.go]
아직 얘기,113,[a.tʃik̚.jɛ.ki],[a.dʒik̚.jɛ.gi]
이게 뭐에요,113,[i.ke.mwʌ.e.jo],[i.ge.mwʌ.e.jo]
긍정적으로 하는 사람 그,113,[kɯŋ.tʃʌŋ.tʃʌk̚.ɯ.ɾo.ha.nɯn.sa.ɾam.kɯ],[gɯŋ.dʒʌŋ.dʒʌk̚.ɯ.ɾo.ha.nɯn.sa.ɾam.gɯ]
변호사를 선임할,113,[pjʌn.ho.sa.ɾɯl.sʌn.im.hal],[bjʌn.ho.sa.ɾɯl.sʌn.im.hal]
놀란 소리,113,[nol.ɾan.so.ɾi],[nol.ɾan.so.ɾi]
싶었던 거야,113,[sip̚.ʌt̚.tʌŋ.kʌ.ja],[sip̚.ʌt̚.tʌn.gʌ.ja]
도착할 거예요,113,[to.tʃʰak̚.hal.kʌ.je.jo],[do.tʃʰak̚.hal.gʌ.je.jo]
저 여자랑,113,[tʃʌ.jʌ.tʃa.ɾaŋ],[dʒʌ.jʌ.dʒa.ɾaŋ]
술을 많이,113,[sul.ɯl.man.i],[sul.ɯl.man.i]
입을 거야,113,[ip̚.ɯl.kʌ.ja],[ip̚.ɯl.gʌ.ja]
젊었을 때,113,[tʃʌm.ʌt̚.ɯl.t͈ɛ],[dʒʌm.ʌt̚.ɯl.t͈ɛ]
제가 제일 좋아하는,113,[tʃe.ka.tʃe.il.tʃot̚.a.ha.nɯn],[dʒe.ga.dʒe.il.dʒot̚.a.ha.nɯn]
건 오직,113,[kʌn.o.tʃik̚],[gʌn.o.dʒik̚]
방금 말한,113,[paŋ.kɯm.mal.han],[baŋ.gɯm.mal.han]
뭐라고 하던가요,113,[mwʌ.ɾa.ko.ha.tʌŋ.ka.jo],[mwʌ.ɾa.go.ha.dʌŋ.ka.jo]
어떻게 되세요,113,[ʌ.t͈ʌt̚.ke.twe.se.jo],[ʌ.t͈ʌt̚.ke.dwe.se.jo]
벌어지고 있는,113,[pʌl.ʌ.tʃi.ko.it̚.nɯn],[bʌl.ʌ.dʒi.go.it̚.nɯn]
다니는 거야,113,[ta.ni.nɯŋ.kʌ.ja],[da.ni.nɯn.gʌ.ja]
어디서 볼 수 있을까,113,[ʌ.ti.sʌ.pol.su.it̚.ɯl.k͈a],[ʌ.di.sʌ.bol.su.it̚.ɯl.k͈a]
며칠 더,113,[mjʌ.tʃʰil.tʌ],[mjʌ.tʃʰil.dʌ]
죽게 할,113,[tʃuk̚.ke.hal],[dʒuk̚.ke.hal]
사람들이 그렇게,113,[sa.ɾan.tɯl.i.kɯ.ɾʌt̚.ke],[sa.ɾan.tɯl.i.gɯ.ɾʌt̚.ke]
위험할 수도,113,[wi.hʌm.hal.su.to],[wi.hʌm.hal.su.do]
내 모습이,113,[nɛ.mo.sɯp̚.i],[nɛ.mo.sɯp̚.i]
이 회사는,113,[i.hwe.sa.nɯn],[i.hwe.sa.nɯn]
줘 안,113,[tʃwʌ.an],[dʒwʌ.an]
그들에 대해,113,[kɯ.tɯl.e.tɛ.hɛ],[gɯ.dɯl.e.dɛ.hɛ]
없는 한,113,[ʌp̚.nɯn.han],[ʌp̚.nɯn.han]
보여 주지,113,[po.jʌ.tʃu.tʃi],[bo.jʌ.dʒu.dʒi]
한 게 아니라,113,[haŋ.ke.a.ni.ɾa],[han.ge.a.ni.ɾa]
한다고 했어요,113,[han.ta.ko.hɛt̚.ʌ.jo],[han.ta.go.hɛt̚.ʌ.jo]
했지 그래서,113,[hɛt̚.tʃi.kɯ.ɾɛ.sʌ],[hɛt̚.tʃi.gɯ.ɾɛ.sʌ]
신경 안 쓸,113,[siŋ.kjʌŋ.an.s͈ɯl],[siŋ.kjʌŋ.an.s͈ɯl]
하지 않나,113,[ha.tʃi.an.na],[ha.dʒi.an.na]
무고한 사람들이,113,[mu.ko.han.sa.ɾan.tɯl.i],[mu.go.han.sa.ɾan.tɯl.i]
이 분,113,[i.pun],[i.bun]
참 다행히도,113,[tʃʰan.ta.hɛŋ.hi.to],[tʃʰam.da.hɛŋ.hi.do]
여기 있나요,113,[jʌ.ki.it̚.na.jo],[jʌ.gi.it̚.na.jo]
그렇게 된 거야,113,[kɯ.ɾʌt̚.ke.tweŋ.kʌ.ja],[gɯ.ɾʌt̚.ke.dwen.gʌ.ja]
그 이상이야,113,[kɯ.i.saŋ.i.ja],[gɯ.i.saŋ.i.ja]
놀랄 거야,113,[nol.ɾal.kʌ.ja],[nol.ɾal.gʌ.ja]
나도 갈,113,[na.to.kal],[na.do.gal]
뭐라고 해요,113,[mwʌ.ɾa.ko.hɛ.jo],[mwʌ.ɾa.go.hɛ.jo]
주셔서 고맙습니다,113,[tʃu.sjʌ.sʌ.ko.map̚.sɯp̚.ni.ta],[dʒu.sjʌ.sʌ.go.map̚.sɯp̚.ni.da]
그러니까 제가,113,[kɯ.ɾʌ.ni.k͈a.tʃe.ka],[gɯ.ɾʌ.ni.k͈a.dʒe.ga]
같아요 그리고,113,[kat̚.a.jo.kɯ.ɾi.ko],[gat̚.a.jo.gɯ.ɾi.go]
건 처음이에요,113,[kʌn.tʃʰʌ.ɯm.i.e.jo],[gʌn.tʃʰʌ.ɯm.i.e.jo]
내일 오전,113,[nɛ.il.o.tʃʌn],[nɛ.il.o.dʒʌn]
맞는 거야,113,[mat̚.nɯŋ.kʌ.ja],[mat̚.nɯn.gʌ.ja]
데리러 와,113,[te.ɾi.ɾʌ.wa],[de.ɾi.ɾʌ.wa]
했어요 내,113,[hɛt̚.ʌ.jo.nɛ],[hɛt̚.ʌ.jo.nɛ]
지금 너,113,[tʃi.kɯm.nʌ],[dʒi.gɯm.nʌ]
그게 무슨 소리예요,113,[kɯ.ke.mu.sɯn.so.ɾi.je.jo],[gɯ.ge.mu.sɯn.so.ɾi.je.jo]
돌아올 때,113,[tol.a.ol.t͈ɛ],[dol.a.ol.t͈ɛ]
라스 알,113,[ɾa.sɯ.al],[ɾa.sɯ.al]
지난 일이야,113,[tʃi.nan.il.i.ja],[dʒi.nan.il.i.ja]
거 안 해,113,[kʌ.an.hɛ],[gʌ.an.hɛ]
연결할 수,113,[jʌŋ.kjʌl.hal.su],[jʌŋ.kjʌl.hal.su]
해 가지고,113,[hɛ.ka.tʃi.ko],[hɛ.ga.dʒi.go]
There''s no,113,,
생각하지 않니,113,[sɛŋ.kak̚.ha.tʃi.an.ni],[sɛŋ.gak̚.ha.dʒi.an.ni]
일이 있었든,113,[il.i.it̚.ʌt̚.tɯn],[il.i.it̚.ʌt̚.tɯn]
이유가 뭐지,113,[i.ju.ka.mwʌ.tʃi],[i.ju.ga.mwʌ.dʒi]
생각하고 있는,113,[sɛŋ.kak̚.ha.ko.it̚.nɯn],[sɛŋ.gak̚.ha.go.it̚.nɯn]
하지 말아야,113,[ha.tʃi.mal.a.ja],[ha.dʒi.mal.a.ja]
그러니 날,113,[kɯ.ɾʌ.ni.nal],[gɯ.ɾʌ.ni.nal]
해 널,113,[hɛ.nʌl],[hɛ.nʌl]
세 사람이,113,[se.sa.ɾam.i],[se.sa.ɾam.i]
무슨 일이 있었나요,113,[mu.sɯn.il.i.it̚.ʌt̚.na.jo],[mu.sɯn.il.i.it̚.ʌt̚.na.jo]
이 남자의,113,[i.nan.tʃa.ɯi],[i.nan.tʃa.ɯi]
네 이런,113,[ne.i.ɾʌn],[ne.i.ɾʌn]
놓치고 싶지,113,[not̚.tʃʰi.ko.sip̚.tʃi],[not̚.tʃʰi.go.sip̚.tʃi]
집에 왔을,113,[tʃip̚.e.wat̚.ɯl],[dʒip̚.e.wat̚.ɯl]
될 지,113,[twel.tʃi],[dwel.dʒi]
사람 그 사람의 모든,113,[sa.ɾam.kɯ.sa.ɾam.ɯi.mo.tɯn],[sa.ɾam.gɯ.sa.ɾam.ɯi.mo.dɯn]
좀 봐주세요,113,[tʃom.pwa.tʃu.se.jo],[dʒom.bwa.dʒu.se.jo]
시간 보내,113,[si.kam.po.nɛ],[si.gan.bo.nɛ]
절대 아니지,113,[tʃʌl.tɛ.a.ni.tʃi],[dʒʌl.tɛ.a.ni.dʒi]
돼 잘,113,[twɛ.tʃal],[dwɛ.dʒal]
그 장소를,113,[kɯ.tʃaŋ.so.ɾɯl],[gɯ.dʒaŋ.so.ɾɯl]
신경 써야,113,[siŋ.kjʌŋ.s͈ʌ.ja],[siŋ.kjʌŋ.s͈ʌ.ja]
지금 가는,113,[tʃi.kɯm.ka.nɯn],[dʒi.gɯm.ga.nɯn]
봐 안녕,113,[pwa.an.njʌŋ],[bwa.an.njʌŋ]
고맙게 생각해,113,[ko.map̚.ke.sɛŋ.kak̚.hɛ],[go.map̚.ke.sɛŋ.gak̚.hɛ]
없어 근데,113,[ʌp̚.ʌ.kɯn.te],[ʌp̚.ʌ.gɯn.te]
우리는 너를,113,[u.ɾi.nɯn.nʌ.ɾɯl],[u.ɾi.nɯn.nʌ.ɾɯl]
일도 없고,113,[il.to.ʌp̚.ko],[il.to.ʌp̚.ko]
me now,113,,
함께 한,113,[ham.k͈e.han],[ham.k͈e.han]
저기 있잖아,113,[tʃʌ.ki.it̚.tʃan.a],[dʒʌ.gi.it̚.tʃan.a]
다음 달,113,[ta.ɯn.tal],[da.ɯm.dal]
make me,113,,
긍정적으로 하는 사람,113,[kɯŋ.tʃʌŋ.tʃʌk̚.ɯ.ɾo.ha.nɯn.sa.ɾam],[gɯŋ.dʒʌŋ.dʒʌk̚.ɯ.ɾo.ha.nɯn.sa.ɾam]
내가 왜 널,113,[nɛ.ka.wɛ.nʌl],[nɛ.ga.wɛ.nʌl]
따르면 이,113,[t͈a.ɾɯ.mjʌn.i],[t͈a.ɾɯ.mjʌn.i]
무슨 말인지 모르겠어,113,[mu.sɯn.mal.in.tʃi.mo.ɾɯ.ket̚.ʌ],[mu.sɯn.mal.in.tʃi.mo.ɾɯ.get̚.ʌ]
다 듣고,113,[ta.tɯt̚.ko],[da.dɯt̚.ko]
왜 신경,113,[wɛ.siŋ.kjʌŋ],[wɛ.siŋ.kjʌŋ]
패밀리 가이가 있어요,113,[pʰɛ.mil.ɾi.ka.i.ka.it̚.ʌ.jo],[pʰɛ.mil.ɾi.ga.i.ga.it̚.ʌ.jo]
