Item,Frequency,Formal_IPA,Casual_IPA
미래를 바꿔,5,[mi.ɾɛ.ɾɯl.pa.k͈wʌ],[mi.ɾɛ.ɾɯl.ba.k͈wʌ]
날 거야 그럼,5,[nal.kʌ.ja.kɯ.ɾʌm],[nal.gʌ.ja.gɯ.ɾʌm]
계속 기다렸죠,5,[kje.sok̚.ki.ta.ɾjʌt̚.tʃjo],[gje.sok̚.gi.da.ɾjʌt̚.tʃjo]
찾고 있었던 거죠,5,[tʃʰat̚.ko.it̚.ʌt̚.tʌŋ.kʌ.tʃjo],[tʃʰat̚.ko.it̚.ʌt̚.tʌn.gʌ.dʒjo]
찾고 있었대,5,[tʃʰat̚.ko.it̚.ʌt̚.tɛ],[tʃʰat̚.ko.it̚.ʌt̚.tɛ]
찾고 있었어요 내가,5,[tʃʰat̚.ko.it̚.ʌt̚.ʌ.jo.nɛ.ka],[tʃʰat̚.ko.it̚.ʌt̚.ʌ.jo.nɛ.ga]
찾고 있었을지도 뭘요,5,[tʃʰat̚.ko.it̚.ʌt̚.ɯl.tʃi.to.mwʌl.jo],[tʃʰat̚.ko.it̚.ʌt̚.ɯl.tʃi.do.mwʌl.jo]
미래를 볼 수 있다고,5,[mi.ɾɛ.ɾɯl.pol.su.it̚.ta.ko],[mi.ɾɛ.ɾɯl.bol.su.it̚.ta.go]
미래를 볼 수 있는,5,[mi.ɾɛ.ɾɯl.pol.su.it̚.nɯn],[mi.ɾɛ.ɾɯl.bol.su.it̚.nɯn]
미래를 보여줘,5,[mi.ɾɛ.ɾɯl.po.jʌ.tʃwʌ],[mi.ɾɛ.ɾɯl.bo.jʌ.dʒwʌ]
찾고 있었지만,5,[tʃʰat̚.ko.it̚.ʌt̚.tʃi.man],[tʃʰat̚.ko.it̚.ʌt̚.tʃi.man]
미래를 봐요,5,[mi.ɾɛ.ɾɯl.pwa.jo],[mi.ɾɛ.ɾɯl.bwa.jo]
찾고 있으면,5,[tʃʰat̚.ko.it̚.ɯ.mjʌn],[tʃʰat̚.ko.it̚.ɯ.mjʌn]
날 거절할,5,[nal.kʌ.tʃʌl.hal],[nal.gʌ.dʒʌl.hal]
찾고 있을 겁니다,5,[tʃʰat̚.ko.it̚.ɯl.kʌp̚.ni.ta],[tʃʰat̚.ko.it̚.ɯl.gʌp̚.ni.da]
미래를 생각하고,5,[mi.ɾɛ.ɾɯl.sɛŋ.kak̚.ha.ko],[mi.ɾɛ.ɾɯl.sɛŋ.gak̚.ha.go]
찾고 있을거야,5,[tʃʰat̚.ko.it̚.ɯl.kʌ.ja],[tʃʰat̚.ko.it̚.ɯl.kʌ.ja]
찾고 있을 텐데,5,[tʃʰat̚.ko.it̚.ɯl.tʰen.te],[tʃʰat̚.ko.it̚.ɯl.tʰen.te]
미래를 생각하는,5,[mi.ɾɛ.ɾɯl.sɛŋ.kak̚.ha.nɯn],[mi.ɾɛ.ɾɯl.sɛŋ.gak̚.ha.nɯn]
미래를 상상해,5,[mi.ɾɛ.ɾɯl.saŋ.saŋ.hɛ],[mi.ɾɛ.ɾɯl.saŋ.saŋ.hɛ]
계속 기도해,5,[kje.sok̚.ki.to.hɛ],[gje.sok̚.gi.do.hɛ]
계속 기다리고 있었잖아,5,[kje.sok̚.ki.ta.ɾi.ko.it̚.ʌt̚.tʃan.a],[gje.sok̚.gi.da.ɾi.go.it̚.ʌt̚.tʃan.a]
계속 기다렸잖아,5,[kje.sok̚.ki.ta.ɾjʌt̚.tʃan.a],[gje.sok̚.gi.da.ɾjʌt̚.tʃan.a]
찾고 있을거에요,5,[tʃʰat̚.ko.it̚.ɯl.kʌ.e.jo],[tʃʰat̚.ko.it̚.ɯl.kʌ.e.jo]
찾곤 했어요,5,[tʃʰat̚.kon.hɛt̚.ʌ.jo],[tʃʰat̚.kon.hɛt̚.ʌ.jo]
미래를 알고 있는,5,[mi.ɾɛ.ɾɯl.al.ko.it̚.nɯn],[mi.ɾɛ.ɾɯl.al.ko.it̚.nɯn]
날 거쳐야 할,5,[nal.kʌ.tʃʰjʌ.ja.hal],[nal.gʌ.tʃʰjʌ.ja.hal]
미래를 예측할,5,[mi.ɾɛ.ɾɯl.je.tʃʰɯk̚.hal],[mi.ɾɛ.ɾɯl.je.tʃʰɯk̚.hal]
찾기 시작할,5,[tʃʰat̚.ki.si.tʃak̚.hal],[tʃʰat̚.ki.si.dʒak̚.hal]
날 걱정하는 거야,5,[nal.kʌk̚.tʃʌŋ.ha.nɯŋ.kʌ.ja],[nal.gʌk̚.tʃʌŋ.ha.nɯn.gʌ.ja]
찾기 시작했죠,5,[tʃʰat̚.ki.si.tʃak̚.hɛt̚.tʃjo],[tʃʰat̚.ki.si.dʒak̚.hɛt̚.tʃjo]
계속 꽉,5,[kje.sok̚.k͈wak̚],[gje.sok̚.k͈wak̚]
간부가 우리 교실에 와서는,5,[kam.pu.ka.u.ɾi.kjo.sil.e.wa.sʌ.nɯn],[gam.pu.ga.u.ɾi.gjo.sil.e.wa.sʌ.nɯn]
찾기 위해 노력하고,5,[tʃʰat̚.ki.wi.hɛ.no.ɾjʌk̚.ha.ko],[tʃʰat̚.ki.wi.hɛ.no.ɾjʌk̚.ha.go]
찾기 위해 내가,5,[tʃʰat̚.ki.wi.hɛ.nɛ.ka],[tʃʰat̚.ki.wi.hɛ.nɛ.ga]
찾기 위해 그리고,5,[tʃʰat̚.ki.wi.hɛ.kɯ.ɾi.ko],[tʃʰat̚.ki.wi.hɛ.gɯ.ɾi.go]
찾기 위해 뭐든,5,[tʃʰat̚.ki.wi.hɛ.mwʌ.tɯn],[tʃʰat̚.ki.wi.hɛ.mwʌ.dɯn]
찾기 위해 사람들을 보낸다고요,5,[tʃʰat̚.ki.wi.hɛ.sa.ɾan.tɯl.ɯl.po.nɛn.ta.ko.jo],[tʃʰat̚.ki.wi.hɛ.sa.ɾan.tɯl.ɯl.bo.nɛn.ta.go.jo]
찾기 위해 사람들을,5,[tʃʰat̚.ki.wi.hɛ.sa.ɾan.tɯl.ɯl],[tʃʰat̚.ki.wi.hɛ.sa.ɾan.tɯl.ɯl]
미래를 책임질,5,[mi.ɾɛ.ɾɯl.tʃʰɛk̚.in.tʃil],[mi.ɾɛ.ɾɯl.tʃʰɛk̚.in.tʃil]
날 건널,5,[nal.kʌn.nʌl],[nal.gʌn.nʌl]
날 걱정해서,5,[nal.kʌk̚.tʃʌŋ.hɛ.sʌ],[nal.gʌk̚.tʃʌŋ.hɛ.sʌ]
날 건데,5,[nal.kʌn.te],[nal.gʌn.te]
날 건널 때,5,[nal.kʌn.nʌl.t͈ɛ],[nal.gʌn.nʌl.t͈ɛ]
찾기 전에 먼저,5,[tʃʰat̚.ki.tʃʌn.e.mʌn.tʃʌ],[tʃʰat̚.ki.dʒʌn.e.mʌn.tʃʌ]
찾기 전에요,5,[tʃʰat̚.ki.tʃʌn.e.jo],[tʃʰat̚.ki.dʒʌn.e.jo]
찾기 전에 내가 먼저,5,[tʃʰat̚.ki.tʃʌn.e.nɛ.ka.mʌn.tʃʌ],[tʃʰat̚.ki.dʒʌn.e.nɛ.ga.mʌn.tʃʌ]
간섭 못,5,[kan.sʌp̚.mot̚],[gan.sʌp̚.mot̚]
간섭 말라고,5,[kan.sʌp̚.mal.ɾa.ko],[gan.sʌp̚.mal.ɾa.go]
간부가 우리 교실에,5,[kam.pu.ka.u.ɾi.kjo.sil.e],[gam.pu.ga.u.ɾi.gjo.sil.e]
간부가 우리,5,[kam.pu.ka.u.ɾi],[gam.pu.ga.u.ɾi]
미래에 내,5,[mi.ɾɛ.e.nɛ],[mi.ɾɛ.e.nɛ]
찾기가 쉽지 않아요,5,[tʃʰat̚.ki.ka.swip̚.tʃi.an.a.jo],[tʃʰat̚.ki.ga.swip̚.tʃi.an.a.jo]
미래에 대해 스스로 선택할,5,[mi.ɾɛ.e.tɛ.hɛ.sɯ.sɯ.ɾo.sʌn.tʰɛk̚.hal],[mi.ɾɛ.e.dɛ.hɛ.sɯ.sɯ.ɾo.sʌn.tʰɛk̚.hal]
미래에 대해 스스로,5,[mi.ɾɛ.e.tɛ.hɛ.sɯ.sɯ.ɾo],[mi.ɾɛ.e.dɛ.hɛ.sɯ.sɯ.ɾo]
미래에 대한 기대,5,[mi.ɾɛ.e.tɛ.haŋ.ki.tɛ],[mi.ɾɛ.e.dɛ.han.gi.dɛ]
날 건드리는 거야,5,[nal.kʌn.tɯ.ɾi.nɯŋ.kʌ.ja],[nal.gʌn.tɯ.ɾi.nɯn.gʌ.ja]
찾기가 아주,5,[tʃʰat̚.ki.ka.a.tʃu],[tʃʰat̚.ki.ga.a.dʒu]
찾기가 얼마나 힘든지,5,[tʃʰat̚.ki.ka.ʌl.ma.na.hin.tɯn.tʃi],[tʃʰat̚.ki.ga.ʌl.ma.na.hin.tɯn.tʃi]
찾기는 쉽지,5,[tʃʰat̚.ki.nɯn.swip̚.tʃi],[tʃʰat̚.ki.nɯn.swip̚.tʃi]
미래에 무슨 일이,5,[mi.ɾɛ.e.mu.sɯn.il.i],[mi.ɾɛ.e.mu.sɯn.il.i]
미래에 무슨,5,[mi.ɾɛ.e.mu.sɯn],[mi.ɾɛ.e.mu.sɯn]
찾기도 쉽고,5,[tʃʰat̚.ki.to.swip̚.ko],[tʃʰat̚.ki.do.swip̚.ko]
찾기는 힘들,5,[tʃʰat̚.ki.nɯn.hin.tɯl],[tʃʰat̚.ki.nɯn.hin.tɯl]
찾기를 바라고,5,[tʃʰat̚.ki.ɾɯl.pa.ɾa.ko],[tʃʰat̚.ki.ɾɯl.ba.ɾa.go]
미래에 어떤 일이,5,[mi.ɾɛ.e.ʌ.t͈ʌn.il.i],[mi.ɾɛ.e.ʌ.t͈ʌn.il.i]
미래에 사는,5,[mi.ɾɛ.e.sa.nɯn],[mi.ɾɛ.e.sa.nɯn]
날 건드리지도 않아,5,[nal.kʌn.tɯ.ɾi.tʃi.to.an.a],[nal.gʌn.tɯ.ɾi.dʒi.do.an.a]
계속 꿈꿔,5,[kje.sok̚.k͈um.k͈wʌ],[gje.sok̚.k͈um.k͈wʌ]
찾기만 하면 된다,5,[tʃʰat̚.ki.man.ha.mjʌn.twen.ta],[tʃʰat̚.ki.man.ha.mjʌn.dwen.ta]
찾긴 힘들,5,[tʃʰat̚.kin.hin.tɯl],[tʃʰat̚.kin.hin.tɯl]
찾긴 했어,5,[tʃʰat̚.kin.hɛt̚.ʌ],[tʃʰat̚.kin.hɛt̚.ʌ]
미래에 어떻게,5,[mi.ɾɛ.e.ʌ.t͈ʌt̚.ke],[mi.ɾɛ.e.ʌ.t͈ʌt̚.ke]
찾길 바라죠,5,[tʃʰat̚.kil.pa.ɾa.tʃjo],[tʃʰat̚.kil.ba.ɾa.dʒjo]
미래에 어떤 일이 일어날지,5,[mi.ɾɛ.e.ʌ.t͈ʌn.il.i.il.ʌ.nal.tʃi],[mi.ɾɛ.e.ʌ.t͈ʌn.il.i.il.ʌ.nal.tʃi]
