Item,Frequency,Formal_IPA,Casual_IPA
전하고 네,6,[tʃʌn.ha.ko.ne],[dʒʌn.ha.go.ne]
멍청한 사람들,6,[mʌŋ.tʃʰʌŋ.han.sa.ɾan.tɯl],[mʌŋ.tʃʰʌŋ.han.sa.ɾan.tɯl]
전하고 싶어서,6,[tʃʌn.ha.ko.sip̚.ʌ.sʌ],[dʒʌn.ha.go.sip̚.ʌ.sʌ]
전하고 싶진,6,[tʃʌn.ha.ko.sip̚.tʃin],[dʒʌn.ha.go.sip̚.tʃin]
멍청한 새,6,[mʌŋ.tʃʰʌŋ.han.sɛ],[mʌŋ.tʃʰʌŋ.han.sɛ]
전하께는요 제가 존,6,[tʃʌn.ha.k͈e.nɯn.jo.tʃe.ka.tʃon],[dʒʌn.ha.k͈e.nɯn.jo.dʒe.ga.dʒon]
전하께는요 제가,6,[tʃʌn.ha.k͈e.nɯn.jo.tʃe.ka],[dʒʌn.ha.k͈e.nɯn.jo.dʒe.ga]
전하께서 여왕 폐하와,6,[tʃʌn.ha.k͈e.sʌ.jʌ.wam.pʰje.ha.wa],[dʒʌn.ha.k͈e.sʌ.jʌ.wam.pʰje.ha.wa]
전하께는요 제가 존 스노우를,6,[tʃʌn.ha.k͈e.nɯn.jo.tʃe.ka.tʃon.sɯ.no.u.ɾɯl],[dʒʌn.ha.k͈e.nɯn.jo.dʒe.ga.dʒon.sɯ.no.u.ɾɯl]
전하께서 오셨습니다,6,[tʃʌn.ha.k͈e.sʌ.o.sjʌt̚.sɯp̚.ni.ta],[dʒʌn.ha.k͈e.sʌ.o.sjʌt̚.sɯp̚.ni.da]
전하껜 아무 것도,6,[tʃʌn.ha.k͈en.a.mu.kʌt̚.to],[dʒʌn.ha.k͈en.a.mu.gʌt̚.to]
전하껜 아무 것도 아니죠,6,[tʃʌn.ha.k͈en.a.mu.kʌt̚.to.a.ni.tʃjo],[dʒʌn.ha.k͈en.a.mu.gʌt̚.to.a.ni.dʒjo]
전하껜 아무,6,[tʃʌn.ha.k͈en.a.mu],[dʒʌn.ha.k͈en.a.mu]
전하는 겁니다,6,[tʃʌn.ha.nɯŋ.kʌp̚.ni.ta],[dʒʌn.ha.nɯn.gʌp̚.ni.da]
멍청한 소닉,6,[mʌŋ.tʃʰʌŋ.han.so.nik̚],[mʌŋ.tʃʰʌŋ.han.so.nik̚]
전하는 공격당하실 수,6,[tʃʌn.ha.nɯŋ.koŋ.kjʌk̚.taŋ.ha.sil.su],[dʒʌn.ha.nɯn.goŋ.gjʌk̚.taŋ.ha.sil.su]
전하는 공격당하실,6,[tʃʌn.ha.nɯŋ.koŋ.kjʌk̚.taŋ.ha.sil],[dʒʌn.ha.nɯn.goŋ.gjʌk̚.taŋ.ha.sil]
전하는 공격당하실 수 있습니다,6,[tʃʌn.ha.nɯŋ.koŋ.kjʌk̚.taŋ.ha.sil.su.it̚.sɯp̚.ni.ta],[dʒʌn.ha.nɯn.goŋ.gjʌk̚.taŋ.ha.sil.su.it̚.sɯp̚.ni.da]
나는 한 마디,6,[na.nɯn.han.ma.ti],[na.nɯn.han.ma.di]
전하는 중요한 몸이십니다 캐스털리,6,[tʃʌn.ha.nɯn.tʃuŋ.jo.han.mom.i.sip̚.ni.ta.kʰɛ.sɯ.tʰʌl.ɾi],[dʒʌn.ha.nɯn.dʒuŋ.jo.han.mom.i.sip̚.ni.da.kʰɛ.sɯ.tʰʌl.ɾi]
