Item,Frequency,Formal_IPA,Casual_IPA
잭 톰슨,7,[tʃɛk̚.tʰom.sɯn],[dʒɛk̚.tʰom.sɯn]
친구들이랑 얘기해,7,[tʃʰiŋ.ku.tɯl.i.ɾaŋ.jɛ.ki.hɛ],[tʃʰiŋ.ku.dɯl.i.ɾaŋ.jɛ.gi.hɛ]
잭과 내가,7,[tʃɛk̚.kwa.nɛ.ka],[dʒɛk̚.kwa.nɛ.ga]
J'' Come on J'',7,,
나갈 건,7,[na.kal.kʌn],[na.gal.gʌn]
잭슨 대위와,7,[tʃɛk̚.sɯn.tɛ.wi.wa],[dʒɛk̚.sɯn.dɛ.wi.wa]
나갈 것도,7,[na.kal.kʌt̚.to],[na.gal.gʌt̚.to]
친구라는 사람이,7,[tʃʰiŋ.ku.ɾa.nɯn.sa.ɾam.i],[tʃʰiŋ.ku.ɾa.nɯn.sa.ɾam.i]
맞을 텐데요,7,[mat̚.ɯl.tʰen.te.jo],[mat̚.ɯl.tʰen.te.jo]
맞을 확률이,7,[mat̚.ɯl.hwak̚.ɾjul.i],[mat̚.ɯl.hwak̚.ɾjul.i]
맞을지도 모르죠,7,[mat̚.ɯl.tʃi.to.mo.ɾɯ.tʃjo],[mat̚.ɯl.tʃi.do.mo.ɾɯ.dʒjo]
잭이 내,7,[tʃɛk̚.i.nɛ],[dʒɛk̚.i.nɛ]
잭이 한,7,[tʃɛk̚.i.han],[dʒɛk̚.i.han]
맞을지도 몰라 어쩌면,7,[mat̚.ɯl.tʃi.to.mol.ɾa.ʌ.tʃ͈ʌ.mjʌn],[mat̚.ɯl.tʃi.do.mol.ɾa.ʌ.tʃ͈ʌ.mjʌn]
것을 믿는,7,[kʌt̚.ɯl.mit̚.nɯn],[gʌt̚.ɯl.mit̚.nɯn]
잰슨 씨는,7,[tʃɛn.sɯn.s͈i.nɯn],[dʒɛn.sɯn.s͈i.nɯn]
잼 좀,7,[tʃɛn.tʃom],[dʒɛm.dʒom]
맞이할 때,7,[mat̚.i.hal.t͈ɛ],[mat̚.i.hal.t͈ɛ]
맞이할 것이다,7,[mat̚.i.hal.kʌt̚.i.ta],[mat̚.i.hal.gʌt̚.i.da]
잽싸게 움직여,7,[tʃɛp̚.s͈a.ke.un.tʃik̚.jʌ],[dʒɛp̚.s͈a.ge.un.tʃik̚.jʌ]
잿더미가 돼,7,[tʃɛt̚.tʌ.mi.ka.twɛ],[dʒɛt̚.tʌ.mi.ga.dwɛ]
쟁반을 탁 내려놓는다,7,[tʃɛm.pan.ɯl.tʰak̚.nɛ.ɾjʌ.not̚.nɯn.ta],[dʒɛŋ.ban.ɯl.tʰak̚.nɛ.ɾjʌ.not̚.nɯn.ta]
맞잖아 그리고,7,[mat̚.tʃan.a.kɯ.ɾi.ko],[mat̚.tʃan.a.gɯ.ɾi.go]
쟁취하는 거야,7,[tʃɛŋ.tʃʰwi.ha.nɯŋ.kʌ.ja],[dʒɛŋ.tʃʰwi.ha.nɯn.gʌ.ja]
것을 믿어,7,[kʌt̚.ɯl.mit̚.ʌ],[gʌt̚.ɯl.mit̚.ʌ]
쟁취해야 할,7,[tʃɛŋ.tʃʰwi.hɛ.ja.hal],[dʒɛŋ.tʃʰwi.hɛ.ja.hal]
맞잖아 왜,7,[mat̚.tʃan.a.wɛ],[mat̚.tʃan.a.wɛ]
쟤 말 듣지 마,7,[tʃjɛ.mal.tɯt̚.tʃi.ma],[dʒjɛ.mal.dɯt̚.tʃi.ma]
쟤 마음에,7,[tʃjɛ.ma.ɯm.e],[dʒjɛ.ma.ɯm.e]
나갈 방법은 없어,7,[na.kal.pam.pʌp̚.ɯn.ʌp̚.ʌ],[na.gal.baŋ.bʌp̚.ɯn.ʌp̚.ʌ]
쟤 말을,7,[tʃjɛ.mal.ɯl],[dʒjɛ.mal.ɯl]
우리 감옥에,7,[u.ɾi.kam.ok̚.e],[u.ɾi.gam.ok̚.e]
맞지 마세요,7,[mat̚.tʃi.ma.se.jo],[mat̚.tʃi.ma.se.jo]
맞지 않네요,7,[mat̚.tʃi.an.ne.jo],[mat̚.tʃi.an.ne.jo]
like the sound,7,,
쟤 아니면,7,[tʃjɛ.a.ni.mjʌn],[dʒjɛ.a.ni.mjʌn]
나갈 방법이 없어요,7,[na.kal.pam.pʌp̚.i.ʌp̚.ʌ.jo],[na.gal.baŋ.bʌp̚.i.ʌp̚.ʌ.jo]
나갈 방법이 있을,7,[na.kal.pam.pʌp̚.i.it̚.ɯl],[na.gal.baŋ.bʌp̚.i.it̚.ɯl]
맞지 않습니까,7,[mat̚.tʃi.an.sɯp̚.ni.k͈a],[mat̚.tʃi.an.sɯp̚.ni.k͈a]
like the sound of,7,,
쟤 한테,7,[tʃjɛ.han.tʰe],[dʒjɛ.han.tʰe]
쟤 혼자,7,[tʃjɛ.hon.tʃa],[dʒjɛ.hon.tʃa]
쟤가 그렇게,7,[tʃjɛ.ka.kɯ.ɾʌt̚.ke],[dʒjɛ.ga.gɯ.ɾʌt̚.ke]
쟤가 나,7,[tʃjɛ.ka.na],[dʒjɛ.ga.na]
맞지 않을까,7,[mat̚.tʃi.an.ɯl.k͈a],[mat̚.tʃi.an.ɯl.k͈a]
나갈 생각이야,7,[na.kal.sɛŋ.kak̚.i.ja],[na.gal.sɛŋ.gak̚.i.ja]
쟤가 네,7,[tʃjɛ.ka.ne],[dʒjɛ.ga.ne]
쟤가 당신을,7,[tʃjɛ.ka.taŋ.sin.ɯl],[dʒjɛ.ga.daŋ.sin.ɯl]
맞지만 그렇다고,7,[mat̚.tʃi.maŋ.kɯ.ɾʌt̚.ta.ko],[mat̚.tʃi.man.gɯ.ɾʌt̚.ta.go]
맞지만 그래도,7,[mat̚.tʃi.maŋ.kɯ.ɾɛ.to],[mat̚.tʃi.man.gɯ.ɾɛ.do]
맞지도 않아,7,[mat̚.tʃi.to.an.a],[mat̚.tʃi.do.an.a]
맞지만 미국,7,[mat̚.tʃi.man.mi.kuk̚],[mat̚.tʃi.man.mi.guk̚]
나갈 수 없다는,7,[na.kal.su.ʌp̚.ta.nɯn],[na.gal.su.ʌp̚.ta.nɯn]
쟤가 여기서,7,[tʃjɛ.ka.jʌ.ki.sʌ],[dʒjɛ.ga.jʌ.gi.sʌ]
맞진 않지만,7,[mat̚.tʃin.an.tʃi.man],[mat̚.tʃin.an.tʃi.man]
것을 바쳤다,7,[kʌt̚.ɯl.pa.tʃʰjʌt̚.ta],[gʌt̚.ɯl.ba.tʃʰjʌt̚.ta]
쟤가 우릴,7,[tʃjɛ.ka.u.ɾil],[dʒjɛ.ga.u.ɾil]
쟤가 저렇게,7,[tʃjɛ.ka.tʃʌ.ɾʌt̚.ke],[dʒjɛ.ga.dʒʌ.ɾʌt̚.ke]
맞추고 있는,7,[mat̚.tʃʰu.ko.it̚.nɯn],[mat̚.tʃʰu.go.it̚.nɯn]
맞추기 위해서,7,[mat̚.tʃʰu.ki.wi.hɛ.sʌ],[mat̚.tʃʰu.gi.wi.hɛ.sʌ]
우리 같이 하자,7,[u.ɾi.kat̚.i.ha.tʃa],[u.ɾi.gat̚.i.ha.dʒa]
쟤는 내 거야,7,[tʃjɛ.nɯn.nɛ.kʌ.ja],[dʒjɛ.nɯn.nɛ.gʌ.ja]
쟤는 널,7,[tʃjɛ.nɯn.nʌl],[dʒjɛ.nɯn.nʌl]
