Item,Frequency,Formal_IPA,Casual_IPA
살인 네,6,[sal.in.ne],[sal.in.ne]
살인 낙서한테서 숨는,6,[sal.in.nak̚.sʌ.han.tʰe.sʌ.sum.nɯn],[sal.in.nak̚.sʌ.han.tʰe.sʌ.sum.nɯn]
살인 도구도,6,[sal.in.to.ku.to],[sal.in.do.gu.do]
그 계집애는,6,[kɯ.kje.tʃip̚.ɛ.nɯn],[gɯ.gje.dʒip̚.ɛ.nɯn]
그 계집애를,6,[kɯ.kje.tʃip̚.ɛ.ɾɯl],[gɯ.gje.dʒip̚.ɛ.ɾɯl]
같은 사람들 때문에,6,[kat̚.ɯn.sa.ɾan.tɯl.t͈ɛ.mun.e],[gat̚.ɯn.sa.ɾan.tɯl.t͈ɛ.mun.e]
살인 말이야,6,[sal.in.mal.i.ja],[sal.in.mal.i.ja]
살인 두 건을,6,[sal.in.tu.kʌn.ɯl],[sal.in.du.gʌn.ɯl]
너의 것과,6,[nʌ.ɯi.kʌt̚.kwa],[nʌ.ɯi.gʌt̚.kwa]
than any star 그,6,[kɯ],[gɯ]
살인 무기의,6,[sal.in.mu.ki.ɯi],[sal.in.mu.gi.ɯi]
살인 미수요,6,[sal.in.mi.su.jo],[sal.in.mi.su.jo]
살인 발생,6,[sal.im.pal.sɛŋ],[sal.in.bal.sɛŋ]
살인 방법을,6,[sal.im.pam.pʌp̚.ɯl],[sal.in.baŋ.bʌp̚.ɯl]
너의 경보,6,[nʌ.ɯi.kjʌm.po],[nʌ.ɯi.gjʌŋ.bo]
살인 보드,6,[sal.im.po.tɯ],[sal.in.bo.dɯ]
살인 병기로,6,[sal.im.pjʌŋ.ki.ɾo],[sal.in.bjʌŋ.gi.ɾo]
너의 곁에 있을게 네,6,[nʌ.ɯi.kjʌt̚.e.it̚.ɯl.ke.ne],[nʌ.ɯi.gjʌt̚.e.it̚.ɯl.ke.ne]
살인 사건 발생,6,[sal.in.sa.kʌm.pal.sɛŋ],[sal.in.sa.gʌn.bal.sɛŋ]
살인 사건 수사에,6,[sal.in.sa.kʌn.su.sa.e],[sal.in.sa.gʌn.su.sa.e]
살인 사건 조사,6,[sal.in.sa.kʌn.tʃo.sa],[sal.in.sa.gʌn.dʒo.sa]
camera shutter,6,,
너의 귀를,6,[nʌ.ɯi.kwi.ɾɯl],[nʌ.ɯi.gwi.ɾɯl]
너의 기억이란 숙취를,6,[nʌ.ɯi.ki.ʌk̚.i.ɾan.suk̚.tʃʰwi.ɾɯl],[nʌ.ɯi.gi.ʌk̚.i.ɾan.suk̚.tʃʰwi.ɾɯl]
너의 기억이란,6,[nʌ.ɯi.ki.ʌk̚.i.ɾan],[nʌ.ɯi.gi.ʌk̚.i.ɾan]
같은 사람들에겐,6,[kat̚.ɯn.sa.ɾan.tɯl.e.ken],[gat̚.ɯn.sa.ɾan.tɯl.e.gen]
살인 사건을 수사 중이에요,6,[sal.in.sa.kʌn.ɯl.su.sa.tʃuŋ.i.e.jo],[sal.in.sa.gʌn.ɯl.su.sa.dʒuŋ.i.e.jo]
너의 기억이란 숙취를 깨지,6,[nʌ.ɯi.ki.ʌk̚.i.ɾan.suk̚.tʃʰwi.ɾɯl.k͈ɛ.tʃi],[nʌ.ɯi.gi.ʌk̚.i.ɾan.suk̚.tʃʰwi.ɾɯl.k͈ɛ.dʒi]
살인 사건을 수사하는,6,[sal.in.sa.kʌn.ɯl.su.sa.ha.nɯn],[sal.in.sa.gʌn.ɯl.su.sa.ha.nɯn]
그 고대 우주,6,[kɯ.ko.tɛ.u.tʃu],[gɯ.go.dɛ.u.dʒu]
살인 사건을 해결하고,6,[sal.in.sa.kʌn.ɯl.hɛ.kjʌl.ha.ko],[sal.in.sa.gʌn.ɯl.hɛ.gjʌl.ha.go]
살인 사건을 조사하는,6,[sal.in.sa.kʌn.ɯl.tʃo.sa.ha.nɯn],[sal.in.sa.gʌn.ɯl.dʒo.sa.ha.nɯn]
살인 사건을 해결하려고,6,[sal.in.sa.kʌn.ɯl.hɛ.kjʌl.ha.ɾjʌ.ko],[sal.in.sa.gʌn.ɯl.hɛ.gjʌl.ha.ɾjʌ.go]
살인 사건이 또 일어났어,6,[sal.in.sa.kʌn.i.t͈o.il.ʌ.nat̚.ʌ],[sal.in.sa.gʌn.i.t͈o.il.ʌ.nat̚.ʌ]
살인 사건이 있었는데,6,[sal.in.sa.kʌn.i.it̚.ʌt̚.nɯn.te],[sal.in.sa.gʌn.i.it̚.ʌt̚.nɯn.te]
너의 녀석이 될,6,[nʌ.ɯi.njʌ.sʌk̚.i.twel],[nʌ.ɯi.njʌ.sʌk̚.i.dwel]
너의 녀석이,6,[nʌ.ɯi.njʌ.sʌk̚.i],[nʌ.ɯi.njʌ.sʌk̚.i]
너의 녀석이 될 수,6,[nʌ.ɯi.njʌ.sʌk̚.i.twel.su],[nʌ.ɯi.njʌ.sʌk̚.i.dwel.su]
살인 사건일 수도,6,[sal.in.sa.kʌn.il.su.to],[sal.in.sa.gʌn.il.su.do]
너의 눈은,6,[nʌ.ɯi.nun.ɯn],[nʌ.ɯi.nun.ɯn]
살인 수사를,6,[sal.in.su.sa.ɾɯl],[sal.in.su.sa.ɾɯl]
살인 용의자 존,6,[sal.in.joŋ.ɯi.tʃa.tʃon],[sal.in.joŋ.ɯi.dʒa.dʒon]
살인 용의자 존 툼스가,6,[sal.in.joŋ.ɯi.tʃa.tʃon.tʰum.sɯ.ka],[sal.in.joŋ.ɯi.dʒa.dʒon.tʰum.sɯ.ga]
can I ask,6,,
살인 유죄,6,[sal.in.ju.tʃwe],[sal.in.ju.dʒwe]
살인 자행하는,6,[sal.in.tʃa.hɛŋ.ha.nɯn],[sal.in.dʒa.hɛŋ.ha.nɯn]
너의 더러운 일을,6,[nʌ.ɯi.tʌ.ɾʌ.un.il.ɯl],[nʌ.ɯi.dʌ.ɾʌ.un.il.ɯl]
살인 재판,6,[sal.in.tʃɛ.pʰan],[sal.in.dʒɛ.pʰan]
살인 정권,6,[sal.in.tʃʌŋ.kwʌn],[sal.in.dʒʌŋ.gwʌn]
너의 돈을,6,[nʌ.ɯi.ton.ɯl],[nʌ.ɯi.don.ɯl]
같은 사람들을 위해,6,[kat̚.ɯn.sa.ɾan.tɯl.ɯl.wi.hɛ],[gat̚.ɯn.sa.ɾan.tɯl.ɯl.wi.hɛ]
너의 뒤를,6,[nʌ.ɯi.twi.ɾɯl],[nʌ.ɯi.dwi.ɾɯl]
살인 충동,6,[sal.in.tʃʰuŋ.toŋ],[sal.in.tʃʰuŋ.doŋ]
살인 포르노를,6,[sal.im.pʰo.ɾɯ.no.ɾɯl],[sal.im.pʰo.ɾɯ.no.ɾɯl]
살인 포르노,6,[sal.im.pʰo.ɾɯ.no],[sal.im.pʰo.ɾɯ.no]
너의 딸은,6,[nʌ.ɯi.t͈al.ɯn],[nʌ.ɯi.t͈al.ɯn]
너의 마음으로 나의,6,[nʌ.ɯi.ma.ɯm.ɯ.ɾo.na.ɯi],[nʌ.ɯi.ma.ɯm.ɯ.ɾo.na.ɯi]
살인 혐의로 지명,6,[sal.in.hjʌm.ɯi.ɾo.tʃi.mjʌŋ],[sal.in.hjʌm.ɯi.ɾo.dʒi.mjʌŋ]
너의 마음으로 나의 생각이,6,[nʌ.ɯi.ma.ɯm.ɯ.ɾo.na.ɯi.sɛŋ.kak̚.i],[nʌ.ɯi.ma.ɯm.ɯ.ɾo.na.ɯi.sɛŋ.gak̚.i]
살인 혐의야,6,[sal.in.hjʌm.ɯi.ja],[sal.in.hjʌm.ɯi.ja]
살인 혐의예요,6,[sal.in.hjʌm.ɯi.je.jo],[sal.in.hjʌm.ɯi.je.jo]
너의 말이,6,[nʌ.ɯi.mal.i],[nʌ.ɯi.mal.i]
너의 말에,6,[nʌ.ɯi.mal.e],[nʌ.ɯi.mal.e]
같은 사람들이요,6,[kat̚.ɯn.sa.ɾan.tɯl.i.jo],[gat̚.ɯn.sa.ɾan.tɯl.i.jo]
살인과 반역죄로,6,[sal.iŋ.kwa.pan.jʌk̚.tʃwe.ɾo],[sal.iŋ.kwa.ban.jʌk̚.tʃwe.ɾo]
너의 머리,6,[nʌ.ɯi.mʌ.ɾi],[nʌ.ɯi.mʌ.ɾi]
같은 사람만,6,[kat̚.ɯn.sa.ɾam.man],[gat̚.ɯn.sa.ɾam.man]
살인마 같은,6,[sal.in.ma.kat̚.ɯn],[sal.in.ma.gat̚.ɯn]
살인마가 아니야,6,[sal.in.ma.ka.a.ni.ja],[sal.in.ma.ga.a.ni.ja]
