Item,Frequency,Formal_IPA,Casual_IPA
되서 영광입니다,16,[twe.sʌ.jʌŋ.kwaŋ.ip̚.ni.ta],[dwe.sʌ.jʌŋ.gwaŋ.ip̚.ni.da]
한번 알아,16,[ham.pʌn.al.a],[ham.pʌn.al.a]
거 같은데 왜,16,[kʌ.kat̚.ɯn.te.wɛ],[gʌ.gat̚.ɯn.te.wɛ]
그렇게 쉬운 일이,16,[kɯ.ɾʌt̚.ke.swi.un.il.i],[gɯ.ɾʌt̚.ke.swi.un.il.i]
말이야 가서,16,[mal.i.ja.ka.sʌ],[mal.i.ja.ga.sʌ]
내가 언니를,16,[nɛ.ka.ʌn.ni.ɾɯl],[nɛ.ga.ʌn.ni.ɾɯl]
왜 생각이,16,[wɛ.sɛŋ.kak̚.i],[wɛ.sɛŋ.gak̚.i]
내 캥거루를 돌봐,16,[nɛ.kʰɛŋ.kʌ.ɾu.ɾɯl.tol.pwa],[nɛ.kʰɛŋ.gʌ.ɾu.ɾɯl.dol.pwa]
번 전화,16,[pʌn.tʃʌn.hwa],[bʌn.dʒʌn.hwa]
봤던 것,16,[pwat̚.tʌŋ.kʌt̚],[bwat̚.tʌn.gʌt̚]
해 주시기,16,[hɛ.tʃu.si.ki],[hɛ.dʒu.si.gi]
수 있겠,16,[su.it̚.ket̚],[su.it̚.ket̚]
믿어야 한다고,16,[mit̚.ʌ.ja.han.ta.ko],[mit̚.ʌ.ja.han.ta.go]
부끄러운 줄도,16,[pu.k͈ɯ.ɾʌ.un.tʃul.to],[bu.k͈ɯ.ɾʌ.un.dʒul.to]
자넬 안,16,[tʃa.nel.an],[dʒa.nel.an]
가야 될 거,16,[ka.ja.twel.kʌ],[ga.ja.dwel.gʌ]
초대한 거,16,[tʃʰo.tɛ.haŋ.kʌ],[tʃʰo.dɛ.han.gʌ]
지금은 새로운,16,[tʃi.kɯm.ɯn.sɛ.ɾo.un],[dʒi.gɯm.ɯn.sɛ.ɾo.un]
시간이 왔어,16,[si.kan.i.wat̚.ʌ],[si.gan.i.wat̚.ʌ]
왜 써,16,[wɛ.s͈ʌ],[wɛ.s͈ʌ]
가 그러니까,16,[ka.kɯ.ɾʌ.ni.k͈a],[ga.gɯ.ɾʌ.ni.k͈a]
왜 쓸데없이,16,[wɛ.s͈ɯl.te.ʌp̚.i],[wɛ.s͈ɯl.te.ʌp̚.i]
것도 더,16,[kʌt̚.to.tʌ],[gʌt̚.to.dʌ]
왜 아는,16,[wɛ.a.nɯn],[wɛ.a.nɯn]
자동차 여행을,16,[tʃa.toŋ.tʃʰa.jʌ.hɛŋ.ɯl],[dʒa.doŋ.tʃʰa.jʌ.hɛŋ.ɯl]
확인 중인데,16,[hwak̚.in.tʃuŋ.in.te],[hwak̚.in.dʒuŋ.in.te]
왜 아빠랑,16,[wɛ.a.p͈a.ɾaŋ],[wɛ.a.p͈a.ɾaŋ]
좋은 본보기가,16,[tʃot̚.ɯm.pom.po.ki.ka],[dʒot̚.ɯn.bom.po.gi.ga]
받을 사람은,16,[pat̚.ɯl.sa.ɾam.ɯn],[bat̚.ɯl.sa.ɾam.ɯn]
당신이 나에 대해,16,[taŋ.sin.i.na.e.tɛ.hɛ],[daŋ.sin.i.na.e.dɛ.hɛ]
왜 안 가는,16,[wɛ.aŋ.ka.nɯn],[wɛ.an.ga.nɯn]
내 땅,16,[nɛ.t͈aŋ],[nɛ.t͈aŋ]
왜 안 그럴까,16,[wɛ.aŋ.kɯ.ɾʌl.k͈a],[wɛ.an.gɯ.ɾʌl.k͈a]
건 당신뿐이야,16,[kʌn.taŋ.sim.p͈un.i.ja],[gʌn.daŋ.sim.p͈un.i.ja]
Waiting for,16,,
known as,16,,
믿기 힘들어요,16,[mit̚.ki.hin.tɯl.ʌ.jo],[mit̚.ki.hin.tɯl.ʌ.jo]
왜 안 와요,16,[wɛ.an.wa.jo],[wɛ.an.wa.jo]
총 내려놓으세요,16,[tʃʰoŋ.nɛ.ɾjʌ.not̚.ɯ.se.jo],[tʃʰoŋ.nɛ.ɾjʌ.not̚.ɯ.se.jo]
왜 안되나,16,[wɛ.an.twe.na],[wɛ.an.twe.na]
봐 누구,16,[pwa.nu.ku],[bwa.nu.gu]
왜 애들을,16,[wɛ.ɛ.tɯl.ɯl],[wɛ.ɛ.dɯl.ɯl]
힘들 것 같네요,16,[hin.tɯl.kʌt̚.kat̚.ne.jo],[hin.tɯl.gʌt̚.gat̚.ne.jo]
총 쏘는 걸,16,[tʃʰoŋ.s͈o.nɯŋ.kʌl],[tʃʰoŋ.s͈o.nɯn.gʌl]
되었다 그는,16,[twe.ʌt̚.ta.kɯ.nɯn],[dwe.ʌt̚.ta.gɯ.nɯn]
자리를 차지하고,16,[tʃa.ɾi.ɾɯl.tʃʰa.tʃi.ha.ko],[dʒa.ɾi.ɾɯl.tʃʰa.dʒi.ha.go]
자리에 그대로,16,[tʃa.ɾi.e.kɯ.tɛ.ɾo],[dʒa.ɾi.e.gɯ.dɛ.ɾo]
knows the,16,,
왜 여기 왔어,16,[wɛ.jʌ.ki.wat̚.ʌ],[wɛ.jʌ.gi.wat̚.ʌ]
배심원 후보,16,[pɛ.sim.wʌn.hu.po],[bɛ.sim.wʌn.hu.bo]
왜 여기 온 거야,16,[wɛ.jʌ.ki.oŋ.kʌ.ja],[wɛ.jʌ.gi.on.gʌ.ja]
준비해 둔,16,[tʃum.pi.hɛ.tun],[dʒum.pi.hɛ.dun]
자막의 무단 수정,16,[tʃa.mak̚.ɯi.mu.tan.su.tʃʌŋ],[dʒa.mak̚.ɯi.mu.dan.su.dʒʌŋ]
그렇게 얘기하면,16,[kɯ.ɾʌt̚.ke.jɛ.ki.ha.mjʌn],[gɯ.ɾʌt̚.ke.jɛ.gi.ha.mjʌn]
Erich Von,16,,
what you want to,16,,
자백하지 않으면,16,[tʃa.pɛk̚.ha.tʃi.an.ɯ.mjʌn],[dʒa.bɛk̚.ha.dʒi.an.ɯ.mjʌn]
적도 없는 것,16,[tʃʌk̚.to.ʌp̚.nɯŋ.kʌt̚],[dʒʌk̚.to.ʌp̚.nɯn.gʌt̚]
한잔 줄까,16,[han.tʃan.tʃul.k͈a],[han.tʃan.dʒul.k͈a]
못 빠져나가게,16,[mot̚.p͈a.tʃjʌ.na.ka.ke],[mot̚.p͈a.dʒjʌ.na.ga.ge]
왜 오빠가,16,[wɛ.o.p͈a.ka],[wɛ.o.p͈a.ga]
믿을 수 있는 건,16,[mit̚.ɯl.su.it̚.nɯŋ.kʌn],[mit̚.ɯl.su.it̚.nɯn.gʌn]
나이를 먹으면,16,[na.i.ɾɯl.mʌk̚.ɯ.mjʌn],[na.i.ɾɯl.mʌk̚.ɯ.mjʌn]
되잖아 그게,16,[twe.tʃan.a.kɯ.ke],[dwe.dʒan.a.gɯ.ge]
피터 그리핀입니다,16,[pʰi.tʰʌ.kɯ.ɾi.pʰin.ip̚.ni.ta],[pʰi.tʰʌ.gɯ.ɾi.pʰin.ip̚.ni.da]
되잖아 내,16,[twe.tʃan.a.nɛ],[dwe.dʒan.a.nɛ]
내가 모를까,16,[nɛ.ka.mo.ɾɯl.k͈a],[nɛ.ga.mo.ɾɯl.k͈a]
건 대부분,16,[kʌn.tɛ.pu.pun],[gʌn.dɛ.bu.bun]
좋은 사람이었지,16,[tʃot̚.ɯn.sa.ɾam.i.ʌt̚.tʃi],[dʒot̚.ɯn.sa.ɾam.i.ʌt̚.tʃi]
왜 왜 왜,16,[wɛ.wɛ.wɛ],[wɛ.wɛ.wɛ]
왜 요즘,16,[wɛ.jo.tʃɯm],[wɛ.jo.dʒɯm]
협박하는 것,16,[hjʌp̚.pak̚.ha.nɯŋ.kʌt̚],[hjʌp̚.pak̚.ha.nɯn.gʌt̚]
자식 너,16,[tʃa.sik̚.nʌ],[dʒa.sik̚.nʌ]
그건 말씀드릴 수,16,[kɯ.kʌn.mal.s͈ɯn.tɯ.ɾil.su],[gɯ.gʌn.mal.s͈ɯn.tɯ.ɾil.su]
말이에요 뭐,16,[mal.i.e.jo.mwʌ],[mal.i.e.jo.mwʌ]
좋은 사람인 것,16,[tʃot̚.ɯn.sa.ɾam.iŋ.kʌt̚],[dʒot̚.ɯn.sa.ɾam.in.gʌt̚]
자식 어디 있어,16,[tʃa.sik̚.ʌ.ti.it̚.ʌ],[dʒa.sik̚.ʌ.di.it̚.ʌ]
시계가 째깍거린다,16,[si.kje.ka.tʃ͈ɛ.k͈ak̚.kʌ.ɾin.ta],[si.gje.ga.tʃ͈ɛ.k͈ak̚.kʌ.ɾin.ta]
그건 말이죠,16,[kɯ.kʌn.mal.i.tʃjo],[gɯ.gʌn.mal.i.dʒjo]
전에는 아무,16,[tʃʌn.e.nɯn.a.mu],[dʒʌn.e.nɯn.a.mu]
게 낫잖아요,16,[ke.nat̚.tʃan.a.jo],[ge.nat̚.tʃan.a.jo]
자신감 있고,16,[tʃa.siŋ.kam.it̚.ko],[dʒa.siŋ.kam.it̚.ko]
말이죠 다른,16,[mal.i.tʃjo.ta.ɾɯn],[mal.i.dʒjo.da.ɾɯn]
곳이 너무,16,[kot̚.i.nʌ.mu],[got̚.i.nʌ.mu]
거야 잘 봐,16,[kʌ.ja.tʃal.pwa],[gʌ.ja.dʒal.bwa]
자신을 다시,16,[tʃa.sin.ɯl.ta.si],[dʒa.sin.ɯl.da.si]
자신을 믿는,16,[tʃa.sin.ɯl.mit̚.nɯn],[dʒa.sin.ɯl.mit̚.nɯn]
왜 이건,16,[wɛ.i.kʌn],[wɛ.i.gʌn]
자신을 보호하고,16,[tʃa.sin.ɯl.po.ho.ha.ko],[dʒa.sin.ɯl.bo.ho.ha.go]
건 도움이 안 돼요,16,[kʌn.to.um.i.an.twɛ.jo],[gʌn.do.um.i.an.dwɛ.jo]
자꾸 우리,16,[tʃa.k͈u.u.ɾi],[dʒa.k͈u.u.ɾi]
것도 알겠군요,16,[kʌt̚.to.al.ket̚.kun.jo],[gʌt̚.to.al.ket̚.kun.jo]
다 정상이에요,16,[ta.tʃʌŋ.saŋ.i.e.jo],[da.dʒʌŋ.saŋ.i.e.jo]
하지 않을 거에요,16,[ha.tʃi.an.ɯl.kʌ.e.jo],[ha.dʒi.an.ɯl.gʌ.e.jo]
되죠 당신,16,[twe.tʃjo.taŋ.sin],[dwe.dʒjo.daŋ.sin]
이런 느낌은,16,[i.ɾʌn.nɯ.k͈im.ɯn],[i.ɾʌn.nɯ.k͈im.ɯn]
경로를 통해,16,[kjʌŋ.ɾo.ɾɯl.tʰoŋ.hɛ],[gjʌŋ.ɾo.ɾɯl.tʰoŋ.hɛ]
왜 이러는지 모르겠어요,16,[wɛ.i.ɾʌ.nɯn.tʃi.mo.ɾɯ.ket̚.ʌ.jo],[wɛ.i.ɾʌ.nɯn.tʃi.mo.ɾɯ.get̚.ʌ.jo]
알아야 한다는,16,[al.a.ja.han.ta.nɯn],[al.a.ja.han.ta.nɯn]
