Item,Frequency,Formal_IPA,Casual_IPA
해줘요 네,11,[hɛ.tʃwʌ.jo.ne],[hɛ.dʒwʌ.jo.ne]
몰라요 아니에요,11,[mol.ɾa.jo.a.ni.e.jo],[mol.ɾa.jo.a.ni.e.jo]
드브린 박사,11,[tɯ.pɯ.ɾim.pak̚.sa],[dɯ.bɯ.ɾin.bak̚.sa]
몰라요 아주,11,[mol.ɾa.jo.a.tʃu],[mol.ɾa.jo.a.dʒu]
해줬어 하지만,11,[hɛ.tʃwʌt̚.ʌ.ha.tʃi.man],[hɛ.dʒwʌt̚.ʌ.ha.dʒi.man]
좀 찍어봐,11,[tʃon.tʃ͈ik̚.ʌ.pwa],[dʒon.tʃ͈ik̚.ʌ.bwa]
받았어 왜,11,[pat̚.at̚.ʌ.wɛ],[bat̚.at̚.ʌ.wɛ]
좀 찾아 주세요,11,[tʃon.tʃʰat̚.a.tʃu.se.jo],[dʒon.tʃʰat̚.a.dʒu.se.jo]
몰라요 왜요,11,[mol.ɾa.jo.wɛ.jo],[mol.ɾa.jo.wɛ.jo]
나올 수 없는,11,[na.ol.su.ʌp̚.nɯn],[na.ol.su.ʌp̚.nɯn]
좀 챙겨줄래,11,[tʃon.tʃʰɛŋ.kjʌ.tʃul.ɾɛ],[dʒon.tʃʰɛŋ.gjʌ.dʒul.ɾɛ]
그리고 기회가,11,[kɯ.ɾi.ko.ki.hwe.ka],[gɯ.ɾi.go.gi.hwe.ga]
몰라요 잠깐,11,[mol.ɾa.jo.tʃam.k͈an],[mol.ɾa.jo.dʒam.k͈an]
방에 있다면,11,[paŋ.e.it̚.ta.mjʌn],[baŋ.e.it̚.ta.mjʌn]
게 좋겠어 알았어,11,[ke.tʃot̚.ket̚.ʌ.al.at̚.ʌ],[ge.dʒot̚.ket̚.ʌ.al.at̚.ʌ]
나올 수도 있어요,11,[na.ol.su.to.it̚.ʌ.jo],[na.ol.su.do.it̚.ʌ.jo]
게 좋겠어 왜,11,[ke.tʃot̚.ket̚.ʌ.wɛ],[ge.dʒot̚.ket̚.ʌ.wɛ]
좀 치워줄래요,11,[tʃon.tʃʰi.wʌ.tʃul.ɾɛ.jo],[dʒon.tʃʰi.wʌ.dʒul.ɾɛ.jo]
몰라요 지금은,11,[mol.ɾa.jo.tʃi.kɯm.ɯn],[mol.ɾa.jo.dʒi.gɯm.ɯn]
좀 크네,11,[tʃom.kʰɯ.ne],[dʒom.kʰɯ.ne]
우릴 갈라놓을 수 없어,11,[u.ɾil.kal.ɾa.not̚.ɯl.su.ʌp̚.ʌ],[u.ɾil.gal.ɾa.not̚.ɯl.su.ʌp̚.ʌ]
눈 뒤에,11,[nun.twi.e],[nun.dwi.e]
볼게요 정말,11,[pol.ke.jo.tʃʌŋ.mal],[bol.ke.jo.dʒʌŋ.mal]
좀 터,11,[tʃon.tʰʌ],[dʒon.tʰʌ]
좀 털어,11,[tʃon.tʰʌl.ʌ],[dʒon.tʰʌl.ʌ]
좀 팔았어,11,[tʃom.pʰal.at̚.ʌ],[dʒom.pʰal.at̚.ʌ]
우릴 갖고 놀고,11,[u.ɾil.kat̚.ko.nol.ko],[u.ɾil.gat̚.ko.nol.ko]
죽여야 하나,11,[tʃuk̚.jʌ.ja.ha.na],[dʒuk̚.jʌ.ja.ha.na]
해치는 거야,11,[hɛ.tʃʰi.nɯŋ.kʌ.ja],[hɛ.tʃʰi.nɯn.gʌ.ja]
게 좋고,11,[ke.tʃot̚.ko],[ge.dʒot̚.ko]
방에서 나갈,11,[paŋ.e.sʌ.na.kal],[baŋ.e.sʌ.na.gal]
몰랐는데 그,11,[mol.ɾat̚.nɯn.te.kɯ],[mol.ɾat̚.nɯn.te.gɯ]
몰랐다 인간을,11,[mol.ɾat̚.ta.iŋ.kan.ɯl],[mol.ɾat̚.ta.iŋ.kan.ɯl]
좀 하라,11,[tʃom.ha.ɾa],[dʒom.ha.ɾa]
좀 하면 안 돼요,11,[tʃom.ha.mjʌn.an.twɛ.jo],[dʒom.ha.mjʌn.an.dwɛ.jo]
좀 하자 네가,11,[tʃom.ha.tʃa.ne.ka],[dʒom.ha.dʒa.ne.ga]
해치려던 건,11,[hɛ.tʃʰi.ɾjʌ.tʌŋ.kʌn],[hɛ.tʃʰi.ɾjʌ.dʌn.gʌn]
몰랐습니다 저는,11,[mol.ɾat̚.sɯp̚.ni.ta.tʃʌ.nɯn],[mol.ɾat̚.sɯp̚.ni.da.dʒʌ.nɯn]
몰랐습니다 전,11,[mol.ɾat̚.sɯp̚.ni.ta.tʃʌn],[mol.ɾat̚.sɯp̚.ni.da.dʒʌn]
드시지 마세요,11,[tɯ.si.tʃi.ma.se.jo],[dɯ.si.dʒi.ma.se.jo]
및 개인,11,[mit̚.kɛ.in],[mit̚.gɛ.in]
우릴 구해줬잖아,11,[u.ɾil.ku.hɛ.tʃwʌt̚.tʃan.a],[u.ɾil.gu.hɛ.dʒwʌt̚.tʃan.a]
