Item,Frequency,Formal_IPA,Casual_IPA
반 정도요,8,[pan.tʃʌŋ.to.jo],[ban.dʒʌŋ.do.jo]
큰 기회가 될,8,[kʰɯŋ.ki.hwe.ka.twel],[kʰɯn.gi.hwe.ga.dwel]
큰 나쁜,8,[kʰɯn.na.p͈ɯn],[kʰɯn.na.p͈ɯn]
남은 게 없다고,8,[nam.ɯŋ.ke.ʌp̚.ta.ko],[nam.ɯn.ge.ʌp̚.ta.go]
큰 대가가,8,[kʰɯn.tɛ.ka.ka],[kʰɯn.dɛ.ga.ga]
반 하우튼,8,[pan.ha.u.tʰɯn],[ban.ha.u.tʰɯn]
반 학생,8,[pan.hak̚.sɛŋ],[ban.hak̚.sɛŋ]
반 후,8,[pan.hu],[ban.hu]
큰 도약을,8,[kʰɯn.to.jak̚.ɯl],[kʰɯn.do.jak̚.ɯl]
반가운 소리야,8,[paŋ.ka.un.so.ɾi.ja],[baŋ.ka.un.so.ɾi.ja]
반가운 탄성,8,[paŋ.ka.un.tʰan.sʌŋ],[baŋ.ka.un.tʰan.sʌŋ]
남은 돈도,8,[nam.ɯn.ton.to],[nam.ɯn.don.to]
반가울 때가,8,[paŋ.ka.ul.t͈ɛ.ka],[baŋ.ka.ul.t͈ɛ.ga]
남은 돈이,8,[nam.ɯn.ton.i],[nam.ɯn.don.i]
분위기가 정말,8,[pun.wi.ki.ka.tʃʌŋ.mal],[bun.wi.gi.ga.dʒʌŋ.mal]
반가워 만나서 반가워,8,[paŋ.ka.wʌ.man.na.sʌ.paŋ.ka.wʌ],[baŋ.ka.wʌ.man.na.sʌ.baŋ.ka.wʌ]
훔친 거 알아,8,[hun.tʃʰiŋ.kʌ.al.a],[hun.tʃʰin.gʌ.al.a]
남은 모든 것,8,[nam.ɯn.mo.tɯŋ.kʌt̚],[nam.ɯn.mo.dɯn.gʌt̚]
반가워 안녕하세요,8,[paŋ.ka.wʌ.an.njʌŋ.ha.se.jo],[baŋ.ka.wʌ.an.njʌŋ.ha.se.jo]
