Item,Frequency,Formal_IPA,Casual_IPA
거예요 미래를 바꾸기 위해,8,[kʌ.je.jo.mi.ɾɛ.ɾɯl.pa.k͈u.ki.wi.hɛ],[gʌ.je.jo.mi.ɾɛ.ɾɯl.ba.k͈u.gi.wi.hɛ]
없다 그것이,8,[ʌp̚.ta.kɯ.kʌt̚.i],[ʌp̚.ta.gɯ.gʌt̚.i]
제 형제들을,8,[tʃe.hjʌŋ.tʃe.tɯl.ɯl],[dʒe.hjʌŋ.dʒe.dɯl.ɯl]
그러다 어느 날 밤,8,[kɯ.ɾʌ.ta.ʌ.nɯ.nal.pam],[gɯ.ɾʌ.da.ʌ.nɯ.nal.bam]
you remember the,8,,
없다 그래도,8,[ʌp̚.ta.kɯ.ɾɛ.to],[ʌp̚.ta.gɯ.ɾɛ.do]
you remember that,8,,
없다 그럴,8,[ʌp̚.ta.kɯ.ɾʌl],[ʌp̚.ta.gɯ.ɾʌl]
you remember when,8,,
없다 내 말은,8,[ʌp̚.ta.nɛ.mal.ɯn],[ʌp̚.ta.nɛ.mal.ɯn]
더 젊었을,8,[tʌ.tʃʌm.ʌt̚.ɯl],[dʌ.dʒʌm.ʌt̚.ɯl]
그러다 이런,8,[kɯ.ɾʌ.ta.i.ɾʌn],[gɯ.ɾʌ.da.i.ɾʌn]
없다 다만,8,[ʌp̚.ta.ta.man],[ʌp̚.ta.da.man]
없다 단지,8,[ʌp̚.ta.tan.tʃi],[ʌp̚.ta.dan.tʃi]
없다 당신을,8,[ʌp̚.ta.taŋ.sin.ɯl],[ʌp̚.ta.daŋ.sin.ɯl]
더 정확히 말하자면,8,[tʌ.tʃʌŋ.hwak̚.hi.mal.ha.tʃa.mjʌn],[dʌ.dʒʌŋ.hwak̚.hi.mal.ha.dʒa.mjʌn]
없다 또,8,[ʌp̚.ta.t͈o],[ʌp̚.ta.t͈o]
엄마를 만나게,8,[ʌm.ma.ɾɯl.man.na.ke],[ʌm.ma.ɾɯl.man.na.ge]
거예요 믿음을,8,[kʌ.je.jo.mit̚.ɯm.ɯl],[gʌ.je.jo.mit̚.ɯm.ɯl]
없다 방금,8,[ʌp̚.ta.paŋ.kɯm],[ʌp̚.ta.baŋ.gɯm]
엄마를 만나,8,[ʌm.ma.ɾɯl.man.na],[ʌm.ma.ɾɯl.man.na]
없다 아빠,8,[ʌp̚.ta.a.p͈a],[ʌp̚.ta.a.p͈a]
더 조심해서,8,[tʌ.tʃo.sim.hɛ.sʌ],[dʌ.dʒo.sim.hɛ.sʌ]
그러다 하루는,8,[kɯ.ɾʌ.ta.ha.ɾu.nɯn],[gɯ.ɾʌ.da.ha.ɾu.nɯn]
없다 전에,8,[ʌp̚.ta.tʃʌn.e],[ʌp̚.ta.dʒʌn.e]
없다 제가,8,[ʌp̚.ta.tʃe.ka],[ʌp̚.ta.dʒe.ga]
거예요 밤새,8,[kʌ.je.jo.pam.sɛ],[gʌ.je.jo.bam.sɛ]
더 좋다면,8,[tʌ.tʃot̚.ta.mjʌn],[dʌ.dʒot̚.ta.mjʌn]
I''ll pick,8,,
없다 항복도,8,[ʌp̚.ta.ham.pok̚.to],[ʌp̚.ta.haŋ.bok̚.to]
없다 항복도 없다,8,[ʌp̚.ta.ham.pok̚.to.ʌp̚.ta],[ʌp̚.ta.haŋ.bok̚.to.ʌp̚.ta]
그러다가 우리,8,[kɯ.ɾʌ.ta.ka.u.ɾi],[gɯ.ɾʌ.da.ga.u.ɾi]
없다고 그런,8,[ʌp̚.ta.ko.kɯ.ɾʌn],[ʌp̚.ta.go.gɯ.ɾʌn]
그러다가 이,8,[kɯ.ɾʌ.ta.ka.i],[gɯ.ɾʌ.da.ga.i]
가져와 지금,8,[ka.tʃjʌ.wa.tʃi.kɯm],[ga.dʒjʌ.wa.dʒi.gɯm]
그러더니 그,8,[kɯ.ɾʌ.tʌ.ni.kɯ],[gɯ.ɾʌ.dʌ.ni.gɯ]
