Item,Frequency,Formal_IPA,Casual_IPA
줄게 오늘,18,[tʃul.ke.o.nɯl],[dʒul.ke.o.nɯl]
날 데리러 와,18,[nal.te.ɾi.ɾʌ.wa],[nal.de.ɾi.ɾʌ.wa]
모자란 거,18,[mo.tʃa.ɾaŋ.kʌ],[mo.dʒa.ɾan.gʌ]
Did you hear,18,,
유일한 방법이죠,18,[ju.il.ham.pam.pʌp̚.i.tʃjo],[ju.il.han.baŋ.bʌp̚.i.dʒjo]
있어요 이것,18,[it̚.ʌ.jo.i.kʌt̚],[it̚.ʌ.jo.i.gʌt̚]
개가 있습니다,18,[kɛ.ka.it̚.sɯp̚.ni.ta],[gɛ.ga.it̚.sɯp̚.ni.da]
고통받고 있다,18,[ko.tʰom.pat̚.ko.it̚.ta],[go.tʰoŋ.bat̚.ko.it̚.ta]
그날 밤 있었던,18,[kɯ.nal.pam.it̚.ʌt̚.tʌn],[gɯ.nal.bam.it̚.ʌt̚.tʌn]
네가 살 수,18,[ne.ka.sal.su],[ne.ga.sal.su]
수 있는 사람들을,18,[su.it̚.nɯn.sa.ɾan.tɯl.ɯl],[su.it̚.nɯn.sa.ɾan.tɯl.ɯl]
나도 나만의,18,[na.to.na.man.ɯi],[na.do.na.man.ɯi]
방법은 단 하나,18,[pam.pʌp̚.ɯn.tan.ha.na],[baŋ.bʌp̚.ɯn.dan.ha.na]
수 있는 사람은 아무도,18,[su.it̚.nɯn.sa.ɾam.ɯn.a.mu.to],[su.it̚.nɯn.sa.ɾam.ɯn.a.mu.do]
돈 많잖아,18,[ton.man.tʃan.a],[don.man.tʃan.a]
여쭤보고 싶은 게,18,[jʌ.tʃ͈wʌ.po.ko.sip̚.ɯŋ.ke],[jʌ.tʃ͈wʌ.bo.go.sip̚.ɯn.ge]
때문이에요 당신이,18,[t͈ɛ.mun.i.e.jo.taŋ.sin.i],[t͈ɛ.mun.i.e.jo.daŋ.sin.i]
그런지 몰라도,18,[kɯ.ɾʌn.tʃi.mol.ɾa.to],[gɯ.ɾʌn.tʃi.mol.ɾa.do]
놓고 내,18,[not̚.ko.nɛ],[not̚.ko.nɛ]
수 있는 사람이에요,18,[su.it̚.nɯn.sa.ɾam.i.e.jo],[su.it̚.nɯn.sa.ɾam.i.e.jo]
전부 괜찮아,18,[tʃʌm.pu.kwɛn.tʃʰan.a],[dʒʌm.pu.gwɛn.tʃʰan.a]
줄리안 대왕이,18,[tʃul.ɾi.an.tɛ.waŋ.i],[dʒul.ɾi.an.dɛ.waŋ.i]
하나를 선택해야,18,[ha.na.ɾɯl.sʌn.tʰɛk̚.hɛ.ja],[ha.na.ɾɯl.sʌn.tʰɛk̚.hɛ.ja]
봐요 날 봐요,18,[pwa.jo.nal.pwa.jo],[bwa.jo.nal.bwa.jo]
걷고 있다,18,[kʌt̚.ko.it̚.ta],[gʌt̚.ko.it̚.ta]
할게 안,18,[hal.ke.an],[hal.ke.an]
right away,18,,
윤 교수,18,[juŋ.kjo.su],[jun.gjo.su]
그림을 보면,18,[kɯ.ɾim.ɯl.po.mjʌn],[gɯ.ɾim.ɯl.bo.mjʌn]
존슨 요원,18,[tʃon.sɯn.jo.wʌn],[dʒon.sɯn.jo.wʌn]
게 인생이지,18,[ke.in.sɛŋ.i.tʃi],[ge.in.sɛŋ.i.dʒi]
때문이죠 그래서,18,[t͈ɛ.mun.i.tʃjo.kɯ.ɾɛ.sʌ],[t͈ɛ.mun.i.dʒjo.gɯ.ɾɛ.sʌ]
여행은 어땠어요,18,[jʌ.hɛŋ.ɯn.ʌ.t͈ɛt̚.ʌ.jo],[jʌ.hɛŋ.ɯn.ʌ.t͈ɛt̚.ʌ.jo]
개가 한,18,[kɛ.ka.han],[gɛ.ga.han]
이제 속이,18,[i.tʃe.sok̚.i],[i.dʒe.sok̚.i]
번만 봐,18,[pʌn.mam.pwa],[bʌn.man.bwa]
수 있는 장소를,18,[su.it̚.nɯn.tʃaŋ.so.ɾɯl],[su.it̚.nɯn.dʒaŋ.so.ɾɯl]
그런 일을 한,18,[kɯ.ɾʌn.il.ɯl.han],[gɯ.ɾʌn.il.ɯl.han]
봤을지도 몰라요,18,[pwat̚.ɯl.tʃi.to.mol.ɾa.jo],[bwat̚.ɯl.tʃi.do.mol.ɾa.jo]
네가 서,18,[ne.ka.sʌ],[ne.ga.sʌ]
따를 뿐이야,18,[t͈a.ɾɯl.p͈un.i.ja],[t͈a.ɾɯl.p͈un.i.ja]
은호가 살짝 웃는다,18,[ɯn.ho.ka.sal.tʃ͈ak̚.ut̚.nɯn.ta],[ɯn.ho.ga.sal.tʃ͈ak̚.ut̚.nɯn.ta]
방법은 없나,18,[pam.pʌp̚.ɯn.ʌp̚.na],[baŋ.bʌp̚.ɯn.ʌp̚.na]
my parents,18,,
역겨운 건,18,[jʌk̚.kjʌ.uŋ.kʌn],[jʌk̚.kjʌ.un.gʌn]
돈 얘기가 아니야,18,[ton.jɛ.ki.ka.a.ni.ja],[don.jɛ.gi.ga.a.ni.ja]
을 위해서,18,[ɯl.wi.hɛ.sʌ],[ɯl.wi.hɛ.sʌ]
