Item,Frequency,Formal_IPA,Casual_IPA
하는 내내,6,[ha.nɯn.nɛ.nɛ],[ha.nɯn.nɛ.nɛ]
하는 놈도,6,[ha.nɯn.non.to],[ha.nɯn.non.to]
번째 수술을,6,[pʌn.tʃ͈ɛ.su.sul.ɯl],[bʌn.tʃ͈ɛ.su.sul.ɯl]
감싸 안아,6,[kam.s͈a.an.a],[gam.s͈a.an.a]
감싸 준,6,[kam.s͈a.tʃun],[gam.s͈a.dʒun]
번째 시신이,6,[pʌn.tʃ͈ɛ.si.sin.i],[bʌn.tʃ͈ɛ.si.sin.i]
하는 데 도움이 될,6,[ha.nɯn.te.to.um.i.twel],[ha.nɯn.de.do.um.i.dwel]
하는 데 있어서,6,[ha.nɯn.te.it̚.ʌ.sʌ],[ha.nɯn.de.it̚.ʌ.sʌ]
하는 데다,6,[ha.nɯn.te.ta],[ha.nɯn.de.da]
하는 데가,6,[ha.nɯn.te.ka],[ha.nɯn.de.ga]
감싸 줄,6,[kam.s͈a.tʃul],[gam.s͈a.dʒul]
하는 데지,6,[ha.nɯn.te.tʃi],[ha.nɯn.de.dʒi]
번째 아인,6,[pʌn.tʃ͈ɛ.a.in],[bʌn.tʃ͈ɛ.a.in]
내 상상인,6,[nɛ.saŋ.saŋ.in],[nɛ.saŋ.saŋ.in]
하는 동안 난,6,[ha.nɯn.toŋ.an.nan],[ha.nɯn.doŋ.an.nan]
번째 야,6,[pʌn.tʃ͈ɛ.ja],[bʌn.tʃ͈ɛ.ja]
행운을 빌어요 좋아,6,[hɛŋ.un.ɯl.pil.ʌ.jo.tʃot̚.a],[hɛŋ.un.ɯl.bil.ʌ.jo.dʒot̚.a]
하는 동안엔,6,[ha.nɯn.toŋ.an.en],[ha.nɯn.doŋ.an.en]
하는 동안은,6,[ha.nɯn.toŋ.an.ɯn],[ha.nɯn.doŋ.an.ɯn]
하는 등,6,[ha.nɯn.tɯŋ],[ha.nɯn.dɯŋ]
하는 두,6,[ha.nɯn.tu],[ha.nɯn.du]
하는 때가,6,[ha.nɯn.t͈ɛ.ka],[ha.nɯn.t͈ɛ.ga]
하는 또 다른,6,[ha.nɯn.t͈o.ta.ɾɯn],[ha.nɯn.t͈o.da.ɾɯn]
하는 마당에,6,[ha.nɯn.ma.taŋ.e],[ha.nɯn.ma.daŋ.e]
out of all,6,,
하는 마법,6,[ha.nɯn.ma.pʌp̚],[ha.nɯn.ma.bʌp̚]
하는 마음으로,6,[ha.nɯn.ma.ɯm.ɯ.ɾo],[ha.nɯn.ma.ɯm.ɯ.ɾo]
번째 욕실,6,[pʌn.tʃ͈ɛ.jok̚.sil],[bʌn.tʃ͈ɛ.jok̚.sil]
번째 용의자는,6,[pʌn.tʃ͈ɛ.joŋ.ɯi.tʃa.nɯn],[bʌn.tʃ͈ɛ.joŋ.ɯi.dʒa.nɯn]
번째 이상한,6,[pʌn.tʃ͈ɛ.i.saŋ.han],[bʌn.tʃ͈ɛ.i.saŋ.han]
번째 이상한 일은,6,[pʌn.tʃ͈ɛ.i.saŋ.han.il.ɯn],[bʌn.tʃ͈ɛ.i.saŋ.han.il.ɯn]
하는 말 들었어요,6,[ha.nɯn.mal.tɯl.ʌt̚.ʌ.jo],[ha.nɯn.mal.dɯl.ʌt̚.ʌ.jo]
