Item,Frequency,Formal_IPA,Casual_IPA
왜 갖고 있죠,8,[wɛ.kat̚.ko.it̚.tʃjo],[wɛ.gat̚.ko.it̚.tʃjo]
미쳐 돌아가고 있어,8,[mi.tʃʰjʌ.tol.a.ka.ko.it̚.ʌ],[mi.tʃʰjʌ.dol.a.ga.go.it̚.ʌ]
말아야 할 건,8,[mal.a.ja.hal.kʌn],[mal.a.ja.hal.gʌn]
말아야 할 걸,8,[mal.a.ja.hal.kʌl],[mal.a.ja.hal.gʌl]
말아야 할 게,8,[mal.a.ja.hal.ke],[mal.a.ja.hal.ge]
말아야 할 때를,8,[mal.a.ja.hal.t͈ɛ.ɾɯl],[mal.a.ja.hal.t͈ɛ.ɾɯl]
말아야 할 선을,8,[mal.a.ja.hal.sʌn.ɯl],[mal.a.ja.hal.sʌn.ɯl]
끄는 데,8,[k͈ɯ.nɯn.te],[k͈ɯ.nɯn.de]
말아야 할텐데,8,[mal.a.ja.hal.tʰen.te],[mal.a.ja.hal.tʰen.te]
있을 것이다 네,8,[it̚.ɯl.kʌt̚.i.ta.ne],[it̚.ɯl.gʌt̚.i.da.ne]
있을 것이다'',8,[it̚.ɯl.kʌt̚.i.ta],[it̚.ɯl.gʌt̚.i.da]
He''ll be fine,8,,
처음 들어봤어,8,[tʃʰʌ.ɯn.tɯl.ʌ.pwat̚.ʌ],[tʃʰʌ.ɯm.dɯl.ʌ.bwat̚.ʌ]
있을 경우에,8,[it̚.ɯl.kjʌŋ.u.e],[it̚.ɯl.gjʌŋ.u.e]
가스 마스크,8,[ka.sɯ.ma.sɯ.kʰɯ],[ga.sɯ.ma.sɯ.kʰɯ]
끈 거야,8,[k͈ɯŋ.kʌ.ja],[k͈ɯn.gʌ.ja]
것 너를,8,[kʌt̚.nʌ.ɾɯl],[gʌt̚.nʌ.ɾɯl]
끈 다음,8,[k͈ɯn.ta.ɯm],[k͈ɯn.da.ɯm]
끈 묶는,8,[k͈ɯn.muk̚.nɯn],[k͈ɯn.muk̚.nɯn]
가스 마신,8,[ka.sɯ.ma.sin],[ga.sɯ.ma.sin]
좋아해요 어릴,8,[tʃot̚.a.hɛ.jo.ʌ.ɾil],[dʒot̚.a.hɛ.jo.ʌ.ɾil]
a member,8,,
미쳐버릴 거예요,8,[mi.tʃʰjʌ.pʌ.ɾil.kʌ.je.jo],[mi.tʃʰjʌ.bʌ.ɾil.gʌ.je.jo]
가스 불,8,[ka.sɯ.pul],[ga.sɯ.bul]
있을 때 실컷,8,[it̚.ɯl.t͈ɛ.sil.kʰʌt̚],[it̚.ɯl.t͈ɛ.sil.kʰʌt̚]
있을 때 왜,8,[it̚.ɯl.t͈ɛ.wɛ],[it̚.ɯl.t͈ɛ.wɛ]
있을 때 제가,8,[it̚.ɯl.t͈ɛ.tʃe.ka],[it̚.ɯl.t͈ɛ.dʒe.ga]
있을 때 해야,8,[it̚.ɯl.t͈ɛ.hɛ.ja],[it̚.ɯl.t͈ɛ.hɛ.ja]
되는 생각을,8,[twe.nɯn.sɛŋ.kak̚.ɯl],[dwe.nɯn.sɛŋ.gak̚.ɯl]
있을 때가 더,8,[it̚.ɯl.t͈ɛ.ka.tʌ],[it̚.ɯl.t͈ɛ.ga.dʌ]
말아요 어떻게,8,[mal.a.jo.ʌ.t͈ʌt̚.ke],[mal.a.jo.ʌ.t͈ʌt̚.ke]
있을 때라,8,[it̚.ɯl.t͈ɛ.ɾa],[it̚.ɯl.t͈ɛ.ɾa]
있을 때와,8,[it̚.ɯl.t͈ɛ.wa],[it̚.ɯl.t͈ɛ.wa]
끊고 나서,8,[k͈ɯŋ.ko.na.sʌ],[k͈ɯŋ.ko.na.sʌ]
있을 리 없어요,8,[it̚.ɯl.ɾi.ʌp̚.ʌ.jo],[it̚.ɯl.ɾi.ʌp̚.ʌ.jo]
끊고 싶지,8,[k͈ɯŋ.ko.sip̚.tʃi],[k͈ɯŋ.ko.sip̚.tʃi]
말아요 잘,8,[mal.a.jo.tʃal],[mal.a.jo.dʒal]
끊고 싶어,8,[k͈ɯŋ.ko.sip̚.ʌ],[k͈ɯŋ.ko.sip̚.ʌ]
계속 시도해,8,[kje.sok̚.si.to.hɛ],[gje.sok̚.si.do.hɛ]
갇혀 있네,8,[kat̚.hjʌ.it̚.ne],[gat̚.hjʌ.it̚.ne]
a member of,8,,
있을 사람이 아니야,8,[it̚.ɯl.sa.ɾam.i.a.ni.ja],[it̚.ɯl.sa.ɾam.i.a.ni.ja]
있을 수 없다고,8,[it̚.ɯl.su.ʌp̚.ta.ko],[it̚.ɯl.su.ʌp̚.ta.go]
그렇게 보이지 않아,8,[kɯ.ɾʌt̚.ke.po.i.tʃi.an.a],[gɯ.ɾʌt̚.ke.bo.i.dʒi.an.a]
말았어야 한다고,8,[mal.at̚.ʌ.ja.han.ta.ko],[mal.at̚.ʌ.ja.han.ta.go]
있을 수 있겠어요,8,[it̚.ɯl.su.it̚.ket̚.ʌ.jo],[it̚.ɯl.su.it̚.ket̚.ʌ.jo]
있을 수 있는 居場所,8,[it̚.ɯl.su.it̚.nɯn],[it̚.ɯl.su.it̚.nɯn]
있을 수 있는 일이죠,8,[it̚.ɯl.su.it̚.nɯn.il.i.tʃjo],[it̚.ɯl.su.it̚.nɯn.il.i.dʒjo]
있을 수 있는데,8,[it̚.ɯl.su.it̚.nɯn.te],[it̚.ɯl.su.it̚.nɯn.te]
있을 수가 없었다,8,[it̚.ɯl.su.ka.ʌp̚.ʌt̚.ta],[it̚.ɯl.su.ga.ʌp̚.ʌt̚.ta]
끊어 봐,8,[k͈ɯn.ʌ.pwa],[k͈ɯn.ʌ.bwa]
있을 수는 없지,8,[it̚.ɯl.su.nɯn.ʌp̚.tʃi],[it̚.ɯl.su.nɯn.ʌp̚.tʃi]
있을 수도 없어,8,[it̚.ɯl.su.to.ʌp̚.ʌ],[it̚.ɯl.su.do.ʌp̚.ʌ]
미쳤어 그,8,[mi.tʃʰjʌt̚.ʌ.kɯ],[mi.tʃʰjʌt̚.ʌ.gɯ]
말야 그녀는,8,[mal.ja.kɯ.njʌ.nɯn],[mal.ja.gɯ.njʌ.nɯn]
끊어 주세요,8,[k͈ɯn.ʌ.tʃu.se.jo],[k͈ɯn.ʌ.dʒu.se.jo]
왜 계획을,8,[wɛ.kje.hwek̚.ɯl],[wɛ.gje.hwek̚.ɯl]
있을 수도 있으니까,8,[it̚.ɯl.su.to.it̚.ɯ.ni.k͈a],[it̚.ɯl.su.do.it̚.ɯ.ni.k͈a]
거 같아요 그러니까,8,[kʌ.kat̚.a.jo.kɯ.ɾʌ.ni.k͈a],[gʌ.gat̚.a.jo.gɯ.ɾʌ.ni.k͈a]
있을 순 없잖아요,8,[it̚.ɯl.sun.ʌp̚.tʃan.a.jo],[it̚.ɯl.sun.ʌp̚.tʃan.a.jo]
왜 계속 웃는,8,[wɛ.kje.sok̚.ut̚.nɯn],[wɛ.gje.sok̚.ut̚.nɯn]
있을 여유가,8,[it̚.ɯl.jʌ.ju.ka],[it̚.ɯl.jʌ.ju.ga]
있을 이유는,8,[it̚.ɯl.i.ju.nɯn],[it̚.ɯl.i.ju.nɯn]
왜 관심,8,[wɛ.kwan.sim],[wɛ.gwan.sim]
좋아했으면 좋겠다,8,[tʃot̚.a.hɛt̚.ɯ.mjʌn.tʃot̚.ket̚.ta],[dʒot̚.a.hɛt̚.ɯ.mjʌn.dʒot̚.ket̚.ta]
있을 자격이 없어,8,[it̚.ɯl.tʃa.kjʌk̚.i.ʌp̚.ʌ],[it̚.ɯl.dʒa.gjʌk̚.i.ʌp̚.ʌ]
있을 자리는,8,[it̚.ɯl.tʃa.ɾi.nɯn],[it̚.ɯl.dʒa.ɾi.nɯn]
한다 네 잘못을,8,[han.ta.ne.tʃal.mot̚.ɯl],[han.ta.ne.dʒal.mot̚.ɯl]
있을 줄 알았거든,8,[it̚.ɯl.tʃul.al.at̚.kʌ.tɯn],[it̚.ɯl.dʒul.al.at̚.kʌ.dɯn]
있을 줄은 몰랐어,8,[it̚.ɯl.tʃul.ɯn.mol.ɾat̚.ʌ],[it̚.ɯl.dʒul.ɯn.mol.ɾat̚.ʌ]
말야 다시,8,[mal.ja.ta.si],[mal.ja.da.si]
가스 폭발,8,[ka.sɯ.pʰok̚.pal],[ga.sɯ.pʰok̚.pal]
처음 뵙는데,8,[tʃʰʌ.ɯm.pwep̚.nɯn.te],[tʃʰʌ.ɯm.bwep̚.nɯn.te]
있을 터,8,[it̚.ɯl.tʰʌ],[it̚.ɯl.tʰʌ]
말야 맞아,8,[mal.ja.mat̚.a],[mal.ja.mat̚.a]
있을 테니까 필요하면,8,[it̚.ɯl.tʰe.ni.k͈a.pʰil.jo.ha.mjʌn],[it̚.ɯl.tʰe.ni.k͈a.pʰil.jo.ha.mjʌn]
말야 모두,8,[mal.ja.mo.tu],[mal.ja.mo.du]
있을 텐가,8,[it̚.ɯl.tʰeŋ.ka],[it̚.ɯl.tʰeŋ.ka]
있을 텐데 넌,8,[it̚.ɯl.tʰen.te.nʌn],[it̚.ɯl.tʰen.te.nʌn]
있을 텐데 말이야,8,[it̚.ɯl.tʰen.te.mal.i.ja],[it̚.ɯl.tʰen.te.mal.i.ja]
말야 미안해,8,[mal.ja.mi.an.hɛ],[mal.ja.mi.an.hɛ]
끊었나 봐요,8,[k͈ɯn.ʌt̚.na.pwa.jo],[k͈ɯn.ʌt̚.na.bwa.jo]
있을 필요는 없어,8,[it̚.ɯl.pʰil.jo.nɯn.ʌp̚.ʌ],[it̚.ɯl.pʰil.jo.nɯn.ʌp̚.ʌ]
a mighty,8,,
말야 아냐,8,[mal.ja.a.nja],[mal.ja.a.nja]
있을거 같은데요,8,[it̚.ɯl.kʌ.kat̚.ɯn.te.jo],[it̚.ɯl.kʌ.gat̚.ɯn.te.jo]
처음 시작했을 때는,8,[tʃʰʌ.ɯm.si.tʃak̚.hɛt̚.ɯl.t͈ɛ.nɯn],[tʃʰʌ.ɯm.si.dʒak̚.hɛt̚.ɯl.t͈ɛ.nɯn]
있을거라 생각했어요,8,[it̚.ɯl.kʌ.ɾa.sɛŋ.kak̚.hɛt̚.ʌ.jo],[it̚.ɯl.kʌ.ɾa.sɛŋ.gak̚.hɛt̚.ʌ.jo]
있을거라고 생각하지,8,[it̚.ɯl.kʌ.ɾa.ko.sɛŋ.kak̚.ha.tʃi],[it̚.ɯl.kʌ.ɾa.go.sɛŋ.gak̚.ha.dʒi]
것 마치,8,[kʌt̚.ma.tʃʰi],[gʌt̚.ma.tʃʰi]
가스가 새는,8,[ka.sɯ.ka.sɛ.nɯn],[ga.sɯ.ga.sɛ.nɯn]
것 만으로,8,[kʌt̚.man.ɯ.ɾo],[gʌt̚.man.ɯ.ɾo]
말야 어쩌면,8,[mal.ja.ʌ.tʃ͈ʌ.mjʌn],[mal.ja.ʌ.tʃ͈ʌ.mjʌn]
처음 쓰는,8,[tʃʰʌ.ɯm.s͈ɯ.nɯn],[tʃʰʌ.ɯm.s͈ɯ.nɯn]
있을거야 이게,8,[it̚.ɯl.kʌ.ja.i.ke],[it̚.ɯl.kʌ.ja.i.ge]
것 만은,8,[kʌt̚.man.ɯn],[gʌt̚.man.ɯn]
있을것 같군요,8,[it̚.ɯl.kʌt̚.kat̚.kun.jo],[it̚.ɯl.kʌt̚.gat̚.kun.jo]
처음 오셨나요,8,[tʃʰʌ.ɯm.o.sjʌt̚.na.jo],[tʃʰʌ.ɯm.o.sjʌt̚.na.jo]
있을게 고마워,8,[it̚.ɯl.ke.ko.ma.wʌ],[it̚.ɯl.ke.go.ma.wʌ]
있을게 나도,8,[it̚.ɯl.ke.na.to],[it̚.ɯl.ke.na.do]
왜 그건,8,[wɛ.kɯ.kʌn],[wɛ.gɯ.gʌn]
있을게 안녕,8,[it̚.ɯl.ke.an.njʌŋ],[it̚.ɯl.ke.an.njʌŋ]
끊을 수 있는,8,[k͈ɯn.ɯl.su.it̚.nɯn],[k͈ɯn.ɯl.su.it̚.nɯn]
말야 이젠,8,[mal.ja.i.tʃen],[mal.ja.i.dʒen]
끊을게 그래,8,[k͈ɯn.ɯl.ke.kɯ.ɾɛ],[k͈ɯn.ɯl.ke.gɯ.ɾɛ]
있을수도 있고,8,[it̚.ɯl.su.to.it̚.ko],[it̚.ɯl.su.do.it̚.ko]
있을수록 더,8,[it̚.ɯl.su.ɾok̚.tʌ],[it̚.ɯl.su.ɾok̚.dʌ]
끊이지 않고,8,[k͈ɯn.i.tʃi.aŋ.ko],[k͈ɯn.i.dʒi.aŋ.ko]
있을지 누가 알아,8,[it̚.ɯl.tʃi.nu.ka.al.a],[it̚.ɯl.tʃi.nu.ga.al.a]
말에 관심,8,[mal.e.kwan.sim],[mal.e.gwan.sim]
날 못 믿나,8,[nal.mot̚.mit̚.na],[nal.mot̚.mit̚.na]
Bee Gees,8,,
가스로 된,8,[ka.sɯ.ɾo.twen],[ga.sɯ.ɾo.dwen]
말에 대답이나 해,8,[mal.e.tɛ.tap̚.i.na.hɛ],[mal.e.dɛ.dap̚.i.na.hɛ]
것 말이야 나는,8,[kʌt̚.mal.i.ja.na.nɯn],[gʌt̚.mal.i.ja.na.nɯn]
말에 더,8,[mal.e.tʌ],[mal.e.dʌ]
끊지 마라,8,[k͈ɯn.tʃi.ma.ɾa],[k͈ɯn.tʃi.ma.ɾa]
말에 동의한다,8,[mal.e.toŋ.ɯi.han.ta],[mal.e.doŋ.ɯi.han.ta]
있을지는 모르겠어요,8,[it̚.ɯl.tʃi.nɯn.mo.ɾɯ.ket̚.ʌ.jo],[it̚.ɯl.tʃi.nɯn.mo.ɾɯ.get̚.ʌ.jo]
있을지도 모르겠네,8,[it̚.ɯl.tʃi.to.mo.ɾɯ.ket̚.ne],[it̚.ɯl.tʃi.do.mo.ɾɯ.get̚.ne]
말에 따라야,8,[mal.e.t͈a.ɾa.ja],[mal.e.t͈a.ɾa.ja]
있을지도 모르고요,8,[it̚.ɯl.tʃi.to.mo.ɾɯ.ko.jo],[it̚.ɯl.tʃi.do.mo.ɾɯ.go.jo]
끊지 않고,8,[k͈ɯn.tʃi.aŋ.ko],[k͈ɯn.tʃi.aŋ.ko]
처음도 아닐,8,[tʃʰʌ.ɯn.to.a.nil],[tʃʰʌ.ɯn.to.a.nil]
것 말이오,8,[kʌt̚.mal.i.o],[gʌt̚.mal.i.o]
있을지도 모른대요,8,[it̚.ɯl.tʃi.to.mo.ɾɯn.tɛ.jo],[it̚.ɯl.tʃi.do.mo.ɾɯn.tɛ.jo]
있을지도 몰라 나는,8,[it̚.ɯl.tʃi.to.mol.ɾa.na.nɯn],[it̚.ɯl.tʃi.do.mol.ɾa.na.nɯn]
있을지도 몰라 그럼,8,[it̚.ɯl.tʃi.to.mol.ɾa.kɯ.ɾʌm],[it̚.ɯl.tʃi.do.mol.ɾa.gɯ.ɾʌm]
말에 어떻게,8,[mal.e.ʌ.t͈ʌt̚.ke],[mal.e.ʌ.t͈ʌt̚.ke]
끌 것,8,[k͈ɯl.kʌt̚],[k͈ɯl.gʌt̚]
