Item,Frequency,Formal_IPA,Casual_IPA
광고를 하지,5,[kwaŋ.ko.ɾɯl.ha.tʃi],[gwaŋ.go.ɾɯl.ha.dʒi]
광고를 하고,5,[kwaŋ.ko.ɾɯl.ha.ko],[gwaŋ.go.ɾɯl.ha.go]
갖고 있었으면,5,[kat̚.ko.it̚.ʌt̚.ɯ.mjʌn],[gat̚.ko.it̚.ʌt̚.ɯ.mjʌn]
불 좀 치워,5,[pul.tʃon.tʃʰi.wʌ],[bul.dʒon.tʃʰi.wʌ]
흉곽에 공기가,5,[hjuŋ.kwak̚.e.koŋ.ki.ka],[hjuŋ.gwak̚.e.goŋ.gi.ga]
불 좀 켜 줄래,5,[pul.tʃom.kʰjʌ.tʃul.ɾɛ],[bul.dʒom.kʰjʌ.dʒul.ɾɛ]
불 좀 비춰봐,5,[pul.tʃom.pi.tʃʰwʌ.pwa],[bul.dʒom.bi.tʃʰwʌ.bwa]
흉기가 될,5,[hjuŋ.ki.ka.twel],[hjuŋ.gi.ga.dwel]
흉곽에 공기가 차고 있어,5,[hjuŋ.kwak̚.e.koŋ.ki.ka.tʃʰa.ko.it̚.ʌ],[hjuŋ.gwak̚.e.goŋ.gi.ga.tʃʰa.go.it̚.ʌ]
흉기를 찾은,5,[hjuŋ.ki.ɾɯl.tʃʰat̚.ɯn],[hjuŋ.gi.ɾɯl.tʃʰat̚.ɯn]
불 줄게,5,[pul.tʃul.ke],[bul.dʒul.ke]
내가 이러면 안,5,[nɛ.ka.i.ɾʌ.mjʌn.an],[nɛ.ga.i.ɾʌ.mjʌn.an]
흉내 내기,5,[hjuŋ.nɛ.nɛ.ki],[hjuŋ.nɛ.nɛ.gi]
흉내 내는 건,5,[hjuŋ.nɛ.nɛ.nɯŋ.kʌn],[hjuŋ.nɛ.nɛ.nɯn.gʌn]
불 지르는 걸,5,[pul.tʃi.ɾɯ.nɯŋ.kʌl],[bul.dʒi.ɾɯ.nɯn.gʌl]
내가 이런 데,5,[nɛ.ka.i.ɾʌn.te],[nɛ.ga.i.ɾʌn.de]
광고를 해라,5,[kwaŋ.ko.ɾɯl.hɛ.ɾa],[gwaŋ.go.ɾɯl.hɛ.ɾa]
갖고 있었으니,5,[kat̚.ko.it̚.ʌt̚.ɯ.ni],[gat̚.ko.it̚.ʌt̚.ɯ.ni]
흉내 낸 거,5,[hjuŋ.nɛ.nɛŋ.kʌ],[hjuŋ.nɛ.nɛn.gʌ]
불 켜는 소리,5,[pul.kʰjʌ.nɯn.so.ɾi],[bul.kʰjʌ.nɯn.so.ɾi]
내가 이런 말 하는,5,[nɛ.ka.i.ɾʌn.mal.ha.nɯn],[nɛ.ga.i.ɾʌn.mal.ha.nɯn]
흉내나 내는,5,[hjuŋ.nɛ.na.nɛ.nɯn],[hjuŋ.nɛ.na.nɛ.nɯn]
흉내낼 수,5,[hjuŋ.nɛ.nɛl.su],[hjuŋ.nɛ.nɛl.su]
불 켜져,5,[pul.kʰjʌ.tʃjʌ],[bul.kʰjʌ.dʒjʌ]
흉내라도 내는,5,[hjuŋ.nɛ.ɾa.to.nɛ.nɯn],[hjuŋ.nɛ.ɾa.do.nɛ.nɯn]
내가 이런 말 한,5,[nɛ.ka.i.ɾʌn.mal.han],[nɛ.ga.i.ɾʌn.mal.han]
내가 이런 말 하게,5,[nɛ.ka.i.ɾʌn.mal.ha.ke],[nɛ.ga.i.ɾʌn.mal.ha.ge]
흉내를 내려고,5,[hjuŋ.nɛ.ɾɯl.lɛ.ɾjʌ.ko],[hjuŋ.nɛ.ɾɯl.lɛ.ɾjʌ.go]
흉내를 내다,5,[hjuŋ.nɛ.ɾɯl.lɛ.ta],[hjuŋ.nɛ.ɾɯl.lɛ.da]
흉내를 낸,5,[hjuŋ.nɛ.ɾɯl.lɛn],[hjuŋ.nɛ.ɾɯl.lɛn]
흉내를 내면,5,[hjuŋ.nɛ.ɾɯl.lɛ.mjʌn],[hjuŋ.nɛ.ɾɯl.lɛ.mjʌn]
흉내를 내는 거야,5,[hjuŋ.nɛ.ɾɯl.lɛ.nɯŋ.kʌ.ja],[hjuŋ.nɛ.ɾɯl.lɛ.nɯn.gʌ.ja]
흉부 CT를,5,[hjum.pu.ɾɯl],[hjuŋ.bu.ɾɯl]
불 피울게요,5,[pul.pʰi.ul.ke.jo],[bul.pʰi.ul.ke.jo]
광고처럼 짧다는 것,5,[kwaŋ.ko.tʃʰʌ.ɾʌn.tʃ͈al.ta.nɯŋ.kʌt̚],[gwaŋ.go.tʃʰʌ.ɾʌn.tʃ͈al.ta.nɯn.gʌt̚]
