Item,Frequency,Formal_IPA,Casual_IPA
이제 끝이다,54,[i.tʃe.k͈ɯt̚.i.ta],[i.dʒe.k͈ɯt̚.i.da]
얼마나 멋진가 좋은,54,[ʌl.ma.na.mʌt̚.tʃiŋ.ka.tʃot̚.ɯn],[ʌl.ma.na.mʌt̚.tʃiŋ.ka.dʒot̚.ɯn]
얻은 건,54,[ʌt̚.ɯŋ.kʌn],[ʌt̚.ɯn.gʌn]
않으셔도 됩니다,54,[an.ɯ.sjʌ.to.twep̚.ni.ta],[an.ɯ.sjʌ.do.dwep̚.ni.da]
그 정보가,54,[kɯ.tʃʌm.po.ka],[gɯ.dʒʌŋ.bo.ga]
보내는구나 이렇게,54,[po.nɛ.nɯŋ.ku.na.i.ɾʌt̚.ke],[bo.nɛ.nɯŋ.ku.na.i.ɾʌt̚.ke]
기회를 놓치지,54,[ki.hwe.ɾɯl.lot̚.tʃʰi.tʃi],[gi.hwe.ɾɯl.lot̚.tʃʰi.dʒi]
들을 수가,54,[tɯl.ɯl.su.ka],[dɯl.ɯl.su.ga]
아냐 아냐 아냐,54,[a.nja.a.nja.a.nja],[a.nja.a.nja.a.nja]
많은 사람들은,54,[man.ɯn.sa.ɾan.tɯl.ɯn],[man.ɯn.sa.ɾan.tɯl.ɯn]
그 환자,54,[kɯ.hwan.tʃa],[gɯ.hwan.tʃa]
만약 니가,54,[man.jak̚.ni.ka],[man.jak̚.ni.ga]
시작해 보죠,54,[si.tʃak̚.hɛ.po.tʃjo],[si.dʒak̚.hɛ.bo.dʒjo]
것 같아요 난,54,[kʌt̚.kat̚.a.jo.nan],[gʌt̚.gat̚.a.jo.nan]
말했어야 했어,54,[mal.hɛt̚.ʌ.ja.hɛt̚.ʌ],[mal.hɛt̚.ʌ.ja.hɛt̚.ʌ]
내가 틀렸다면,54,[nɛ.ka.tʰɯl.ɾjʌt̚.ta.mjʌn],[nɛ.ga.tʰɯl.ɾjʌt̚.ta.mjʌn]
이렇게 말하니 얼마나 멋진가,54,[i.ɾʌt̚.ke.mal.ha.ni.ʌl.ma.na.mʌt̚.tʃiŋ.ka],[i.ɾʌt̚.ke.mal.ha.ni.ʌl.ma.na.mʌt̚.tʃiŋ.ka]
하지만 알고,54,[ha.tʃi.man.al.ko],[ha.dʒi.man.al.ko]
거 그리고,54,[kʌ.kɯ.ɾi.ko],[gʌ.gɯ.ɾi.go]
얘기하고 싶지 않아요,54,[jɛ.ki.ha.ko.sip̚.tʃi.an.a.jo],[jɛ.gi.ha.go.sip̚.tʃi.an.a.jo]
일을 한 거예요,54,[il.ɯl.haŋ.kʌ.je.jo],[il.ɯl.han.gʌ.je.jo]
차 세우라고,54,[tʃʰa.se.u.ɾa.ko],[tʃʰa.se.u.ɾa.go]
큰 죄를,54,[kʰɯn.tʃwe.ɾɯl],[kʰɯn.dʒwe.ɾɯl]
잃어버릴 것만,54,[il.ʌ.pʌ.ɾil.kʌt̚.man],[il.ʌ.bʌ.ɾil.gʌt̚.man]
나랑 놀자,54,[na.ɾaŋ.nol.tʃa],[na.ɾaŋ.nol.tʃa]
않을 것 같은데,54,[an.ɯl.kʌt̚.kat̚.ɯn.te],[an.ɯl.gʌt̚.gat̚.ɯn.te]
갖고 있는지,54,[kat̚.ko.it̚.nɯn.tʃi],[gat̚.ko.it̚.nɯn.tʃi]
it was a,54,,
