Item,Frequency,Formal_IPA,Casual_IPA
대신 사과할게요,24,[tɛ.sin.sa.kwa.hal.ke.jo],[dɛ.sin.sa.gwa.hal.ke.jo]
와 안녕하세요,24,[wa.an.njʌŋ.ha.se.jo],[wa.an.njʌŋ.ha.se.jo]
뭘 하고 있었지,24,[mwʌl.ha.ko.it̚.ʌt̚.tʃi],[mwʌl.ha.go.it̚.ʌt̚.tʃi]
없지만 넌,24,[ʌp̚.tʃi.man.nʌn],[ʌp̚.tʃi.man.nʌn]
게 다행이야,24,[ke.ta.hɛŋ.i.ja],[ge.da.hɛŋ.i.ja]
뭘 하고 있죠,24,[mwʌl.ha.ko.it̚.tʃjo],[mwʌl.ha.go.it̚.tʃjo]
해서 모든,24,[hɛ.sʌ.mo.tɯn],[hɛ.sʌ.mo.dɯn]
깨질 거야,24,[k͈ɛ.tʃil.kʌ.ja],[k͈ɛ.dʒil.gʌ.ja]
게 계속,24,[ke.kje.sok̚],[ge.gje.sok̚]
어디서 그를,24,[ʌ.ti.sʌ.kɯ.ɾɯl],[ʌ.di.sʌ.gɯ.ɾɯl]
받았을 수도,24,[pat̚.at̚.ɯl.su.to],[bat̚.at̚.ɯl.su.do]
그런데 아까,24,[kɯ.ɾʌn.te.a.k͈a],[gɯ.ɾʌn.te.a.k͈a]
마요 나,24,[ma.jo.na],[ma.jo.na]
집에서 봐요,24,[tʃip̚.e.sʌ.pwa.jo],[dʒip̚.e.sʌ.bwa.jo]
넌 가도,24,[nʌŋ.ka.to],[nʌn.ga.do]
상황은 어떻습니까,24,[saŋ.hwaŋ.ɯn.ʌ.t͈ʌt̚.sɯp̚.ni.k͈a],[saŋ.hwaŋ.ɯn.ʌ.t͈ʌt̚.sɯp̚.ni.k͈a]
위스키 좀,24,[wi.sɯ.kʰi.tʃom],[wi.sɯ.kʰi.dʒom]
알고 지냈는데,24,[al.ko.tʃi.nɛt̚.nɯn.te],[al.ko.dʒi.nɛt̚.nɯn.te]
안 될 것 같은데요,24,[an.twel.kʌt̚.kat̚.ɯn.te.jo],[an.dwel.gʌt̚.gat̚.ɯn.te.jo]
그들을 이길,24,[kɯ.tɯl.ɯl.i.kil],[gɯ.dɯl.ɯl.i.gil]
나는 일하고,24,[na.nɯn.il.ha.ko],[na.nɯn.il.ha.go]
코만치 레드,24,[kʰo.man.tʃʰi.ɾe.tɯ],[kʰo.man.tʃʰi.ɾe.dɯ]
저도 가겠습니다,24,[tʃʌ.to.ka.ket̚.sɯp̚.ni.ta],[dʒʌ.do.ga.get̚.sɯp̚.ni.da]
항상 큰,24,[haŋ.saŋ.kʰɯn],[haŋ.saŋ.kʰɯn]
이젠 뭐,24,[i.tʃen.mwʌ],[i.dʒen.mwʌ]
하지만 자신의,24,[ha.tʃi.man.tʃa.sin.ɯi],[ha.dʒi.man.dʒa.sin.ɯi]
차를 훔쳤지,24,[tʃʰa.ɾɯl.hun.tʃʰjʌt̚.tʃi],[tʃʰa.ɾɯl.hun.tʃʰjʌt̚.tʃi]
스탠 스미스,24,[sɯ.tʰɛn.sɯ.mi.sɯ],[sɯ.tʰɛn.sɯ.mi.sɯ]
있는 애들,24,[it̚.nɯn.ɛ.tɯl],[it̚.nɯn.ɛ.dɯl]
오늘 새로운,24,[o.nɯl.sɛ.ɾo.un],[o.nɯl.sɛ.ɾo.un]
안에 있을 거예요,24,[an.e.it̚.ɯl.kʌ.je.jo],[an.e.it̚.ɯl.gʌ.je.jo]
맺는 자들이다,24,[mɛt̚.nɯn.tʃa.tɯl.i.ta],[mɛt̚.nɯn.dʒa.dɯl.i.da]
학교에 갈 수,24,[hak̚.kjo.e.kal.su],[hak̚.kjo.e.gal.su]
그녀를 봐,24,[kɯ.njʌ.ɾɯl.pwa],[gɯ.njʌ.ɾɯl.bwa]
별로 어렵지,24,[pjʌl.ɾo.ʌ.ɾjʌp̚.tʃi],[bjʌl.ɾo.ʌ.ɾjʌp̚.tʃi]
아는 자가,24,[a.nɯn.tʃa.ka],[a.nɯn.dʒa.ga]
이제 금방,24,[i.tʃe.kɯm.paŋ],[i.dʒe.gɯm.paŋ]
정말로 잘,24,[tʃʌŋ.mal.ɾo.tʃal],[dʒʌŋ.mal.ɾo.dʒal]
만큼 많이,24,[maŋ.kʰɯm.man.i],[maŋ.kʰɯm.man.i]
상황이 바뀔,24,[saŋ.hwaŋ.i.pa.k͈wil],[saŋ.hwaŋ.i.ba.k͈wil]
해결될 것,24,[hɛ.kjʌl.twel.kʌt̚],[hɛ.gjʌl.twel.gʌt̚]
저도 이해합니다,24,[tʃʌ.to.i.hɛ.hap̚.ni.ta],[dʒʌ.do.i.hɛ.hap̚.ni.da]
죽음과 관련된,24,[tʃuk̚.ɯm.kwa.kwal.ljʌn.twen],[dʒuk̚.ɯm.kwa.gwal.ljʌn.twen]
와 여긴,24,[wa.jʌ.kin],[wa.jʌ.gin]
저 그림,24,[tʃʌ.kɯ.ɾim],[dʒʌ.gɯ.ɾim]
같아 가자,24,[kat̚.a.ka.tʃa],[gat̚.a.ga.dʒa]
거짓말하면 안 돼,24,[kʌ.tʃit̚.mal.ha.mjʌn.an.twɛ],[gʌ.dʒit̚.mal.ha.mjʌn.an.dwɛ]
that man,24,,
그녀에게 그,24,[kɯ.njʌ.e.ke.kɯ],[gɯ.njʌ.e.ge.gɯ]
것이 하나,24,[kʌt̚.i.ha.na],[gʌt̚.i.ha.na]
교육 좀,24,[kjo.juk̚.tʃom],[gjo.juk̚.dʒom]
내 잘못으로,24,[nɛ.tʃal.mot̚.ɯ.ɾo],[nɛ.dʒal.mot̚.ɯ.ɾo]
내가 왜 이러는,24,[nɛ.ka.wɛ.i.ɾʌ.nɯn],[nɛ.ga.wɛ.i.ɾʌ.nɯn]
곳은 고통스럽고,24,[kot̚.ɯŋ.ko.tʰoŋ.sɯ.ɾʌp̚.ko],[got̚.ɯn.go.tʰoŋ.sɯ.ɾʌp̚.ko]
것을 알아야,24,[kʌt̚.ɯl.al.a.ja],[gʌt̚.ɯl.al.a.ja]
만큼 이,24,[maŋ.kʰɯm.i],[maŋ.kʰɯm.i]
엄마 말고,24,[ʌm.ma.mal.ko],[ʌm.ma.mal.ko]
게 뭐가 어때서,24,[ke.mwʌ.ka.ʌ.t͈ɛ.sʌ],[ge.mwʌ.ga.ʌ.t͈ɛ.sʌ]
부탁이 하나 있어,24,[pu.tʰak̚.i.ha.na.it̚.ʌ],[bu.tʰak̚.i.ha.na.it̚.ʌ]
처음 오신,24,[tʃʰʌ.ɯm.o.sin],[tʃʰʌ.ɯm.o.sin]
그만 떨어,24,[kɯ.man.t͈ʌl.ʌ],[gɯ.man.t͈ʌl.ʌ]
잊지 말아야,24,[it̚.tʃi.mal.a.ja],[it̚.tʃi.mal.a.ja]
보호할 수 없어,24,[po.ho.hal.su.ʌp̚.ʌ],[bo.ho.hal.su.ʌp̚.ʌ]
한 무리,24,[han.mu.ɾi],[han.mu.ɾi]
코드 레드,24,[kʰo.tɯ.ɾe.tɯ],[kʰo.dɯ.ɾe.dɯ]
안 치우면,24,[an.tʃʰi.u.mjʌn],[an.tʃʰi.u.mjʌn]
안 탈 거야,24,[an.tʰal.kʌ.ja],[an.tʰal.gʌ.ja]
않는다고 생각해,24,[an.nɯn.ta.ko.sɛŋ.kak̚.hɛ],[an.nɯn.ta.go.sɛŋ.gak̚.hɛ]
알았어 안 돼,24,[al.at̚.ʌ.an.twɛ],[al.at̚.ʌ.an.dwɛ]
로비에 있는,24,[ɾo.pi.e.it̚.nɯn],[ɾo.bi.e.it̚.nɯn]
말하는 그런,24,[mal.ha.nɯŋ.kɯ.ɾʌn],[mal.ha.nɯn.gɯ.ɾʌn]
개인적인 일이에요,24,[kɛ.in.tʃʌk̚.in.il.i.e.jo],[gɛ.in.tʃʌk̚.in.il.i.e.jo]
순 없을 거예요,24,[sun.ʌp̚.ɯl.kʌ.je.jo],[sun.ʌp̚.ɯl.gʌ.je.jo]
응 미안,24,[ɯŋ.mi.an],[ɯŋ.mi.an]
뭔가 새로운 걸,24,[mwʌŋ.ka.sɛ.ɾo.uŋ.kʌl],[mwʌŋ.ka.sɛ.ɾo.un.gʌl]
박사 학위,24,[pak̚.sa.hak̚.wi],[bak̚.sa.hak̚.wi]
run it,24,,
고문이지만 희망을,24,[ko.mun.i.tʃi.man.hɯi.maŋ.ɯl],[go.mun.i.dʒi.man.hɯi.maŋ.ɯl]
말이 맞아 미안해,24,[mal.i.mat̚.a.mi.an.hɛ],[mal.i.mat̚.a.mi.an.hɛ]
Let me see,24,,
then I''ll,24,,
신고 못,24,[siŋ.ko.mot̚],[siŋ.ko.mot̚]
함께 일하는 게,24,[ham.k͈e.il.ha.nɯŋ.ke],[ham.k͈e.il.ha.nɯn.ge]
넌 나처럼,24,[nʌn.na.tʃʰʌ.ɾʌm],[nʌn.na.tʃʰʌ.ɾʌm]
사고가 아니야,24,[sa.ko.ka.a.ni.ja],[sa.go.ga.a.ni.ja]
나은 것을,24,[na.ɯŋ.kʌt̚.ɯl],[na.ɯn.gʌt̚.ɯl]
있는건 아무것도,24,[it̚.nɯŋ.kʌn.a.mu.kʌt̚.to],[it̚.nɯŋ.kʌn.a.mu.gʌt̚.to]
거기 누구냐,24,[kʌ.ki.nu.ku.nja],[gʌ.gi.nu.gu.nja]
짝사랑은 고문이지만,24,[tʃ͈ak̚.sa.ɾaŋ.ɯŋ.ko.mun.i.tʃi.man],[tʃ͈ak̚.sa.ɾaŋ.ɯn.go.mun.i.dʒi.man]
무심함까지도 너의 보조개가,24,[mu.sim.ham.k͈a.tʃi.to.nʌ.ɯi.po.tʃo.kɛ.ka],[mu.sim.ham.k͈a.dʒi.do.nʌ.ɯi.bo.dʒo.gɛ.ga]
무심함까지도 너의 보조개가 좋아,24,[mu.sim.ham.k͈a.tʃi.to.nʌ.ɯi.po.tʃo.kɛ.ka.tʃot̚.a],[mu.sim.ham.k͈a.dʒi.do.nʌ.ɯi.bo.dʒo.gɛ.ga.dʒot̚.a]
있을지 알고,24,[it̚.ɯl.tʃi.al.ko],[it̚.ɯl.tʃi.al.ko]
어떤 말이든,24,[ʌ.t͈ʌn.mal.i.tɯn],[ʌ.t͈ʌn.mal.i.dɯn]
새끼 곰,24,[sɛ.k͈i.kom],[sɛ.k͈i.gom]
그 돌을,24,[kɯ.tol.ɯl],[gɯ.dol.ɯl]
더 리퍼,24,[tʌ.ɾi.pʰʌ],[dʌ.ɾi.pʰʌ]
애들한테 무슨,24,[ɛ.tɯl.han.tʰe.mu.sɯn],[ɛ.dɯl.han.tʰe.mu.sɯn]
그래도 이젠,24,[kɯ.ɾɛ.to.i.tʃen],[gɯ.ɾɛ.do.i.dʒen]
있다고요 그럼,24,[it̚.ta.ko.jo.kɯ.ɾʌm],[it̚.ta.go.jo.gɯ.ɾʌm]
달고 다니는,24,[tal.ko.ta.ni.nɯn],[dal.ko.da.ni.nɯn]
거야 이것은,24,[kʌ.ja.i.kʌt̚.ɯn],[gʌ.ja.i.gʌt̚.ɯn]
부상을 입었다,24,[pu.saŋ.ɯl.ip̚.ʌt̚.ta],[bu.saŋ.ɯl.ip̚.ʌt̚.ta]
새끼가 내,24,[sɛ.k͈i.ka.nɛ],[sɛ.k͈i.ga.nɛ]
