Item,Frequency,Formal_IPA,Casual_IPA
어떻게 그럴 수 있어요,28,[ʌ.t͈ʌt̚.ke.kɯ.ɾʌl.su.it̚.ʌ.jo],[ʌ.t͈ʌt̚.ke.gɯ.ɾʌl.su.it̚.ʌ.jo]
그런 말에,28,[kɯ.ɾʌn.mal.e],[gɯ.ɾʌn.mal.e]
아빠 그,28,[a.p͈a.kɯ],[a.p͈a.gɯ]
네 응,28,[ne.ɯŋ],[ne.ɯŋ]
전문 변호사,28,[tʃʌn.mum.pjʌn.ho.sa],[dʒʌn.mun.bjʌn.ho.sa]
절 믿으셔야,28,[tʃʌl.mit̚.ɯ.sjʌ.ja],[dʒʌl.mit̚.ɯ.sjʌ.ja]
날 무시해,28,[nal.mu.si.hɛ],[nal.mu.si.hɛ]
난 당신이 생각하는,28,[nan.taŋ.sin.i.sɛŋ.kak̚.ha.nɯn],[nan.daŋ.sin.i.sɛŋ.gak̚.ha.nɯn]
왜 또 왔어,28,[wɛ.t͈o.wat̚.ʌ],[wɛ.t͈o.wat̚.ʌ]
정말 다행입니다,28,[tʃʌŋ.mal.ta.hɛŋ.ip̚.ni.ta],[dʒʌŋ.mal.da.hɛŋ.ip̚.ni.da]
편안하게 해,28,[pʰjʌn.an.ha.ke.hɛ],[pʰjʌn.an.ha.ge.hɛ]
시신을 못,28,[si.sin.ɯl.mot̚],[si.sin.ɯl.mot̚]
그쪽으로 가는,28,[kɯ.tʃ͈ok̚.ɯ.ɾo.ka.nɯn],[gɯ.tʃ͈ok̚.ɯ.ɾo.ga.nɯn]
다시 하지,28,[ta.si.ha.tʃi],[da.si.ha.dʒi]
왜 멈춰,28,[wɛ.mʌn.tʃʰwʌ],[wɛ.mʌn.tʃʰwʌ]
그렇게 생각했지만,28,[kɯ.ɾʌt̚.ke.sɛŋ.kak̚.hɛt̚.tʃi.man],[gɯ.ɾʌt̚.ke.sɛŋ.gak̚.hɛt̚.tʃi.man]
분을 위해,28,[pun.ɯl.wi.hɛ],[bun.ɯl.wi.hɛ]
못 본지,28,[mot̚.pon.tʃi],[mot̚.bon.tʃi]
말이 맞는 거,28,[mal.i.mat̚.nɯŋ.kʌ],[mal.i.mat̚.nɯn.gʌ]
자기가 하고,28,[tʃa.ki.ka.ha.ko],[dʒa.gi.ga.ha.go]
가서는 안,28,[ka.sʌ.nɯn.an],[ga.sʌ.nɯn.an]
건 다 하고,28,[kʌn.ta.ha.ko],[gʌn.da.ha.go]
이렇게 해야지,28,[i.ɾʌt̚.ke.hɛ.ja.tʃi],[i.ɾʌt̚.ke.hɛ.ja.dʒi]
가요 빨리,28,[ka.jo.p͈al.ɾi],[ga.jo.p͈al.ɾi]
