Item,Frequency,Formal_IPA,Casual_IPA
이 지역 사람들은,6,[i.tʃi.jʌk̚.sa.ɾan.tɯl.ɯn],[i.dʒi.jʌk̚.sa.ɾan.tɯl.ɯn]
때면 언제든,6,[t͈ɛ.mjʌn.ʌn.tʃe.tɯn],[t͈ɛ.mjʌn.ʌn.tʃe.dɯn]
이 지역 어딘가에,6,[i.tʃi.jʌk̚.ʌ.tiŋ.ka.e],[i.dʒi.jʌk̚.ʌ.diŋ.ka.e]
그의 컴퓨터에서,6,[kɯ.ɯi.kʰʌm.pʰju.tʰʌ.e.sʌ],[gɯ.ɯi.kʰʌm.pʰju.tʰʌ.e.sʌ]
이 지옥의,6,[i.tʃi.ok̚.ɯi],[i.dʒi.ok̚.ɯi]
때문 아닙니까,6,[t͈ɛ.mun.a.nip̚.ni.k͈a],[t͈ɛ.mun.a.nip̚.ni.k͈a]
때문 아닐까요,6,[t͈ɛ.mun.a.nil.k͈a.jo],[t͈ɛ.mun.a.nil.k͈a.jo]
때문 이니,6,[t͈ɛ.mun.i.ni],[t͈ɛ.mun.i.ni]
이 지팡이가,6,[i.tʃi.pʰaŋ.i.ka],[i.dʒi.pʰaŋ.i.ga]
그의 트럭을,6,[kɯ.ɯi.tʰɯ.ɾʌk̚.ɯl],[gɯ.ɯi.tʰɯ.ɾʌk̚.ɯl]
inside your head,6,,
이 지팡이를,6,[i.tʃi.pʰaŋ.i.ɾɯl],[i.dʒi.pʰaŋ.i.ɾɯl]
때문만은 아닙니다,6,[t͈ɛ.mun.man.ɯn.a.nip̚.ni.ta],[t͈ɛ.mun.man.ɯn.a.nip̚.ni.da]
때문만이 아냐,6,[t͈ɛ.mun.man.i.a.nja],[t͈ɛ.mun.man.i.a.nja]
You won,6,,
이 질문들에,6,[i.tʃil.mun.tɯl.e],[i.dʒil.mun.tɯl.e]
때문만이 아니에요,6,[t͈ɛ.mun.man.i.a.ni.e.jo],[t͈ɛ.mun.man.i.a.ni.e.jo]
돈이 있었어,6,[ton.i.it̚.ʌt̚.ʌ],[don.i.it̚.ʌt̚.ʌ]
돈이 있었다면,6,[ton.i.it̚.ʌt̚.ta.mjʌn],[don.i.it̚.ʌt̚.ta.mjʌn]
이 질병을 처음,6,[i.tʃil.pjʌŋ.ɯl.tʃʰʌ.ɯm],[i.dʒil.pjʌŋ.ɯl.tʃʰʌ.ɯm]
이 짐,6,[i.tʃim],[i.dʒim]
이 질환을,6,[i.tʃil.hwan.ɯl],[i.dʒil.hwan.ɯl]
이 질병을 처음 본,6,[i.tʃil.pjʌŋ.ɯl.tʃʰʌ.ɯm.pon],[i.dʒil.pjʌŋ.ɯl.tʃʰʌ.ɯm.bon]
이 질병과,6,[i.tʃil.pjʌŋ.kwa],[i.dʒil.pjʌŋ.gwa]
이 짐승들,6,[i.tʃim.sɯŋ.tɯl],[i.dʒim.sɯŋ.dɯl]
이 짐승이,6,[i.tʃim.sɯŋ.i],[i.dʒim.sɯŋ.i]
때문에 가능한,6,[t͈ɛ.mun.e.ka.nɯŋ.han],[t͈ɛ.mun.e.ga.nɯŋ.han]
때문에 가방이,6,[t͈ɛ.mun.e.ka.paŋ.i],[t͈ɛ.mun.e.ga.baŋ.i]
때문에 가는 거야,6,[t͈ɛ.mun.e.ka.nɯŋ.kʌ.ja],[t͈ɛ.mun.e.ga.nɯn.gʌ.ja]
때문에 가봐야,6,[t͈ɛ.mun.e.ka.pwa.ja],[t͈ɛ.mun.e.ga.bwa.ja]
때문에 가슴,6,[t͈ɛ.mun.e.ka.sɯm],[t͈ɛ.mun.e.ga.sɯm]
이 집 참,6,[i.tʃip̚.tʃʰam],[i.dʒip̚.tʃʰam]
가는 일,6,[ka.nɯn.il],[ga.nɯn.il]
이 집까지,6,[i.tʃip̚.k͈a.tʃi],[i.dʒip̚.k͈a.dʒi]
때문에 가장,6,[t͈ɛ.mun.e.ka.tʃaŋ],[t͈ɛ.mun.e.ga.dʒaŋ]
때문에 가야,6,[t͈ɛ.mun.e.ka.ja],[t͈ɛ.mun.e.ga.ja]
이 집안의 재산이 탐이,6,[i.tʃip̚.an.ɯi.tʃɛ.san.i.tʰam.i],[i.dʒip̚.an.ɯi.dʒɛ.san.i.tʰam.i]
이 집안의 재산이,6,[i.tʃip̚.an.ɯi.tʃɛ.san.i],[i.dʒip̚.an.ɯi.dʒɛ.san.i]
때문에 감옥에 가게,6,[t͈ɛ.mun.e.kam.ok̚.e.ka.ke],[t͈ɛ.mun.e.gam.ok̚.e.ga.ge]
이 집에 살면서,6,[i.tʃip̚.e.sal.mjʌn.sʌ],[i.dʒip̚.e.sal.mjʌn.sʌ]
이 집에 못,6,[i.tʃip̚.e.mot̚],[i.dʒip̚.e.mot̚]
이 집에 우리와,6,[i.tʃip̚.e.u.ɾi.wa],[i.dʒip̚.e.u.ɾi.wa]
걸 믿으란,6,[kʌl.mit̚.ɯ.ɾan],[gʌl.mit̚.ɯ.ɾan]
이 집에도,6,[i.tʃip̚.e.to],[i.dʒip̚.e.do]
이 집에서 계속,6,[i.tʃip̚.e.sʌ.kje.sok̚],[i.dʒip̚.e.sʌ.gje.sok̚]
그의 폐에,6,[kɯ.ɯi.pʰje.e],[gɯ.ɯi.pʰje.e]
그의 표정이,6,[kɯ.ɯi.pʰjo.tʃʌŋ.i],[gɯ.ɯi.pʰjo.dʒʌŋ.i]
때문에 걱정할,6,[t͈ɛ.mun.e.kʌk̚.tʃʌŋ.hal],[t͈ɛ.mun.e.gʌk̚.tʃʌŋ.hal]
열리니 내가 들어갑니다,6,[jʌl.ɾi.ni.nɛ.ka.tɯl.ʌ.kap̚.ni.ta],[jʌl.ɾi.ni.nɛ.ga.dɯl.ʌ.gap̚.ni.da]
때문에 겁에,6,[t͈ɛ.mun.e.kʌp̚.e],[t͈ɛ.mun.e.gʌp̚.e]
때문에 겁을,6,[t͈ɛ.mun.e.kʌp̚.ɯl],[t͈ɛ.mun.e.gʌp̚.ɯl]
때문에 겪은,6,[t͈ɛ.mun.e.kjʌk̚.ɯn],[t͈ɛ.mun.e.gjʌk̚.ɯn]
