Item,Frequency,Formal_IPA,Casual_IPA
안 싸워요,16,[an.s͈a.wʌ.jo],[an.s͈a.wʌ.jo]
겁니다 마지막,16,[kʌp̚.ni.ta.ma.tʃi.mak̚],[gʌp̚.ni.da.ma.dʒi.mak̚]
너 안 믿어,16,[nʌ.an.mit̚.ʌ],[nʌ.an.mit̚.ʌ]
인간의 두뇌,16,[iŋ.kan.ɯi.tu.nwe],[iŋ.kan.ɯi.du.nwe]
너 어디로,16,[nʌ.ʌ.ti.ɾo],[nʌ.ʌ.di.ɾo]
일이죠 그리고,16,[il.i.tʃjo.kɯ.ɾi.ko],[il.i.dʒjo.gɯ.ɾi.go]
사람이 나타날,16,[sa.ɾam.i.na.tʰa.nal],[sa.ɾam.i.na.tʰa.nal]
일이죠 내,16,[il.i.tʃjo.nɛ],[il.i.dʒjo.nɛ]
같아서 너무,16,[kat̚.a.sʌ.nʌ.mu],[gat̚.a.sʌ.nʌ.mu]
사람들의 생각을,16,[sa.ɾan.tɯl.ɯi.sɛŋ.kak̚.ɯl],[sa.ɾan.tɯl.ɯi.sɛŋ.gak̚.ɯl]
너 예전에,16,[nʌ.je.tʃʌn.e],[nʌ.je.dʒʌn.e]
일인지 몰라,16,[il.in.tʃi.mol.ɾa],[il.in.tʃi.mol.ɾa]
너 왜 여기 있니,16,[nʌ.wɛ.jʌ.ki.it̚.ni],[nʌ.wɛ.jʌ.gi.it̚.ni]
사람들이 당신에게,16,[sa.ɾan.tɯl.i.taŋ.sin.e.ke],[sa.ɾan.tɯl.i.daŋ.sin.e.ge]
교장 선생님을,16,[kjo.tʃaŋ.sʌn.sɛŋ.nim.ɯl],[gjo.dʒaŋ.sʌn.sɛŋ.nim.ɯl]
하지만 이것들은,16,[ha.tʃi.man.i.kʌt̚.tɯl.ɯn],[ha.dʒi.man.i.gʌt̚.tɯl.ɯn]
오늘 이걸,16,[o.nɯl.i.kʌl],[o.nɯl.i.gʌl]
걸 찾아서,16,[kʌl.tʃʰat̚.a.sʌ],[gʌl.tʃʰat̚.a.sʌ]
사람들이 모든,16,[sa.ɾan.tɯl.i.mo.tɯn],[sa.ɾan.tɯl.i.mo.dɯn]
저랑 한,16,[tʃʌ.ɾaŋ.han],[dʒʌ.ɾaŋ.han]
같아 나중에,16,[kat̚.a.na.tʃuŋ.e],[gat̚.a.na.dʒuŋ.e]
사람들이 살고,16,[sa.ɾan.tɯl.i.sal.ko],[sa.ɾan.tɯl.i.sal.ko]
내가 아는 사람은,16,[nɛ.ka.a.nɯn.sa.ɾam.ɯn],[nɛ.ga.a.nɯn.sa.ɾam.ɯn]
용서를 받을,16,[joŋ.sʌ.ɾɯl.pat̚.ɯl],[joŋ.sʌ.ɾɯl.bat̚.ɯl]
뭔가를 놓치고,16,[mwʌŋ.ka.ɾɯl.lot̚.tʃʰi.ko],[mwʌŋ.ka.ɾɯl.lot̚.tʃʰi.go]
너 이러고,16,[nʌ.i.ɾʌ.ko],[nʌ.i.ɾʌ.go]
내일 아니면,16,[nɛ.il.a.ni.mjʌn],[nɛ.il.a.ni.mjʌn]
만나 난,16,[man.na.nan],[man.na.nan]
너 이름이 뭐니,16,[nʌ.i.ɾɯm.i.mwʌ.ni],[nʌ.i.ɾɯm.i.mwʌ.ni]
대로 말할,16,[tɛ.ɾo.mal.hal],[dɛ.ɾo.mal.hal]
다음에 하지,16,[ta.ɯm.e.ha.tʃi],[da.ɯm.e.ha.dʒi]
사람들이 우리한테,16,[sa.ɾan.tɯl.i.u.ɾi.han.tʰe],[sa.ɾan.tɯl.i.u.ɾi.han.tʰe]
만 원이,16,[man.wʌn.i],[man.wʌn.i]
저러는 건,16,[tʃʌ.ɾʌ.nɯŋ.kʌn],[dʒʌ.ɾʌ.nɯn.gʌn]
was for,16,,
주소 같은,16,[tʃu.so.kat̚.ɯn],[dʒu.so.gat̚.ɯn]
내일 아침부터,16,[nɛ.il.a.tʃʰim.pu.tʰʌ],[nɛ.il.a.tʃʰim.pu.tʰʌ]
들어 보겠습니다,16,[tɯl.ʌ.po.ket̚.sɯp̚.ni.ta],[dɯl.ʌ.bo.get̚.sɯp̚.ni.da]
짓 때문에요,16,[tʃit̚.t͈ɛ.mun.e.jo],[dʒit̚.t͈ɛ.mun.e.jo]
오늘 일정은,16,[o.nɯl.il.tʃʌŋ.ɯn],[o.nɯl.il.tʃʌŋ.ɯn]
사람들이 할 수,16,[sa.ɾan.tɯl.i.hal.su],[sa.ɾan.tɯl.i.hal.su]
집에서 할,16,[tʃip̚.e.sʌ.hal],[dʒip̚.e.sʌ.hal]
일이 될 것이다,16,[il.i.twel.kʌt̚.i.ta],[il.i.dwel.gʌt̚.i.da]
저도 꼭,16,[tʃʌ.to.k͈ok̚],[dʒʌ.do.k͈ok̚]
사고 치기,16,[sa.ko.tʃʰi.ki],[sa.go.tʃʰi.gi]
같아서요 제가,16,[kat̚.a.sʌ.jo.tʃe.ka],[gat̚.a.sʌ.jo.dʒe.ga]
못해요 그래서,16,[mot̚.hɛ.jo.kɯ.ɾɛ.sʌ],[mot̚.hɛ.jo.gɯ.ɾɛ.sʌ]
교정 교정 교정 교정,16,[kjo.tʃʌŋ.kjo.tʃʌŋ.kjo.tʃʌŋ.kjo.tʃʌŋ],[gjo.dʒʌŋ.gjo.dʒʌŋ.gjo.dʒʌŋ.gjo.dʒʌŋ]
사고가 나기,16,[sa.ko.ka.na.ki],[sa.go.ga.na.gi]
짓 하기 전에,16,[tʃit̚.ha.ki.tʃʌn.e],[dʒit̚.ha.gi.dʒʌn.e]
그리고 둘이,16,[kɯ.ɾi.ko.tul.i],[gɯ.ɾi.go.dul.i]
이제 밖에,16,[i.tʃe.pak̚.e],[i.dʒe.bak̚.e]
일이 많네요,16,[il.i.man.ne.jo],[il.i.man.ne.jo]
사람은 누구에요,16,[sa.ɾam.ɯn.nu.ku.e.jo],[sa.ɾam.ɯn.nu.gu.e.jo]
만나게 될 줄은,16,[man.na.ke.twel.tʃul.ɯn],[man.na.ge.dwel.dʒul.ɯn]
사람은 당신을,16,[sa.ɾam.ɯn.taŋ.sin.ɯl],[sa.ɾam.ɯn.daŋ.sin.ɯl]
일찍 올 줄,16,[il.tʃ͈ik̚.ol.tʃul],[il.tʃ͈ik̚.ol.dʒul]
긴장 풀지,16,[kin.tʃam.pʰul.tʃi],[gin.tʃam.pʰul.tʃi]
구하지 않으면,16,[ku.ha.tʃi.an.ɯ.mjʌn],[gu.ha.dʒi.an.ɯ.mjʌn]
너 진짜 웃긴다,16,[nʌ.tʃin.tʃ͈a.ut̚.kin.ta],[nʌ.dʒin.tʃ͈a.ut̚.kin.ta]
정도면 된 것,16,[tʃʌŋ.to.mjʌn.tweŋ.kʌt̚],[dʒʌŋ.do.mjʌn.dwen.gʌt̚]
별일 없겠지,16,[pjʌl.il.ʌp̚.ket̚.tʃi],[bjʌl.il.ʌp̚.ket̚.tʃi]
사고로 세상은 날 알게,16,[sa.ko.ɾo.se.saŋ.ɯn.nal.al.ke],[sa.go.ɾo.se.saŋ.ɯn.nal.al.ke]
사고로 세상은 날,16,[sa.ko.ɾo.se.saŋ.ɯn.nal],[sa.go.ɾo.se.saŋ.ɯn.nal]
고마워요 넌,16,[ko.ma.wʌ.jo.nʌn],[go.ma.wʌ.jo.nʌn]
사람은 어떻게 지내요,16,[sa.ɾam.ɯn.ʌ.t͈ʌt̚.ke.tʃi.nɛ.jo],[sa.ɾam.ɯn.ʌ.t͈ʌt̚.ke.dʒi.nɛ.jo]
만나고 싶소,16,[man.na.ko.sip̚.so],[man.na.go.sip̚.so]
일하게 됐어요,16,[il.ha.ke.twɛt̚.ʌ.jo],[il.ha.ge.dwɛt̚.ʌ.jo]
사람은 우리가,16,[sa.ɾam.ɯn.u.ɾi.ka],[sa.ɾam.ɯn.u.ɾi.ga]
썼어 내,16,[s͈ʌt̚.ʌ.nɛ],[s͈ʌt̚.ʌ.nɛ]
구할 사람은,16,[ku.hal.sa.ɾam.ɯn],[gu.hal.sa.ɾam.ɯn]
짓도 하고,16,[tʃit̚.to.ha.ko],[dʒit̚.to.ha.go]
