Item,Frequency,Formal_IPA,Casual_IPA
그냥 우연이야,8,[kɯ.njaŋ.u.jʌn.i.ja],[gɯ.njaŋ.u.jʌn.i.ja]
아이를 가지지,8,[a.i.ɾɯl.ka.tʃi.tʃi],[a.i.ɾɯl.ga.dʒi.dʒi]
아이를 갖고 싶어요,8,[a.i.ɾɯl.kat̚.ko.sip̚.ʌ.jo],[a.i.ɾɯl.gat̚.ko.sip̚.ʌ.jo]
그냥 운이 좋은,8,[kɯ.njaŋ.un.i.tʃot̚.ɯn],[gɯ.njaŋ.un.i.dʒot̚.ɯn]
그냥 운전이나,8,[kɯ.njaŋ.un.tʃʌn.i.na],[gɯ.njaŋ.un.tʃʌn.i.na]
아이를 그렇게,8,[a.i.ɾɯl.kɯ.ɾʌt̚.ke],[a.i.ɾɯl.gɯ.ɾʌt̚.ke]
아이를 기를,8,[a.i.ɾɯl.ki.ɾɯl],[a.i.ɾɯl.gi.ɾɯl]
아이를 기르고,8,[a.i.ɾɯl.ki.ɾɯ.ko],[a.i.ɾɯl.gi.ɾɯ.go]
친구들이 죽었어,8,[tʃʰiŋ.ku.tɯl.i.tʃuk̚.ʌt̚.ʌ],[tʃʰiŋ.ku.dɯl.i.dʒuk̚.ʌt̚.ʌ]
아이를 낳고 싶어요,8,[a.i.ɾɯl.lat̚.ko.sip̚.ʌ.jo],[a.i.ɾɯl.lat̚.ko.sip̚.ʌ.jo]
아이를 낳기,8,[a.i.ɾɯl.lat̚.ki],[a.i.ɾɯl.lat̚.ki]
아이를 낳았다,8,[a.i.ɾɯl.lat̚.at̚.ta],[a.i.ɾɯl.lat̚.at̚.ta]
아이를 내,8,[a.i.ɾɯl.lɛ],[a.i.ɾɯl.lɛ]
아이를 데려,8,[a.i.ɾɯl.te.ɾjʌ],[a.i.ɾɯl.de.ɾjʌ]
The rain in,8,,
다른 이야기는,8,[ta.ɾɯn.i.ja.ki.nɯn],[da.ɾɯn.i.ja.gi.nɯn]
아이를 돌보고,8,[a.i.ɾɯl.tol.po.ko],[a.i.ɾɯl.dol.po.go]
아이를 둔,8,[a.i.ɾɯl.tun],[a.i.ɾɯl.dun]
날고 싶어요,8,[nal.ko.sip̚.ʌ.jo],[nal.ko.sip̚.ʌ.jo]
그냥 웬,8,[kɯ.njaŋ.wen],[gɯ.njaŋ.wen]
every morning,8,,
그냥 은행,8,[kɯ.njaŋ.ɯn.hɛŋ],[gɯ.njaŋ.ɯn.hɛŋ]
그냥 음식,8,[kɯ.njaŋ.ɯm.sik̚],[gɯ.njaŋ.ɯm.sik̚]
그냥 음악,8,[kɯ.njaŋ.ɯm.ak̚],[gɯ.njaŋ.ɯm.ak̚]
다른 인격을,8,[ta.ɾɯn.iŋ.kjʌk̚.ɯl],[da.ɾɯn.iŋ.kjʌk̚.ɯl]
다른 인격이,8,[ta.ɾɯn.iŋ.kjʌk̚.i],[da.ɾɯn.iŋ.kjʌk̚.i]
아이를 잃고,8,[a.i.ɾɯl.il.ko],[a.i.ɾɯl.il.ko]
다른 인생,8,[ta.ɾɯn.in.sɛŋ],[da.ɾɯn.in.sɛŋ]
거라 했는데,8,[kʌ.ɾa.hɛt̚.nɯn.te],[gʌ.ɾa.hɛt̚.nɯn.te]
다른 인생에서,8,[ta.ɾɯn.in.sɛŋ.e.sʌ],[da.ɾɯn.in.sɛŋ.e.sʌ]
아이를 입양하고,8,[a.i.ɾɯl.ip̚.jaŋ.ha.ko],[a.i.ɾɯl.ip̚.jaŋ.ha.go]
아이를 정말,8,[a.i.ɾɯl.tʃʌŋ.mal],[a.i.ɾɯl.dʒʌŋ.mal]
거라 했습니다,8,[kʌ.ɾa.hɛt̚.sɯp̚.ni.ta],[gʌ.ɾa.hɛt̚.sɯp̚.ni.da]
아이를 죽이면,8,[a.i.ɾɯl.tʃuk̚.i.mjʌn],[a.i.ɾɯl.dʒuk̚.i.mjʌn]
다른 일들이,8,[ta.ɾɯn.il.tɯl.i],[da.ɾɯn.il.tɯl.i]
아이를 찾는,8,[a.i.ɾɯl.tʃʰat̚.nɯn],[a.i.ɾɯl.tʃʰat̚.nɯn]
다른 일은 안,8,[ta.ɾɯn.il.ɯn.an],[da.ɾɯn.il.ɯn.an]
아이를 키우기,8,[a.i.ɾɯl.kʰi.u.ki],[a.i.ɾɯl.kʰi.u.gi]
그냥 이 순간을,8,[kɯ.njaŋ.i.suŋ.kan.ɯl],[gɯ.njaŋ.i.suŋ.kan.ɯl]
아이를 해치지,8,[a.i.ɾɯl.hɛ.tʃʰi.tʃi],[a.i.ɾɯl.hɛ.tʃʰi.dʒi]
up his,8,,
다른 일을 할 수,8,[ta.ɾɯn.il.ɯl.hal.su],[da.ɾɯn.il.ɯl.hal.su]
아이비 목섬,8,[a.i.pi.mok̚.sʌm],[a.i.bi.mok̚.sʌm]
다른 일이 있어,8,[ta.ɾɯn.il.i.it̚.ʌ],[da.ɾɯn.il.i.it̚.ʌ]
그냥 이것 좀,8,[kɯ.njaŋ.i.kʌt̚.tʃom],[gɯ.njaŋ.i.gʌt̚.dʒom]
다른 일이 있어요,8,[ta.ɾɯn.il.i.it̚.ʌ.jo],[da.ɾɯn.il.i.it̚.ʌ.jo]
아이스 라테,8,[a.i.sɯ.ɾa.tʰe],[a.i.sɯ.ɾa.tʰe]
나갈 기회를,8,[na.kal.ki.hwe.ɾɯl],[na.gal.gi.hwe.ɾɯl]
아이스크림 먹기,8,[a.i.sɯ.kʰɯ.ɾim.mʌk̚.ki],[a.i.sɯ.kʰɯ.ɾim.mʌk̚.ki]
The rain in Spain,8,,
아이스크림 먹자,8,[a.i.sɯ.kʰɯ.ɾim.mʌk̚.tʃa],[a.i.sɯ.kʰɯ.ɾim.mʌk̚.tʃa]
every now and then,8,,
잰슨 씨에게,8,[tʃɛn.sɯn.s͈i.e.ke],[dʒɛn.sɯn.s͈i.e.ge]
나갈 다른,8,[na.kal.ta.ɾɯn],[na.gal.da.ɾɯn]
가자 절대,8,[ka.tʃa.tʃʌl.tɛ],[ga.dʒa.dʒʌl.tɛ]
아이씨 아이씨,8,[a.i.s͈i.a.i.s͈i],[a.i.s͈i.a.i.s͈i]
그냥 이론일,8,[kɯ.njaŋ.i.ɾon.il],[gɯ.njaŋ.i.ɾon.il]
다른 재앙을,8,[ta.ɾɯn.tʃɛ.aŋ.ɯl],[da.ɾɯn.dʒɛ.aŋ.ɯl]
그냥 이름을,8,[kɯ.njaŋ.i.ɾɯm.ɯl],[gɯ.njaŋ.i.ɾɯm.ɯl]
아이언 핸드,8,[a.i.ʌn.hɛn.tɯ],[a.i.ʌn.hɛn.tɯ]
그냥 이메일,8,[kɯ.njaŋ.i.me.il],[gɯ.njaŋ.i.me.il]
다른 전쟁을,8,[ta.ɾɯn.tʃʌn.tʃɛŋ.ɯl],[da.ɾɯn.dʒʌn.tʃɛŋ.ɯl]
every once in,8,,
아이엠 폴링,8,[a.i.em.pʰol.ɾiŋ],[a.i.em.pʰol.ɾiŋ]
회장이 된,8,[hwe.tʃaŋ.i.twen],[hwe.dʒaŋ.i.dwen]
쟁반을 탁,8,[tʃɛm.pan.ɯl.tʰak̚],[dʒɛŋ.ban.ɯl.tʰak̚]
every once,8,,
아이의 눈을,8,[a.i.ɯi.nun.ɯl],[a.i.ɯi.nun.ɯl]
다른 점도,8,[ta.ɾɯn.tʃʌn.to],[da.ɾɯn.dʒʌn.to]
거라고 그걸,8,[kʌ.ɾa.ko.kɯ.kʌl],[gʌ.ɾa.go.gɯ.gʌl]
다른 점이 하나,8,[ta.ɾɯn.tʃʌm.i.ha.na],[da.ɾɯn.dʒʌm.i.ha.na]
아이의 인생이,8,[a.i.ɯi.in.sɛŋ.i],[a.i.ɯi.in.sɛŋ.i]
다른 정보,8,[ta.ɾɯn.tʃʌm.po],[da.ɾɯn.dʒʌŋ.bo]
다른 정보가,8,[ta.ɾɯn.tʃʌm.po.ka],[da.ɾɯn.dʒʌŋ.bo.ga]
다른 정부,8,[ta.ɾɯn.tʃʌm.pu],[da.ɾɯn.dʒʌŋ.bu]
