Item,Frequency,Formal_IPA,Casual_IPA
프라이데이 때문에,5,[pʰɯ.ɾa.i.te.i.t͈ɛ.mun.e],[pʰɯ.ɾa.i.de.i.t͈ɛ.mun.e]
프라이데이 진짜 끝내줘 칼루아,5,[pʰɯ.ɾa.i.te.i.tʃin.tʃ͈a.k͈ɯt̚.nɛ.tʃwʌ.kʰal.ɾu.a],[pʰɯ.ɾa.i.de.i.dʒin.tʃ͈a.k͈ɯt̚.nɛ.dʒwʌ.kʰal.ɾu.a]
프라이데이 진짜 끝내줘,5,[pʰɯ.ɾa.i.te.i.tʃin.tʃ͈a.k͈ɯt̚.nɛ.tʃwʌ],[pʰɯ.ɾa.i.de.i.dʒin.tʃ͈a.k͈ɯt̚.nɛ.dʒwʌ]
프라이데이 어쩐 일이야,5,[pʰɯ.ɾa.i.te.i.ʌ.tʃ͈ʌn.il.i.ja],[pʰɯ.ɾa.i.de.i.ʌ.tʃ͈ʌn.il.i.ja]
프라이 하나,5,[pʰɯ.ɾa.i.ha.na],[pʰɯ.ɾa.i.ha.na]
프라이버시를 가질,5,[pʰɯ.ɾa.i.pʌ.si.ɾɯl.ka.tʃil],[pʰɯ.ɾa.i.bʌ.si.ɾɯl.ga.dʒil]
프라이버시 침해야,5,[pʰɯ.ɾa.i.pʌ.si.tʃʰim.hɛ.ja],[pʰɯ.ɾa.i.bʌ.si.tʃʰim.hɛ.ja]
방해만 돼요,5,[paŋ.hɛ.man.twɛ.jo],[baŋ.hɛ.man.dwɛ.jo]
프라이스를 살해한,5,[pʰɯ.ɾa.i.sɯ.ɾɯl.sal.hɛ.han],[pʰɯ.ɾa.i.sɯ.ɾɯl.sal.hɛ.han]
프라이스 씨가,5,[pʰɯ.ɾa.i.sɯ.s͈i.ka],[pʰɯ.ɾa.i.sɯ.s͈i.ga]
프라임 에어라인,5,[pʰɯ.ɾa.im.e.ʌ.ɾa.in],[pʰɯ.ɾa.im.e.ʌ.ɾa.in]
프라터르 씨,5,[pʰɯ.ɾa.tʰʌ.ɾɯ.s͈i],[pʰɯ.ɾa.tʰʌ.ɾɯ.s͈i]
프라이와 잘,5,[pʰɯ.ɾa.i.wa.tʃal],[pʰɯ.ɾa.i.wa.dʒal]
내 다리 사이에,5,[nɛ.ta.ɾi.sa.i.e],[nɛ.da.ɾi.sa.i.e]
고문을 당했고,5,[ko.mun.ɯl.taŋ.hɛt̚.ko],[go.mun.ɯl.daŋ.hɛt̚.ko]
프란시스 떡치고,5,[pʰɯ.ɾan.si.sɯ.t͈ʌk̚.tʃʰi.ko],[pʰɯ.ɾan.si.sɯ.t͈ʌk̚.tʃʰi.go]
프란시스 너 안 불렀어,5,[pʰɯ.ɾan.si.sɯ.nʌ.am.pul.ɾʌt̚.ʌ],[pʰɯ.ɾan.si.sɯ.nʌ.an.bul.ɾʌt̚.ʌ]
프란시스 떡치고 뻗은 표정인데,5,[pʰɯ.ɾan.si.sɯ.t͈ʌk̚.tʃʰi.ko.p͈ʌt̚.ɯm.pʰjo.tʃʌŋ.in.te],[pʰɯ.ɾan.si.sɯ.t͈ʌk̚.tʃʰi.go.p͈ʌt̚.ɯm.pʰjo.dʒʌŋ.in.te]
프란시스 말 못할,5,[pʰɯ.ɾan.si.sɯ.mal.mot̚.hal],[pʰɯ.ɾan.si.sɯ.mal.mot̚.hal]
프란시스 말,5,[pʰɯ.ɾan.si.sɯ.mal],[pʰɯ.ɾan.si.sɯ.mal]
프란시스 떡치고 뻗은,5,[pʰɯ.ɾan.si.sɯ.t͈ʌk̚.tʃʰi.ko.p͈ʌt̚.ɯn],[pʰɯ.ɾan.si.sɯ.t͈ʌk̚.tʃʰi.go.p͈ʌt̚.ɯn]
프란시스 너 안,5,[pʰɯ.ɾan.si.sɯ.nʌ.an],[pʰɯ.ɾan.si.sɯ.nʌ.an]
프란시스 너,5,[pʰɯ.ɾan.si.sɯ.nʌ],[pʰɯ.ɾan.si.sɯ.nʌ]
프란시스 어디,5,[pʰɯ.ɾan.si.sɯ.ʌ.ti],[pʰɯ.ɾan.si.sɯ.ʌ.di]
프란시스 어디 처박혀 있어,5,[pʰɯ.ɾan.si.sɯ.ʌ.ti.tʃʰʌ.pak̚.hjʌ.it̚.ʌ],[pʰɯ.ɾan.si.sɯ.ʌ.di.tʃʰʌ.bak̚.hjʌ.it̚.ʌ]
프란시스 어디 처박혀,5,[pʰɯ.ɾan.si.sɯ.ʌ.ti.tʃʰʌ.pak̚.hjʌ],[pʰɯ.ɾan.si.sɯ.ʌ.di.tʃʰʌ.bak̚.hjʌ]
프란시스 말 못할 상황이라,5,[pʰɯ.ɾan.si.sɯ.mal.mot̚.hal.saŋ.hwaŋ.i.ɾa],[pʰɯ.ɾan.si.sɯ.mal.mot̚.hal.saŋ.hwaŋ.i.ɾa]
프란시스 이 떡판,5,[pʰɯ.ɾan.si.sɯ.i.t͈ʌk̚.pʰan],[pʰɯ.ɾan.si.sɯ.i.t͈ʌk̚.pʰan]
프란시스 어딨니,5,[pʰɯ.ɾan.si.sɯ.ʌ.tit̚.ni],[pʰɯ.ɾan.si.sɯ.ʌ.dit̚.ni]
방해하고 싶진 않은데,5,[paŋ.hɛ.ha.ko.sip̚.tʃin.an.ɯn.te],[baŋ.hɛ.ha.go.sip̚.tʃin.an.ɯn.te]
프란시스 이런,5,[pʰɯ.ɾan.si.sɯ.i.ɾʌn],[pʰɯ.ɾan.si.sɯ.i.ɾʌn]
프란시스 찾아야,5,[pʰɯ.ɾan.si.sɯ.tʃʰat̚.a.ja],[pʰɯ.ɾan.si.sɯ.tʃʰat̚.a.ja]
프란시스 이런 씨버러먹을,5,[pʰɯ.ɾan.si.sɯ.i.ɾʌn.s͈i.pʌ.ɾʌ.mʌk̚.ɯl],[pʰɯ.ɾan.si.sɯ.i.ɾʌn.s͈i.bʌ.ɾʌ.mʌk̚.ɯl]
프란시스 이 떡판 고쳐놓으셔야지,5,[pʰɯ.ɾan.si.sɯ.i.t͈ʌk̚.pʰaŋ.ko.tʃʰjʌ.not̚.ɯ.sjʌ.ja.tʃi],[pʰɯ.ɾan.si.sɯ.i.t͈ʌk̚.pʰan.go.tʃʰjʌ.not̚.ɯ.sjʌ.ja.dʒi]
