Item,Frequency,Formal_IPA,Casual_IPA
알겠어 우리,17,[al.ket̚.ʌ.u.ɾi],[al.ket̚.ʌ.u.ɾi]
그런 녀석이,17,[kɯ.ɾʌn.njʌ.sʌk̚.i],[gɯ.ɾʌn.njʌ.sʌk̚.i]
전부 어떻게,17,[tʃʌm.pu.ʌ.t͈ʌt̚.ke],[dʒʌm.pu.ʌ.t͈ʌt̚.ke]
슬퍼 보여요,17,[sɯl.pʰʌ.po.jʌ.jo],[sɯl.pʰʌ.bo.jʌ.jo]
생각엔 너,17,[sɛŋ.kak̚.en.nʌ],[sɛŋ.gak̚.en.nʌ]
큰 물고기를,17,[kʰɯn.mul.ko.ki.ɾɯl],[kʰɯn.mul.ko.gi.ɾɯl]
넌 아기,17,[nʌn.a.ki],[nʌn.a.gi]
거야 내일은,17,[kʌ.ja.nɛ.il.ɯn],[gʌ.ja.nɛ.il.ɯn]
아니고요 그,17,[a.ni.ko.jo.kɯ],[a.ni.go.jo.gɯ]
깬 것,17,[k͈ɛŋ.kʌt̚],[k͈ɛn.gʌt̚]
알고 계셨어,17,[al.ko.kje.sjʌt̚.ʌ],[al.ko.gje.sjʌt̚.ʌ]
This is where,17,,
알고 나니까,17,[al.ko.na.ni.k͈a],[al.ko.na.ni.k͈a]
정말 쉽게,17,[tʃʌŋ.mal.swip̚.ke],[dʒʌŋ.mal.swip̚.ke]
많이 했다고,17,[man.i.hɛt̚.ta.ko],[man.i.hɛt̚.ta.go]
알고 싶은 거지,17,[al.ko.sip̚.ɯŋ.kʌ.tʃi],[al.ko.sip̚.ɯn.gʌ.dʒi]
전부는 아닌,17,[tʃʌm.pu.nɯn.a.nin],[dʒʌm.pu.nɯn.a.nin]
알고 우리가,17,[al.ko.u.ɾi.ka],[al.ko.u.ɾi.ga]
넌 아무것도 모르고 있어,17,[nʌn.a.mu.kʌt̚.to.mo.ɾɯ.ko.it̚.ʌ],[nʌn.a.mu.gʌt̚.to.mo.ɾɯ.go.it̚.ʌ]
반가워요 잘,17,[paŋ.ka.wʌ.jo.tʃal],[baŋ.ka.wʌ.jo.dʒal]
what am I,17,,
어떻게 자랐는지,17,[ʌ.t͈ʌt̚.ke.tʃa.ɾat̚.nɯn.tʃi],[ʌ.t͈ʌt̚.ke.dʒa.ɾat̚.nɯn.tʃi]
알고 있다 그는,17,[al.ko.it̚.ta.kɯ.nɯn],[al.ko.it̚.ta.gɯ.nɯn]
행사가 있는데,17,[hɛŋ.sa.ka.it̚.nɯn.te],[hɛŋ.sa.ga.it̚.nɯn.te]
생각은 꿈에도,17,[sɛŋ.kak̚.ɯŋ.k͈um.e.to],[sɛŋ.gak̚.ɯŋ.k͈um.e.do]
있는지 보기,17,[it̚.nɯn.tʃi.po.ki],[it̚.nɯn.tʃi.bo.gi]
넌 몰라 넌,17,[nʌn.mol.ɾa.nʌn],[nʌn.mol.ɾa.nʌn]
됐어요 뭐,17,[twɛt̚.ʌ.jo.mwʌ],[dwɛt̚.ʌ.jo.mwʌ]
미래의 내,17,[mi.ɾɛ.ɯi.nɛ],[mi.ɾɛ.ɯi.nɛ]
나는 유일한,17,[na.nɯn.ju.il.han],[na.nɯn.ju.il.han]
그래서 우리는 그를,17,[kɯ.ɾɛ.sʌ.u.ɾi.nɯŋ.kɯ.ɾɯl],[gɯ.ɾɛ.sʌ.u.ɾi.nɯn.gɯ.ɾɯl]
숨어 있습니다,17,[sum.ʌ.it̚.sɯp̚.ni.ta],[sum.ʌ.it̚.sɯp̚.ni.da]
저 사람은 내,17,[tʃʌ.sa.ɾam.ɯn.nɛ],[dʒʌ.sa.ɾam.ɯn.nɛ]
같은데 안 돼,17,[kat̚.ɯn.te.an.twɛ],[gat̚.ɯn.te.an.dwɛ]
어떻게 지내고 있어,17,[ʌ.t͈ʌt̚.ke.tʃi.nɛ.ko.it̚.ʌ],[ʌ.t͈ʌt̚.ke.dʒi.nɛ.go.it̚.ʌ]
있는지 볼 수,17,[it̚.nɯn.tʃi.pol.su],[it̚.nɯn.tʃi.bol.su]
전에 그건,17,[tʃʌn.e.kɯ.kʌn],[dʒʌn.e.gɯ.gʌn]
아직 식사,17,[a.tʃik̚.sik̚.sa],[a.dʒik̚.sik̚.sa]
알다가도 모르겠어,17,[al.ta.ka.to.mo.ɾɯ.ket̚.ʌ],[al.ta.ga.do.mo.ɾɯ.get̚.ʌ]
생각은 어떠니,17,[sɛŋ.kak̚.ɯn.ʌ.t͈ʌ.ni],[sɛŋ.gak̚.ɯn.ʌ.t͈ʌ.ni]
