Item,Frequency,Formal_IPA,Casual_IPA
끝났을 때 하이가든을,6,[k͈ɯt̚.nat̚.ɯl.t͈ɛ.ha.i.ka.tɯn.ɯl],[k͈ɯt̚.nat̚.ɯl.t͈ɛ.ha.i.ga.dɯn.ɯl]
자네를 보며,6,[tʃa.ne.ɾɯl.po.mjʌ],[dʒa.ne.ɾɯl.bo.mjʌ]
것도 기분,6,[kʌt̚.to.ki.pun],[gʌt̚.to.gi.bun]
끝났을 때 하이가든을 치지,6,[k͈ɯt̚.nat̚.ɯl.t͈ɛ.ha.i.ka.tɯn.ɯl.tʃʰi.tʃi],[k͈ɯt̚.nat̚.ɯl.t͈ɛ.ha.i.ga.dɯn.ɯl.tʃʰi.dʒi]
끝났을지 몰라도,6,[k͈ɯt̚.nat̚.ɯl.tʃi.mol.ɾa.to],[k͈ɯt̚.nat̚.ɯl.tʃi.mol.ɾa.do]
자네를 여기,6,[tʃa.ne.ɾɯl.jʌ.ki],[dʒa.ne.ɾɯl.jʌ.gi]
말이야 거짓말,6,[mal.i.ja.kʌ.tʃit̚.mal],[mal.i.ja.gʌ.dʒit̚.mal]
자네를 여기로,6,[tʃa.ne.ɾɯl.jʌ.ki.ɾo],[dʒa.ne.ɾɯl.jʌ.gi.ɾo]
말이야 건배,6,[mal.i.ja.kʌm.pɛ],[mal.i.ja.gʌm.pɛ]
자네를 존경해,6,[tʃa.ne.ɾɯl.tʃoŋ.kjʌŋ.hɛ],[dʒa.ne.ɾɯl.dʒoŋ.kjʌŋ.hɛ]
것도 기억을,6,[kʌt̚.to.ki.ʌk̚.ɯl],[gʌt̚.to.gi.ʌk̚.ɯl]
끝내 그래,6,[k͈ɯt̚.nɛ.kɯ.ɾɛ],[k͈ɯt̚.nɛ.gɯ.ɾɛ]
자네를 처음,6,[tʃa.ne.ɾɯl.tʃʰʌ.ɯm],[dʒa.ne.ɾɯl.tʃʰʌ.ɯm]
자네를 찾아,6,[tʃa.ne.ɾɯl.tʃʰat̚.a],[dʒa.ne.ɾɯl.tʃʰat̚.a]
