Item,Frequency,Formal_IPA,Casual_IPA
살해당했는데 복수하지,20,[sal.hɛ.taŋ.hɛt̚.nɯn.te.pok̚.su.ha.tʃi],[sal.hɛ.daŋ.hɛt̚.nɯn.te.bok̚.su.ha.dʒi]
There''s an,20,,
죽이지 않았으니 말이지,20,[tʃuk̚.i.tʃi.an.at̚.ɯ.ni.mal.i.tʃi],[dʒuk̚.i.dʒi.an.at̚.ɯ.ni.mal.i.dʒi]
언제나 그런사람이야,20,[ʌn.tʃe.na.kɯ.ɾʌn.sa.ɾam.i.ja],[ʌn.tʃe.na.gɯ.ɾʌn.sa.ɾam.i.ja]
보여 줬지,20,[po.jʌ.tʃwʌt̚.tʃi],[bo.jʌ.dʒwʌt̚.tʃi]
골목에 서있었지,20,[kol.mok̚.e.sʌ.it̚.ʌt̚.tʃi],[gol.mok̚.e.sʌ.it̚.ʌt̚.tʃi]
일이 제,20,[il.i.tʃe],[il.i.dʒe]
삶을 빼앗아 버렸습니다,20,[sam.ɯl.p͈ɛ.at̚.a.pʌ.ɾjʌt̚.sɯp̚.ni.ta],[sam.ɯl.p͈ɛ.at̚.a.bʌ.ɾjʌt̚.sɯp̚.ni.da]
죽을걸세 표식의 주인을 죽여도,20,[tʃuk̚.ɯl.kʌl.se.pʰjo.sik̚.ɯi.tʃu.in.ɯl.tʃuk̚.jʌ.to],[dʒuk̚.ɯl.kʌl.se.pʰjo.sik̚.ɯi.dʒu.in.ɯl.dʒuk̚.jʌ.do]
날 원망하지,20,[nal.wʌn.maŋ.ha.tʃi],[nal.wʌn.maŋ.ha.dʒi]
고마워하게 될 거야,20,[ko.ma.wʌ.ha.ke.twel.kʌ.ja],[go.ma.wʌ.ha.ge.dwel.gʌ.ja]
들어가서 문을,20,[tɯl.ʌ.ka.sʌ.mun.ɯl],[dɯl.ʌ.ga.sʌ.mun.ɯl]
대화하고 싶습니다 이렇게 빨리,20,[tɛ.hwa.ha.ko.sip̚.sɯp̚.ni.ta.i.ɾʌt̚.ke.p͈al.ɾi],[dɛ.hwa.ha.go.sip̚.sɯp̚.ni.da.i.ɾʌt̚.ke.p͈al.ɾi]
혼자가 아닐,20,[hon.tʃa.ka.a.nil],[hon.tʃa.ga.a.nil]
차는 그냥 차가 아니야,20,[tʃʰa.nɯŋ.kɯ.njaŋ.tʃʰa.ka.a.ni.ja],[tʃʰa.nɯn.gɯ.njaŋ.tʃʰa.ga.a.ni.ja]
삼 년,20,[sam.njʌn],[sam.njʌn]
너한테 보여줄 게 있어,20,[nʌ.han.tʰe.po.jʌ.tʃul.ke.it̚.ʌ],[nʌ.han.tʰe.bo.jʌ.dʒul.ge.it̚.ʌ]
뉴욕 경찰청에서,20,[nju.jok̚.kjʌŋ.tʃʰal.tʃʰʌŋ.e.sʌ],[nju.jok̚.gjʌŋ.tʃʰal.tʃʰʌŋ.e.sʌ]
세계에서 살고있던 그가,20,[se.kje.e.sʌ.sal.ko.it̚.tʌŋ.kɯ.ka],[se.gje.e.sʌ.sal.ko.it̚.tʌn.gɯ.ga]
죽음도 내,20,[tʃuk̚.ɯn.to.nɛ],[dʒuk̚.ɯn.to.nɛ]
만약 당신이 산티노를,20,[man.jak̚.taŋ.sin.i.san.tʰi.no.ɾɯl],[man.jak̚.daŋ.sin.i.san.tʰi.no.ɾɯl]
날카롭게 갈아뒀습니다,20,[nal.kʰa.ɾop̚.ke.kal.a.twʌt̚.sɯp̚.ni.ta],[nal.kʰa.ɾop̚.ke.gal.a.dwʌt̚.sɯp̚.ni.da]
같은 소리 하고 자빠졌네,20,[kat̚.ɯn.so.ɾi.ha.ko.tʃa.p͈a.tʃjʌt̚.ne],[gat̚.ɯn.so.ɾi.ha.go.dʒa.p͈a.dʒjʌt̚.ne]
쓰는 것처럼,20,[s͈ɯ.nɯŋ.kʌt̚.tʃʰʌ.ɾʌm],[s͈ɯ.nɯn.gʌt̚.tʃʰʌ.ɾʌm]
그녀를 죽였다고,20,[kɯ.njʌ.ɾɯl.tʃuk̚.jʌt̚.ta.ko],[gɯ.njʌ.ɾɯl.dʒuk̚.jʌt̚.ta.go]
달라요 전,20,[tal.ɾa.jo.tʃʌn],[dal.ɾa.jo.dʒʌn]
있을때 도망쳤어야지 카모라가,20,[it̚.ɯl.t͈ɛ.to.maŋ.tʃʰjʌt̚.ʌ.ja.tʃi.kʰa.mo.ɾa.ka],[it̚.ɯl.t͈ɛ.do.maŋ.tʃʰjʌt̚.ʌ.ja.dʒi.kʰa.mo.ɾa.ga]
내가 안 가면,20,[nɛ.ka.aŋ.ka.mjʌn],[nɛ.ga.an.ga.mjʌn]
보게 됐어,20,[po.ke.twɛt̚.ʌ],[bo.ge.dwɛt̚.ʌ]
더 편해,20,[tʌ.pʰjʌn.hɛ],[dʌ.pʰjʌn.hɛ]
만약 또,20,[man.jak̚.t͈o],[man.jak̚.t͈o]
표식에서 자유로운 그가 뭘,20,[pʰjo.sik̚.e.sʌ.tʃa.ju.ɾo.uŋ.kɯ.ka.mwʌl],[pʰjo.sik̚.e.sʌ.dʒa.ju.ɾo.un.gɯ.ga.mwʌl]
일이 태산이야,20,[il.i.tʰɛ.san.i.ja],[il.i.tʰɛ.san.i.ja]
무슨 말 하는 거예요,20,[mu.sɯn.mal.ha.nɯŋ.kʌ.je.jo],[mu.sɯn.mal.ha.nɯn.gʌ.je.jo]
너한테 좋을,20,[nʌ.han.tʰe.tʃot̚.ɯl],[nʌ.han.tʰe.dʒot̚.ɯl]
나는 그를 본 적이,20,[na.nɯŋ.kɯ.ɾɯl.pon.tʃʌk̚.i],[na.nɯn.gɯ.ɾɯl.bon.dʒʌk̚.i]
사람들 대부분은,20,[sa.ɾan.tɯl.tɛ.pu.pun.ɯn],[sa.ɾan.tɯl.dɛ.bu.bun.ɯn]
뭘 준,20,[mwʌl.tʃun],[mwʌl.dʒun]
난 가봐야 해,20,[naŋ.ka.pwa.ja.hɛ],[nan.ga.bwa.ja.hɛ]
죽음의 냄새가,20,[tʃuk̚.ɯm.ɯi.nɛm.sɛ.ka],[dʒuk̚.ɯm.ɯi.nɛm.sɛ.ga]
다치지 않았어,20,[ta.tʃʰi.tʃi.an.at̚.ʌ],[da.tʃʰi.dʒi.an.at̚.ʌ]
상관하지 않을,20,[saŋ.kwan.ha.tʃi.an.ɯl],[saŋ.gwan.ha.dʒi.an.ɯl]
있는 곳인데,20,[it̚.nɯŋ.kot̚.in.te],[it̚.nɯn.got̚.in.te]
원하신다면 개인적으로 맡아드리겠습니다 고맙습니다,20,[wʌn.ha.sin.ta.mjʌŋ.kɛ.in.tʃʌk̚.ɯ.ɾo.mat̚.a.tɯ.ɾi.ket̚.sɯp̚.ni.ta.ko.map̚.sɯp̚.ni.ta],[wʌn.ha.sin.ta.mjʌn.gɛ.in.tʃʌk̚.ɯ.ɾo.mat̚.a.dɯ.ɾi.get̚.sɯp̚.ni.da.go.map̚.sɯp̚.ni.da]
