Item,Frequency,Formal_IPA,Casual_IPA
검정 드레스,6,[kʌn.tʃʌŋ.tɯ.ɾe.sɯ],[gʌn.tʃʌŋ.dɯ.ɾe.sɯ]
일은 대통령을,6,[il.ɯn.tɛ.tʰoŋ.ɾjʌŋ.ɯl],[il.ɯn.dɛ.tʰoŋ.ɾjʌŋ.ɯl]
기저귀를 갈아야,6,[ki.tʃʌ.kwi.ɾɯl.kal.a.ja],[gi.dʒʌ.gwi.ɾɯl.gal.a.ja]
검증 안,6,[kʌn.tʃɯŋ.an],[gʌn.tʃɯŋ.an]
일은 드물죠,6,[il.ɯn.tɯ.mul.tʃjo],[il.ɯn.dɯ.mul.tʃjo]
기적과도 같은,6,[ki.tʃʌk̚.kwa.to.kat̚.ɯn],[gi.dʒʌk̚.kwa.do.gat̚.ɯn]
일은 마무리,6,[il.ɯn.ma.mu.ɾi],[il.ɯn.ma.mu.ɾi]
검증하기 위해,6,[kʌn.tʃɯŋ.ha.ki.wi.hɛ],[gʌn.tʃɯŋ.ha.gi.wi.hɛ]
일은 말할,6,[il.ɯn.mal.hal],[il.ɯn.mal.hal]
마지막 부탁을,6,[ma.tʃi.mak̚.pu.tʰak̚.ɯl],[ma.dʒi.mak̚.bu.tʰak̚.ɯl]
가문에 저지른 죄악에 용서를,6,[ka.mun.e.tʃʌ.tʃi.ɾɯn.tʃwe.ak̚.e.joŋ.sʌ.ɾɯl],[ga.mun.e.dʒʌ.dʒi.ɾɯn.dʒwe.ak̚.e.joŋ.sʌ.ɾɯl]
마지막 북부의,6,[ma.tʃi.mak̚.puk̚.pu.ɯi],[ma.dʒi.mak̚.buk̚.pu.ɯi]
마지막 북부의 왕은,6,[ma.tʃi.mak̚.puk̚.pu.ɯi.waŋ.ɯn],[ma.dʒi.mak̚.buk̚.pu.ɯi.waŋ.ɯn]
일은 모두를,6,[il.ɯn.mo.tu.ɾɯl],[il.ɯn.mo.du.ɾɯl]
검진 결과,6,[kʌn.tʃiŋ.kjʌl.kwa],[gʌn.tʃin.gjʌl.kwa]
마지막 북부의 왕은 토렌,6,[ma.tʃi.mak̚.puk̚.pu.ɯi.waŋ.ɯn.tʰo.ɾen],[ma.dʒi.mak̚.buk̚.pu.ɯi.waŋ.ɯn.tʰo.ɾen]
마지막 빙하기가 끝날,6,[ma.tʃi.mak̚.piŋ.ha.ki.ka.k͈ɯt̚.nal],[ma.dʒi.mak̚.biŋ.ha.gi.ga.k͈ɯt̚.nal]
일은 무슨 일이,6,[il.ɯn.mu.sɯn.il.i],[il.ɯn.mu.sɯn.il.i]
일은 무엇이든,6,[il.ɯn.mu.ʌt̚.i.tɯn],[il.ɯn.mu.ʌt̚.i.dɯn]
일은 무엇인가,6,[il.ɯn.mu.ʌt̚.iŋ.ka],[il.ɯn.mu.ʌt̚.iŋ.ka]
일은 무조건,6,[il.ɯn.mu.tʃo.kʌn],[il.ɯn.mu.dʒo.gʌn]
마지막 빙하기의,6,[ma.tʃi.mak̚.piŋ.ha.ki.ɯi],[ma.dʒi.mak̚.biŋ.ha.gi.ɯi]
일은 무척,6,[il.ɯn.mu.tʃʰʌk̚],[il.ɯn.mu.tʃʰʌk̚]
가문은 수 세기를,6,[ka.mun.ɯn.su.se.ki.ɾɯl],[ga.mun.ɯn.su.se.gi.ɾɯl]
마지막 사건이 될,6,[ma.tʃi.mak̚.sa.kʌn.i.twel],[ma.dʒi.mak̚.sa.gʌn.i.dwel]
일은 뭐지,6,[il.ɯn.mwʌ.tʃi],[il.ɯn.mwʌ.dʒi]
마지막 사람이었다,6,[ma.tʃi.mak̚.sa.ɾam.i.ʌt̚.ta],[ma.dʒi.mak̚.sa.ɾam.i.ʌt̚.ta]
검찰 수사,6,[kʌn.tʃʰal.su.sa],[gʌn.tʃʰal.su.sa]
일은 바꿀,6,[il.ɯm.pa.k͈ul],[il.ɯn.ba.k͈ul]
일은 바꿀 수,6,[il.ɯm.pa.k͈ul.su],[il.ɯn.ba.k͈ul.su]
일은 반드시 해야,6,[il.ɯm.pan.tɯ.si.hɛ.ja],[il.ɯn.ban.tɯ.si.hɛ.ja]
마지막 생각은,6,[ma.tʃi.mak̚.sɛŋ.kak̚.ɯn],[ma.dʒi.mak̚.sɛŋ.gak̚.ɯn]
마지막 생존자가,6,[ma.tʃi.mak̚.sɛŋ.tʃon.tʃa.ka],[ma.dʒi.mak̚.sɛŋ.dʒon.tʃa.ga]
마지막 생존자가 될,6,[ma.tʃi.mak̚.sɛŋ.tʃon.tʃa.ka.twel],[ma.dʒi.mak̚.sɛŋ.dʒon.tʃa.ga.dwel]
일은 사과할게요,6,[il.ɯn.sa.kwa.hal.ke.jo],[il.ɯn.sa.gwa.hal.ke.jo]
일은 사실입니다,6,[il.ɯn.sa.sil.ip̚.ni.ta],[il.ɯn.sa.sil.ip̚.ni.da]
일은 살아남아서 지구와,6,[il.ɯn.sal.a.nam.a.sʌ.tʃi.ku.wa],[il.ɯn.sal.a.nam.a.sʌ.dʒi.gu.wa]
가문은 수 세기를 함께,6,[ka.mun.ɯn.su.se.ki.ɾɯl.ham.k͈e],[ga.mun.ɯn.su.se.gi.ɾɯl.ham.k͈e]
일은 살아남아서 지구와 감춰진,6,[il.ɯn.sal.a.nam.a.sʌ.tʃi.ku.wa.kan.tʃʰwʌ.tʃin],[il.ɯn.sal.a.nam.a.sʌ.dʒi.gu.wa.gan.tʃʰwʌ.dʒin]
마지막 소원이,6,[ma.tʃi.mak̚.so.wʌn.i],[ma.dʒi.mak̚.so.wʌn.i]
검찰 조사를 받게,6,[kʌn.tʃʰal.tʃo.sa.ɾɯl.pat̚.ke],[gʌn.tʃʰal.dʒo.sa.ɾɯl.bat̚.ke]
일은 쉬운,6,[il.ɯn.swi.un],[il.ɯn.swi.un]
일은 솔직히,6,[il.ɯn.sol.tʃik̚.hi],[il.ɯn.sol.tʃik̚.hi]
일은 시키지,6,[il.ɯn.si.kʰi.tʃi],[il.ɯn.si.kʰi.dʒi]
검찰 쪽,6,[kʌn.tʃʰal.tʃ͈ok̚],[gʌn.tʃʰal.tʃ͈ok̚]
기적이 될,6,[ki.tʃʌk̚.i.twel],[gi.dʒʌk̚.i.dwel]
마지막 순간에 마음을,6,[ma.tʃi.mak̚.suŋ.kan.e.ma.ɯm.ɯl],[ma.dʒi.mak̚.suŋ.kan.e.ma.ɯm.ɯl]
일은 아니라는,6,[il.ɯn.a.ni.ɾa.nɯn],[il.ɯn.a.ni.ɾa.nɯn]
기적이 두렵지,6,[ki.tʃʌk̚.i.tu.ɾjʌp̚.tʃi],[gi.dʒʌk̚.i.du.ɾjʌp̚.tʃi]
일은 아니었다,6,[il.ɯn.a.ni.ʌt̚.ta],[il.ɯn.a.ni.ʌt̚.ta]
검찰 쪽에,6,[kʌn.tʃʰal.tʃ͈ok̚.e],[gʌn.tʃʰal.tʃ͈ok̚.e]
일은 아니잖니,6,[il.ɯn.a.ni.tʃan.ni],[il.ɯn.a.ni.dʒan.ni]
기적이 일어나서,6,[ki.tʃʌk̚.i.il.ʌ.na.sʌ],[gi.dʒʌk̚.i.il.ʌ.na.sʌ]
일은 아니지요,6,[il.ɯn.a.ni.tʃi.jo],[il.ɯn.a.ni.dʒi.jo]
일은 아니지만요,6,[il.ɯn.a.ni.tʃi.man.jo],[il.ɯn.a.ni.dʒi.man.jo]
마지막 시험,6,[ma.tʃi.mak̚.si.hʌm],[ma.dʒi.mak̚.si.hʌm]
일은 아닌 거 같은데,6,[il.ɯn.a.niŋ.kʌ.kat̚.ɯn.te],[il.ɯn.a.nin.gʌ.gat̚.ɯn.te]
마지막 싸움을,6,[ma.tʃi.mak̚.s͈a.um.ɯl],[ma.dʒi.mak̚.s͈a.um.ɯl]
