Item,Frequency,Formal_IPA,Casual_IPA
안 돼,48703,[an.twɛ],[an.dwɛ]
할 수,33105,[hal.su],[hal.su]
수 있어,23345,[su.it̚.ʌ],[su.it̚.ʌ]
것 같아,22863,[kʌt̚.kat̚.a],[gʌt̚.gat̚.a]
수 있는,21492,[su.it̚.nɯn],[su.it̚.nɯn]
안 돼요,17094,[an.twɛ.jo],[an.dwɛ.jo]
것 같아요,14338,[kʌt̚.kat̚.a.jo],[gʌt̚.gat̚.a.jo]
수 있어요,13624,[su.it̚.ʌ.jo],[su.it̚.ʌ.jo]
bg_transparent c,11406,,
둘 다,11250,[tul.ta],[dul.da]
무슨 일이,10720,[mu.sɯn.il.i],[mu.sɯn.il.i]
하는 거야,10650,[ha.nɯŋ.kʌ.ja],[ha.nɯn.gʌ.ja]
korean c,10631,,
수 있을,10204,[su.it̚.ɯl],[su.it̚.ɯl]
수 없어,10105,[su.ʌp̚.ʌ],[su.ʌp̚.ʌ]
한 번,9892,[ham.pʌn],[han.bʌn]
말도 안,9298,[mal.to.an],[mal.to.an]
뭐 하는,9256,[mwʌ.ha.nɯn],[mwʌ.ha.nɯn]
될 거야,8937,[twel.kʌ.ja],[dwel.gʌ.ja]
할 거야,8584,[hal.kʌ.ja],[hal.gʌ.ja]
무슨 일이야,8239,[mu.sɯn.il.i.ja],[mu.sɯn.il.i.ja]
내 말,8045,[nɛ.mal],[nɛ.mal]
좀 더,7992,[tʃon.tʌ],[dʒom.dʌ]
있을 거야,7837,[it̚.ɯl.kʌ.ja],[it̚.ɯl.gʌ.ja]
왜 그래,7717,[wɛ.kɯ.ɾɛ],[wɛ.gɯ.ɾɛ]
것 같은데,7481,[kʌt̚.kat̚.ɯn.te],[gʌt̚.gat̚.ɯn.te]
수 있다,7353,[su.it̚.ta],[su.it̚.ta]
볼 수,7128,[pol.su],[bol.su]
모든 걸,7102,[mo.tɯŋ.kʌl],[mo.dɯn.gʌl]
얘기 좀,7051,[jɛ.ki.tʃom],[jɛ.gi.dʒom]
더 이상,7015,[tʌ.i.saŋ],[dʌ.i.saŋ]
하지 마,6872,[ha.tʃi.ma],[ha.dʒi.ma]
말 안,6806,[mal.an],[mal.an]
안 해,6688,[an.hɛ],[an.hɛ]
수 없는,6580,[su.ʌp̚.nɯn],[su.ʌp̚.nɯn]
내 말은,6487,[nɛ.mal.ɯn],[nɛ.mal.ɯn]
않을 거야,6474,[an.ɯl.kʌ.ja],[an.ɯl.gʌ.ja]
어떻게 된,6329,[ʌ.t͈ʌt̚.ke.twen],[ʌ.t͈ʌt̚.ke.dwen]
수 있습니다,6254,[su.it̚.sɯp̚.ni.ta],[su.it̚.sɯp̚.ni.da]
이리 와,5983,[i.ɾi.wa],[i.ɾi.wa]
알 수,5744,[al.su],[al.su]
좀 봐,5733,[tʃom.pwa],[dʒom.bwa]
모든 게,5614,[mo.tɯŋ.ke],[mo.dɯn.ge]
줄 알았어,5476,[tʃul.al.at̚.ʌ],[dʒul.al.at̚.ʌ]
할 수 있는,5474,[hal.su.it̚.nɯn],[hal.su.it̚.nɯn]
그런 거,5408,[kɯ.ɾʌŋ.kʌ],[gɯ.ɾʌn.gʌ]
그게 무슨,5399,[kɯ.ke.mu.sɯn],[gɯ.ge.mu.sɯn]
게 아니라,5207,[ke.a.ni.ɾa],[ge.a.ni.ɾa]
수 있게,5169,[su.it̚.ke],[su.it̚.ke]
수 없어요,5153,[su.ʌp̚.ʌ.jo],[su.ʌp̚.ʌ.jo]
필요 없어,5147,[pʰil.jo.ʌp̚.ʌ],[pʰil.jo.ʌp̚.ʌ]
거 같아,5140,[kʌ.kat̚.a],[gʌ.gat̚.a]
줄 알았는데,5023,[tʃul.al.at̚.nɯn.te],[dʒul.al.at̚.nɯn.te]
순 없어,5003,[sun.ʌp̚.ʌ],[sun.ʌp̚.ʌ]
뭐 하는 거야,4965,[mwʌ.ha.nɯŋ.kʌ.ja],[mwʌ.ha.nɯn.gʌ.ja]
