Item,Frequency,Formal_IPA,Casual_IPA
난리 났어,41,[nal.li.nat̚.ʌ],[nal.li.nat̚.ʌ]
잘 쓰는,41,[tʃal.s͈ɯ.nɯn],[dʒal.s͈ɯ.nɯn]
여기에 있어야,41,[jʌ.ki.e.it̚.ʌ.ja],[jʌ.gi.e.it̚.ʌ.ja]
없다고 생각하는,41,[ʌp̚.ta.ko.sɛŋ.kak̚.ha.nɯn],[ʌp̚.ta.go.sɛŋ.gak̚.ha.nɯn]
전 그렇게 생각하지,41,[tʃʌŋ.kɯ.ɾʌt̚.ke.sɛŋ.kak̚.ha.tʃi],[dʒʌn.gɯ.ɾʌt̚.ke.sɛŋ.gak̚.ha.dʒi]
도착할 때,41,[to.tʃʰak̚.hal.t͈ɛ],[do.tʃʰak̚.hal.t͈ɛ]
더 오면,41,[tʌ.o.mjʌn],[dʌ.o.mjʌn]
그게 끝이,41,[kɯ.ke.k͈ɯt̚.i],[gɯ.ge.k͈ɯt̚.i]
몰라요 네,41,[mol.ɾa.jo.ne],[mol.ɾa.jo.ne]
나 기분,41,[na.ki.pun],[na.gi.bun]
남편을 죽인,41,[nam.pʰjʌn.ɯl.tʃuk̚.in],[nam.pʰjʌn.ɯl.dʒuk̚.in]
결과가 어떻게,41,[kjʌl.kwa.ka.ʌ.t͈ʌt̚.ke],[gjʌl.kwa.ga.ʌ.t͈ʌt̚.ke]
안 불렀어,41,[am.pul.ɾʌt̚.ʌ],[an.bul.ɾʌt̚.ʌ]
되죠 하지만,41,[twe.tʃjo.ha.tʃi.man],[dwe.dʒjo.ha.dʒi.man]
그런 순간이,41,[kɯ.ɾʌn.suŋ.kan.i],[gɯ.ɾʌn.suŋ.kan.i]
같이 지내고,41,[kat̚.i.tʃi.nɛ.ko],[gat̚.i.dʒi.nɛ.go]
수 없이 많은,41,[su.ʌp̚.i.man.ɯn],[su.ʌp̚.i.man.ɯn]
어떻게 생겼는데,41,[ʌ.t͈ʌt̚.ke.sɛŋ.kjʌt̚.nɯn.te],[ʌ.t͈ʌt̚.ke.sɛŋ.gjʌt̚.nɯn.te]
데 도움이 될 거야,41,[te.to.um.i.twel.kʌ.ja],[de.do.um.i.dwel.gʌ.ja]
여기 왔다,41,[jʌ.ki.wat̚.ta],[jʌ.gi.wat̚.ta]
못 본 거야,41,[mot̚.poŋ.kʌ.ja],[mot̚.bon.gʌ.ja]
빨리 날,41,[p͈al.ɾi.nal],[p͈al.ɾi.nal]
있고요 그,41,[it̚.ko.jo.kɯ],[it̚.ko.jo.gɯ]
좀 가지러,41,[tʃom.ka.tʃi.ɾʌ],[dʒom.ga.dʒi.ɾʌ]
생각을 하니,41,[sɛŋ.kak̚.ɯl.ha.ni],[sɛŋ.gak̚.ɯl.ha.ni]
그런 표정을,41,[kɯ.ɾʌm.pʰjo.tʃʌŋ.ɯl],[gɯ.ɾʌm.pʰjo.dʒʌŋ.ɯl]
얼마나 사랑했는지,41,[ʌl.ma.na.sa.ɾaŋ.hɛt̚.nɯn.tʃi],[ʌl.ma.na.sa.ɾaŋ.hɛt̚.nɯn.tʃi]
이유를 알겠네요,41,[i.ju.ɾɯl.al.ket̚.ne.jo],[i.ju.ɾɯl.al.ket̚.ne.jo]
말고 나한테,41,[mal.ko.na.han.tʰe],[mal.ko.na.han.tʰe]
아직 잡히지,41,[a.tʃik̚.tʃap̚.hi.tʃi],[a.dʒik̚.dʒap̚.hi.dʒi]
아직 그럴,41,[a.tʃik̚.kɯ.ɾʌl],[a.dʒik̚.gɯ.ɾʌl]
맙소사 누가,41,[map̚.so.sa.nu.ka],[map̚.so.sa.nu.ga]
아니면 한,41,[a.ni.mjʌn.han],[a.ni.mjʌn.han]
치러야 해요,41,[tʃʰi.ɾʌ.ja.hɛ.jo],[tʃʰi.ɾʌ.ja.hɛ.jo]
눈 떼지,41,[nun.t͈e.tʃi],[nun.t͈e.dʒi]
하나만 들어줘,41,[ha.na.man.tɯl.ʌ.tʃwʌ],[ha.na.man.dɯl.ʌ.dʒwʌ]
뭐로 보는,41,[mwʌ.ɾo.po.nɯn],[mwʌ.ɾo.bo.nɯn]
시간이 지남에 따라,41,[si.kan.i.tʃi.nam.e.t͈a.ɾa],[si.gan.i.dʒi.nam.e.t͈a.ɾa]
줄 알겠지만,41,[tʃul.al.ket̚.tʃi.man],[dʒul.al.ket̚.tʃi.man]
향해 경례하고 있네요,41,[hjaŋ.hɛ.kjʌŋ.ɾje.ha.ko.it̚.ne.jo],[hjaŋ.hɛ.gjʌŋ.ɾje.ha.go.it̚.ne.jo]
그뿐 아니라,41,[kɯ.p͈un.a.ni.ɾa],[gɯ.p͈un.a.ni.ɾa]
요즘 젊은,41,[jo.tʃɯn.tʃʌm.ɯn],[jo.dʒɯm.dʒʌm.ɯn]
한 짓에 대한,41,[han.tʃit̚.e.tɛ.han],[han.dʒit̚.e.dɛ.han]
거 넌,41,[kʌ.nʌn],[gʌ.nʌn]
이렇게 할 수,41,[i.ɾʌt̚.ke.hal.su],[i.ɾʌt̚.ke.hal.su]
잠 좀 자자,41,[tʃan.tʃon.tʃa.tʃa],[dʒam.dʒom.dʒa.dʒa]
보이고 싶어,41,[po.i.ko.sip̚.ʌ],[bo.i.go.sip̚.ʌ]
해주셔서 감사합니다,41,[hɛ.tʃu.sjʌ.sʌ.kam.sa.hap̚.ni.ta],[hɛ.dʒu.sjʌ.sʌ.gam.sa.hap̚.ni.da]
이 학교가,41,[i.hak̚.kjo.ka],[i.hak̚.kjo.ga]
난 상처,41,[nan.saŋ.tʃʰʌ],[nan.saŋ.tʃʰʌ]
내 돈 내놔,41,[nɛ.ton.nɛ.nwa],[nɛ.don.nɛ.nwa]
밖에 없는데,41,[pak̚.e.ʌp̚.nɯn.te],[bak̚.e.ʌp̚.nɯn.te]
못 읽어,41,[mot̚.ik̚.ʌ],[mot̚.ik̚.ʌ]
알지만 우린,41,[al.tʃi.man.u.ɾin],[al.tʃi.man.u.ɾin]
나타날 거예요,41,[na.tʰa.nal.kʌ.je.jo],[na.tʰa.nal.gʌ.je.jo]
잘 안 보여,41,[tʃal.am.po.jʌ],[dʒal.an.bo.jʌ]
나에게 다시,41,[na.e.ke.ta.si],[na.e.ge.da.si]
때문이야 내,41,[t͈ɛ.mun.i.ja.nɛ],[t͈ɛ.mun.i.ja.nɛ]
뗄 거야,41,[t͈el.kʌ.ja],[t͈el.gʌ.ja]
의식을 잃고,41,[ɯi.sik̚.ɯl.il.ko],[ɯi.sik̚.ɯl.il.ko]
얘기 꺼내지,41,[jɛ.ki.k͈ʌ.nɛ.tʃi],[jɛ.gi.k͈ʌ.nɛ.dʒi]
가자 같이,41,[ka.tʃa.kat̚.i],[ga.dʒa.gat̚.i]
경례하고 있네요,41,[kjʌŋ.ɾje.ha.ko.it̚.ne.jo],[gjʌŋ.ɾje.ha.go.it̚.ne.jo]
다시 돌아가야,41,[ta.si.tol.a.ka.ja],[da.si.dol.a.ga.ja]
내 옷은,41,[nɛ.ot̚.ɯn],[nɛ.ot̚.ɯn]
나 총,41,[na.tʃʰoŋ],[na.tʃʰoŋ]
감사의 말씀을,41,[kam.sa.ɯi.mal.s͈ɯm.ɯl],[gam.sa.ɯi.mal.s͈ɯm.ɯl]
있었던 것은,41,[it̚.ʌt̚.tʌŋ.kʌt̚.ɯn],[it̚.ʌt̚.tʌn.gʌt̚.ɯn]
me what you,41,,
또 혼자,41,[t͈o.hon.tʃa],[t͈o.hon.tʃa]
지난번에 내가,41,[tʃi.nam.pʌn.e.nɛ.ka],[dʒi.nam.pʌn.e.nɛ.ga]
다 봤는데,41,[ta.pwat̚.nɯn.te],[da.bwat̚.nɯn.te]
훔치는 거야,41,[hun.tʃʰi.nɯŋ.kʌ.ja],[hun.tʃʰi.nɯn.gʌ.ja]
같이 먹어,41,[kat̚.i.mʌk̚.ʌ],[gat̚.i.mʌk̚.ʌ]
다스릴 수,41,[ta.sɯ.ɾil.su],[da.sɯ.ɾil.su]
꿈에도 생각,41,[k͈um.e.to.sɛŋ.kak̚],[k͈um.e.do.sɛŋ.gak̚]
정말 고마웠어요,41,[tʃʌŋ.mal.ko.ma.wʌt̚.ʌ.jo],[dʒʌŋ.mal.go.ma.wʌt̚.ʌ.jo]
나도 줘,41,[na.to.tʃwʌ],[na.do.dʒwʌ]
그는 그것에 대해,41,[kɯ.nɯŋ.kɯ.kʌt̚.e.tɛ.hɛ],[gɯ.nɯn.gɯ.gʌt̚.e.dɛ.hɛ]
이렇게 말합니다,41,[i.ɾʌt̚.ke.mal.hap̚.ni.ta],[i.ɾʌt̚.ke.mal.hap̚.ni.da]
말이야 방금,41,[mal.i.ja.paŋ.kɯm],[mal.i.ja.baŋ.gɯm]
말하는게 아니야,41,[mal.ha.nɯŋ.ke.a.ni.ja],[mal.ha.nɯŋ.ke.a.ni.ja]
네가 상관할 바,41,[ne.ka.saŋ.kwan.hal.pa],[ne.ga.saŋ.gwan.hal.ba]
자리를 잡고,41,[tʃa.ɾi.ɾɯl.tʃap̚.ko],[dʒa.ɾi.ɾɯl.dʒap̚.ko]
있는 일은 아무것도,41,[it̚.nɯn.il.ɯn.a.mu.kʌt̚.to],[it̚.nɯn.il.ɯn.a.mu.gʌt̚.to]
좋은 계획,41,[tʃot̚.ɯŋ.kje.hwek̚],[dʒot̚.ɯn.gje.hwek̚]
하나도 없었어,41,[ha.na.to.ʌp̚.ʌt̚.ʌ],[ha.na.do.ʌp̚.ʌt̚.ʌ]
깊고 어두운,41,[kip̚.ko.ʌ.tu.un],[gip̚.ko.ʌ.du.un]
닥터 로빈스,41,[tak̚.tʰʌ.ɾo.pin.sɯ],[dak̚.tʰʌ.ɾo.bin.sɯ]
두 팀으로,41,[tu.tʰim.ɯ.ɾo],[du.tʰim.ɯ.ɾo]
알았으면 해서,41,[al.at̚.ɯ.mjʌn.hɛ.sʌ],[al.at̚.ɯ.mjʌn.hɛ.sʌ]
