Item,Frequency,Formal_IPA,Casual_IPA
가자 이봐요,15,[ka.tʃa.i.pwa.jo],[ga.dʒa.i.bwa.jo]
명의 남자들,15,[mjʌŋ.ɯi.nan.tʃa.tɯl],[mjʌŋ.ɯi.nan.tʃa.dɯl]
that body 몸매,15,[mom.mɛ],[mom.mɛ]
재킷 주머니에,15,[tʃɛ.kʰit̚.tʃu.mʌ.ni.e],[dʒɛ.kʰit̚.dʒu.mʌ.ni.e]
저 미국,15,[tʃʌ.mi.kuk̚],[dʒʌ.mi.guk̚]
나간 것처럼,15,[na.kaŋ.kʌt̚.tʃʰʌ.ɾʌm],[na.gan.gʌt̚.tʃʰʌ.ɾʌm]
안부 전해주고,15,[am.pu.tʃʌn.hɛ.tʃu.ko],[am.pu.dʒʌn.hɛ.dʒu.go]
보살필 수,15,[po.sal.pʰil.su],[bo.sal.pʰil.su]
I think of,15,,
거라 생각하는데,15,[kʌ.ɾa.sɛŋ.kak̚.ha.nɯn.te],[gʌ.ɾa.sɛŋ.gak̚.ha.nɯn.te]
with a little,15,,
만약 알았다면,15,[man.jak̚.al.at̚.ta.mjʌn],[man.jak̚.al.at̚.ta.mjʌn]
있는 곳을 알,15,[it̚.nɯŋ.kot̚.ɯl.al],[it̚.nɯn.got̚.ɯl.al]
나간 뒤,15,[na.kan.twi],[na.gan.dwi]
당장 우릴,15,[taŋ.tʃaŋ.u.ɾil],[daŋ.dʒaŋ.u.ɾil]
됐는데 어떻게,15,[twɛt̚.nɯn.te.ʌ.t͈ʌt̚.ke],[dwɛt̚.nɯn.te.ʌ.t͈ʌt̚.ke]
그냥 오늘은,15,[kɯ.njaŋ.o.nɯl.ɯn],[gɯ.njaŋ.o.nɯl.ɯn]
나간 적,15,[na.kan.tʃʌk̚],[na.gan.dʒʌk̚]
안 드는군,15,[an.tɯ.nɯŋ.kun],[an.dɯ.nɯŋ.kun]
회의가 있는데,15,[hwe.ɯi.ka.it̚.nɯn.te],[hwe.ɯi.ga.it̚.nɯn.te]
친구들이 당신을,15,[tʃʰiŋ.ku.tɯl.i.taŋ.sin.ɯl],[tʃʰiŋ.ku.dɯl.i.daŋ.sin.ɯl]
제네바에 있는,15,[tʃe.ne.pa.e.it̚.nɯn],[dʒe.ne.ba.e.it̚.nɯn]
차례야 알았어,15,[tʃʰa.ɾje.ja.al.at̚.ʌ],[tʃʰa.ɾje.ja.al.at̚.ʌ]
잭 내가,15,[tʃɛk̚.nɛ.ka],[dʒɛk̚.nɛ.ga]
것을 명령한다,15,[kʌt̚.ɯl.mjʌŋ.ɾjʌŋ.han.ta],[gʌt̚.ɯl.mjʌŋ.ɾjʌŋ.han.ta]
