Item,Frequency,Formal_IPA,Casual_IPA
선택권이 없다고,9,[sʌn.tʰɛk̚.kwʌn.i.ʌp̚.ta.ko],[sʌn.tʰɛk̚.kwʌn.i.ʌp̚.ta.go]
있습니다 아무래도,9,[it̚.sɯp̚.ni.ta.a.mu.ɾɛ.to],[it̚.sɯp̚.ni.da.a.mu.ɾɛ.do]
그 상상,9,[kɯ.saŋ.saŋ],[gɯ.saŋ.saŋ]
선택권이 있었어,9,[sʌn.tʰɛk̚.kwʌn.i.it̚.ʌt̚.ʌ],[sʌn.tʰɛk̚.kwʌn.i.it̚.ʌt̚.ʌ]
the check,9,,
선택받은 자,9,[sʌn.tʰɛk̚.pat̚.ɯn.tʃa],[sʌn.tʰɛk̚.pat̚.ɯn.dʒa]
넘어가 주세요,9,[nʌm.ʌ.ka.tʃu.se.jo],[nʌm.ʌ.ga.dʒu.se.jo]
선택은 당신,9,[sʌn.tʰɛk̚.ɯn.taŋ.sin],[sʌn.tʰɛk̚.ɯn.daŋ.sin]
선택은 여러분의,9,[sʌn.tʰɛk̚.ɯn.jʌ.ɾʌ.pun.ɯi],[sʌn.tʰɛk̚.ɯn.jʌ.ɾʌ.bun.ɯi]
선택은 여러분의 것이다,9,[sʌn.tʰɛk̚.ɯn.jʌ.ɾʌ.pun.ɯi.kʌt̚.i.ta],[sʌn.tʰɛk̚.ɯn.jʌ.ɾʌ.bun.ɯi.gʌt̚.i.da]
So then,9,,
같이 봤어요,9,[kat̚.i.pwat̚.ʌ.jo],[gat̚.i.bwat̚.ʌ.jo]
넘어가는 거죠,9,[nʌm.ʌ.ka.nɯŋ.kʌ.tʃjo],[nʌm.ʌ.ga.nɯn.gʌ.dʒjo]
당신 것을,9,[taŋ.siŋ.kʌt̚.ɯl],[daŋ.sin.gʌt̚.ɯl]
같이 봤으면,9,[kat̚.i.pwat̚.ɯ.mjʌn],[gat̚.i.bwat̚.ɯ.mjʌn]
선택을 해야 했어,9,[sʌn.tʰɛk̚.ɯl.hɛ.ja.hɛt̚.ʌ],[sʌn.tʰɛk̚.ɯl.hɛ.ja.hɛt̚.ʌ]
넘어가면 안 될까,9,[nʌm.ʌ.ka.mjʌn.an.twel.k͈a],[nʌm.ʌ.ga.mjʌn.an.dwel.k͈a]
