Item,Frequency
본 적 없죠,10
해서요 당신,10
낮잠을 잘,10
파커 홀이,10
해서요 뭐,10
파키스탄 정보부,10
파키스탄에서는 많은 일이,10
그토록 찾던,10
밥맛 없는,10
가능성도 있을까요,10
파트너가 있었다,10
파트너들과 함께,10
그편이 훨씬,10
파티 어때요,10
해수의 힘주는,10
밧줄 좀,10
고마워요 와줘서,10
파티 준비하는,10
방 그리고,10
파티 초대장,10
때문일 수도 있죠,10
본 적이 없어 난,10
파티는 끝났어요,10
해야 돼 내가,10
지금 갈 수,10
지금 갈 테니까,10
파티를 열 건데,10
파티를 열려고,10
고마워요 이것 좀,10
이건 안 될 거야,10
방 안으로,10
내가 돌아오기,10
이건 안돼,10
낱말 풀이,10
해야 될 것 같은데,10
가겠다고 했는데,10
파티에 간다,10
고마워요 이번엔,10
방 청소를,10
파티에 너무,10
낳는 거야,10
힘들어 나,10
고마워요 이젠,10
파티에 와서,10
고마워요 이쪽은,10
이건 어디서 났어요,10
파티에서 무슨 일이,10
고마워요 자막,10
파티할 거예요,10
지금 거래를,10
판 사장,10
방금 그랬잖아요,10
판결을 내립니다,10
힘들어 보이는데,10
방금 내린,10
판도라의 상자,10
방금 네가 한,10
내 가문의,10
방금 누구야,10
본능을 믿어,10
해야 할 일들이,10
내가 두 번,10
갔을 때처럼,10
팔 것도,10
팔 게,10
걸 본 적이 있어요,10
본다는 거죠,10
이건 우리만,10
방금 떠났어,10
때부터 알고 있었어,10
해야 할지 모르겠군,10
팔 좀 봐,10
갔을 땐 이미,10
불안한 마음을,10
방금 말해줬어,10
본데 여긴,10
팔려고 했어,10
공통점이 많은 것,10
팔렸을 때,10
팔리기 전에,10
팔린 거,10
지금 괜찮아,10
때야 그,10
방금 문자를,10
고마워요 죄송하지만,10
때야 내,10
팔아버릴 거야,10
이건 있을 수,10
걸 볼 거야,10
이건 있을,10
방금 뭘 한,10
방금 밖에서,10
해야 해요 우리가,10
갔을 수,10
불안해하고 있어,10
해야 했거든,10
이건 자살행위야,10
방금 방귀,10
고마워요 진심이에요,10
방금 보셨어요,10
내 가족이기도,10
팔을 위로,10
내가 잭을,10
방금 생각난 건데,10
해야겠다고 생각했죠,10
감사는 됐어,10
해야겠어 캐리,10
갔을 줄,10
팝의 가게에서,10
이건 저의,10
내 소유다,10
이건 젊은,10
불에 안,10
해야만 했습니다,10
해야죠 그,10
내 감방에서,10
방금 여기서,10
갖다 드리겠습니다,10
이건 정말 좋은,10
패스투조 삼촌,10
내 감정도,10
내가 들어간다,10
아론 폴,10
걸 볼 수 있을,10
방금 이거,10
걸 볼 수 있지,10
해야지 나,10
잠시 주목해,10
방금 저거,10
아르바이트 모델,10
이건 좋지 않은,10
본인도 잘,10
본인도 그걸,10
불을 꺼야,10
우린 낯선,10
고마워할 겁니다,10
펄펄 끓어요,10
방금 한 것,10
내 거시기에,10
방금 했어요,10
이건 충분히,10
방도 따로,10
방도 있어,10
방도가 없잖아,10
펜 있나,10
본적이 있는데,10
해요 고마워,10
내가 전문이지,10
내 걱정은 마세요,10
힘을 쓸 수 있는,10
펜으로 쓱쓱,10
펜을 들고,10
본전도 못,10
내가 들은게,10
내 걱정은 하지 말고,10
땐 당신,10
불을 못,10
근데 강,10
편 맞아,10
편견을 가지고,10
내 건 내가,10
이건 휴가가,10
편도 안,10
고맙게 생각하지만,10
이걸 가져가서,10
편안하게 가셨어요 고인의 명복을,10
이걸 가져가요,10
편안히 계세요,10
편에 있는,10
편으로 만들 수,10
방법 없나,10
편을 잘못 골랐어,10
고맙구나 내,10
내가 부탁한 게,10
방법 중 하나,10
고맙군 내,10
근데 걱정하지,10
이걸 끝내기,10
고맙기도 하셔라,10
다 찾고,10
내 게 아니에요,10
편지를 썼다고,10
그냥 가라고 해,10
벌인 일을,10
내가 랩을,10
편하게 못,10
편하게 살고,10
잠시만요 난,10
방법은 바로,10
방법은 알아,10
고맙네 내,10
편하지 않아,10
고맙네 네,10
해요 매일,10
괜찮아 괜찮아 이제,10
방법은 없었어,10
내 경력의,10
편할 텐데,10
땐 우린,10
편해 보이네요,10
힘이 들 땐,10
내가 전화한다고,10
편히 쉬시길,10
내 경험에 따르면,10
편히 잠드시길,10
편히 지낼 수,10
고맙네 잘,10
공포증이 있어,10
근데 그 여자는,10
볼 생각입니다,10
이걸 목에,10
방법을 생각해보자,10
이걸 무슨,10
방법을 생각해야 해,10
평범한 생활로,10
방법을 쓰는,10
걸 봤던,10
방법을 안다고,10
걸 봤어 그,10
내 계산에 의하면,10
방법을 알 것 같아,10
내 계산은,10
지금 내가 원하는,10
방법을 알 수,10
평생 그걸,10
가능성을 염두에,10
평생 그럴,10
땜에 내가,10
근데 그건 왜,10
이걸 받으면,10
겸 해서요,10
불이 난 것,10
평생 따라다닐,10
방법을 알아낸 것,10
힘이 있으면,10
감사하다는 말씀을 드리고,10
지금 너무 무서워,10
겸손 떨,10
평생 최악의,10
방법을 찾기 위해,10
방법을 찾는다,10
방법을 찾아냈죠,10
방법을 찾아봐야지,10
평소와 달랐던,10
방법을 찾았나,10
걸 봤어요 그게,10
방법을 찾았을,10
방법을 찾았지,10
방법을 찾을 겁니다,10
해요 이상한,10
방법을 찾을게요,10
이걸 산,10
이걸 신고,10
폐쇄해야 해,10
감사할 따름이죠,10
지금 농담하는거지,10
고맙다고 말하고 싶었어요,10
폐하 전,10
폐하 친전,10
폐하 하지만,10
폐하께서 날,10
분 쉬어,10
폐하를 뵈러,10
포경 안,10
포괄 대사 검사,10
방법이 없었다고,10
포기 안 할 거예요,10
내 권리,10
포기를 안,10
볼 수 있었고,10
내 귀걸이,10
볼 수 있으면 좋겠어,10
포기한 줄,10
포기할 거,10
내 귀에서,10
포기할 생각,10
해요 폴,10
해요 피터,10
내가 만들어 낸,10
근데 그쪽은,10
포도 맛,10
내 그럼,10
내 그리,10
포르노 보는,10
