Item,Frequency
잘 설득할,5
잘 세,5
잘 섬길,5
잘 설명할 수,5
말할 필요는 없다,5
나 살려 준,5
잘 세워야,5
잘 속는다,5
잘 세우면,5
잘 속아요,5
말할 필요도 없겠죠,5
말할 필요도 없겠지,5
잘 수 있겠죠,5
나 살려줘요 살려줘요 제발,5
나 살려줘요 살려줘요,5
나 살려줘요,5
나 살 곳,5
가요 뭐라고,5
가요 뭐 하는,5
잘 수 있나,5
잘 수 있으면,5
잘 수 있을까요,5
잘 수 있을 때,5
말할게 그,5
말할 필요도 없지만,5
잘 수행할,5
잘 순 없죠,5
잘 수만,5
말할게 너희,5
나 상태가,5
나 삼촌,5
잘 숨겨둬,5
말할게 당신이,5
잘 숨어서,5
잘 시간 아니니,5
말할게 못,5
나 샌드위치,5
잘 시간이라고,5
말할게 정말,5
말할게 이제,5
것만 아세요,5
것만 아니라면,5
말할게 좋아,5
잘 써서,5
말할게요 내,5
잘 써져요,5
말할게요 당신을,5
나 샤워 좀,5
나 생일,5
잘 썼네요,5
말할게요 이런,5
잘 썼으면,5
잘 썼지만,5
말할게요 좋아,5
말할게요 우리는,5
것만 안,5
잘 쏴요,5
잘 쏘던데,5
잘 쓰거든요,5
말할수 없습니다,5
말할게요 좋아요,5
잘 쓰고 있어,5
잘 쓰는지,5
잘 쓰라고,5
나 셋,5
나 세수,5
것만 알려,5
잘 쓰지도,5
잘 쓴다고,5
말할지 모르겠어,5
잘 아냐고,5
말할지 모르겠네,5
가요 사람이,5
가요 봐요,5
가요 뭘,5
가요 문,5
잘 아는 것 같아요,5
말해 고마워요,5
말해 감사합니다,5
잘 아는 사람이 필요해요,5
말해 그걸,5
말해 그녀는,5
나 속이 안 좋아,5
나 속옷,5
말해 그러고,5
잘 아물었네요,5
잘 아니까 내가,5
말해 그렇게,5
나 송수정이야 대한민국,5
나 송수정이야,5
나 손에,5
잘 아시니,5
것만 알아줘요 그리고 집,5
것만 알아줘요 그리고,5
잘 아시오,5
말해 내 말은,5
잘 아실 텐데,5
잘 아신다고,5
나 술 잘,5
