Item,Frequency
이 지역 사람들은,6
때면 언제든,6
이 지역 어딘가에,6
그의 컴퓨터에서,6
이 지옥의,6
때문 아닙니까,6
때문 아닐까요,6
때문 이니,6
이 지팡이가,6
그의 트럭을,6
이 지팡이를,6
때문만은 아닙니다,6
때문만이 아냐,6
이 질문들에,6
때문만이 아니에요,6
돈이 있었어,6
돈이 있었다면,6
이 질병을 처음,6
이 짐,6
이 질환을,6
이 질병을 처음 본,6
이 질병과,6
이 짐승들,6
이 짐승이,6
때문에 가능한,6
때문에 가방이,6
때문에 가는 거야,6
때문에 가봐야,6
때문에 가슴,6
이 집 참,6
가는 일,6
이 집까지,6
때문에 가장,6
때문에 가야,6
이 집안의 재산이 탐이,6
이 집안의 재산이,6
때문에 감옥에 가게,6
이 집에 살면서,6
이 집에 못,6
이 집에 우리와,6
걸 믿으란,6
이 집에도,6
이 집에서 계속,6
그의 폐에,6
그의 표정이,6
때문에 걱정할,6
열리니 내가 들어갑니다,6
때문에 겁에,6
때문에 겁을,6
때문에 겪은,6
이 집을 팔,6
때문에 결혼한,6
때문에 결혼을,6
이 집이랑,6
이 집이 좋아요,6
그의 피부,6
이 짓 못,6
걸 믿을 수 없지만,6
그의 피부를,6
때문에 고민이,6
이 짓도 못,6
그의 한,6
가는 일이,6
이 짜증,6
이 짜증 나는,6
이 짝퉁,6
때문에 곤란하게,6
걸 믿을 수가 없어,6
이 쩐,6
이 쪽으로 오시죠,6
이 쪽은 내,6
이 쪽에서,6
이 쪽을,6
이 쪽은 제,6
걸 믿죠,6
때문에 그 많은,6
이 쯤에서,6
이 찌질한,6
때문에 그 여자가,6
그의 행방에,6
때문에 그 일을,6
걸 믿지 않는군요,6
그의 행방은,6
이 차량에,6
이 차원은,6
그의 혈액,6
그의 혈중,6
때문에 그들 주위를 돌,6
때문에 그들 주위를,6
그의 형에게,6
이 책을 다,6
때문에 그랬어요,6
이 책임을,6
이 척,6
이 책자를,6
그의 형제의,6
때문에 그러는 거 아니야,6
이 천사를,6
이 천한,6
이 청년,6
때문에 그러는거야,6
이 체육관에서,6
걸 바꿨어요,6
이 촛불은,6
이 총알에,6
이 총알,6
이 추악한,6
때문에 그런 거라면,6
그의 환자를,6
이 춤,6
이 층에 있는,6
때문에 그런 것,6
때문에 그런 거잖아,6
때문에 그런 생각을,6
이 치료는,6
이 치료가,6
이 층이,6
이 치킨,6
이 친구 말이,6
이 친구 좀 봐,6
이 친구 정말,6
이 친구가 그,6
이 친구가 돈을,6
이 친구들과,6
그의 흔적이,6
때문에 그와,6
이 친구야 이,6
그이가 너무,6
이 친구입니다,6
이 친절한,6
때문에 기회를,6
이 침대를,6
이 칩을,6
이 카드로,6
때문에 깜짝 놀랐어,6
가는 줄 알았다,6
때문에 깼나,6
이 카메라가,6
이 카메라는 다,6
때문에 꼭,6
가는 줄 알았어요,6
때문에 꼼짝,6
그이는 그런,6
이 캐릭터는,6
걸 바로잡고,6
때문에 나가,6
이 캠프는,6
이 커플은,6
이 커피는,6
이 커피가,6
때문에 나라가,6
그이는 내가,6
때문에 나만,6
그이는 항상,6
때문에 날 부른,6
때문에 남자,6
이 크기의,6
때문에 남편이,6
그이에게 전해,6
이 타임,6
이 탁자에,6
그자 말이,6
이 탱탱한,6
걸 반기지,6
이 턱을,6
