Item,Frequency
아내 얘기는,6
늦게 일어났어,6
그게 끝이었죠,6
늦게까지 안 자고,6
그게 끝인,6
아내가 그런,6
아내가 그를,6
아내가 나,6
늦게까지 일,6
그게 끝입니다,6
늦게까지 일하네,6
그게 나는,6
아내가 다시,6
늦게까지 일한다고,6
거고요 그렇게,6
아내가 될 수,6
아내가 떠나고,6
잘 알 수는,6
그게 나라면,6
아내가 사라졌는데,6
그게 나랑 무슨 상관이에요,6
아내가 세쌍둥이를,6
아내가 사라진,6
아내가 아니니까,6
아내가 어떤,6
늦어도 사흘,6
늦어도 사흘 내로요,6
거고요 무슨,6
아내가 올,6
아내가 오면,6
늦어서 미안하군,6
그게 나빠요,6
아내가 이렇게,6
그게 나쁜 건가,6
늦어서 이만,6
아내가 있었어,6
늦어서 정말 미안해요,6
그게 나쁜 소식이지,6
아내가 좋아하는,6
늦어선 안,6
아내가 죽는,6
아내가 죽었을 때,6
아내는 그렇게,6
아내는 당신을,6
거고요 전,6
늦었어 그냥,6
아내는 어딨어,6
아내는 언제,6
그게 나을 거야,6
아내는 전혀,6
아내는 임신,6
아내는 절,6
늦었어 너무 늦었어,6
늦었어 네가,6
늦었어 다른,6
늦었어 무슨,6
늦었어 빨리,6
아내도 그렇고,6
아내도 그렇게,6
아내랑 잤어,6
아내로 맞을,6
늦었어 이젠,6
아내를 놔줘,6
그게 나한테 어떤,6
늦었어 제발,6
거구나 그,6
그게 날 죽이려고,6
그게 날 죽이려고 한,6
그게 날 행복하게,6
아내를 살리고,6
아내를 살릴,6
늦었을 거야,6
늦었을 때,6
늦었을 수도,6
그게 낫겠죠,6
아내를 죽이라고,6
아내를 죽이지 않았어,6
늦은 거 같아요,6
아내를 찾을 수,6
아내를 처음,6
늦은 거 알아요,6
아내에 관한,6
아내에게 말했어요,6
그게 내 기분을,6
늦은 건 아닌,6
늦은 건 아닌 걸까,6
늦은 건가,6
아내와 두 아이를,6
아내와 딸들이,6
아내와 딸과,6
그게 내 마지막,6
아내와 별거,6
아내와 사랑에,6
늦은 것 같아요,6
아내와 아기가,6
거구나 응,6
늦은 때는 없어,6
그게 내 실수였어,6
거구나 좋아,6
아내와 자식을,6
아내와 할,6
아내와 자고,6
거구요 그,6
아내의 손을,6
아내의 죽음에,6
아내의 죽음,6
아내인 줄,6
늦은 시간에는,6
아내한테 말,6
늦은 시간이에요,6
그게 내 일이잖아,6
아냐 걱정,6
아냐 걘,6
거군 그게,6
아냐 결국,6
그게 내 일인걸,6
거군 그런,6
아냐 구하려는,6
아냐 괜찮아요,6
늦을 때마다,6
아냐 그게 아니라,6
늦을 줄,6
늦을 텐데,6
거군 그리고,6
늦을까 봐,6
아냐 그러지 마,6
아냐 그러지마,6
그게 내 최대의 실수지,6
거군 내,6
아냐 그런게 아냐,6
늦잠을 잤다,6
거군 넌,6
아냐 금방,6
아냐 난 내,6
아냐 난 네가,6
늦지 않아요,6
그게 내가 기억하는 전부야,6
아냐 난 여기,6
늦지 않았나,6
거군 바로,6
아냐 내가 아는,6
아냐 내가 할,6
아냐 내가 이,6
그게 내가 매일,6
거군 이,6
아냐 넌 그냥,6
거군 하지만,6
늦지 않았을 거야,6
늦지 않으면,6
늦지 않을 거야,6
늦진 않았어,6
늦진 않을 거야,6
거군요 그 사람의,6
아냐 당신도,6
아냐 당신의,6
늦추면 안,6
늦추지 않고,6
아냐 딱,6
거군요 그 사람의 보상금이에요,6
아냐 말해,6
니 가슴이,6
잘 어울렸지,6
아냐 멍청한,6
그게 내가 원하는 전부야,6
아냐 미안해요,6
니 기분,6
아냐 바보,6
아냐 별거,6
아냐 벌써,6
아냐 비밀,6
아냐 봤지,6
니 남자친구,6
아냐 서로,6
니 남자친구가,6
아냐 설마,6
아냐 스스로,6
아냐 아냐 아냐 아냐,6
그게 내가 하고 있는,6
니 눈으로,6
니 도움,6
아냐 안 통했잖아,6
아냐 안그래,6
아냐 안 그래,6
니 돌았나,6
니 두,6
그게 내가 해야,6
아냐 언제 어디서나,6
아냐 언제 어디서나 싸워,6
아냐 엄마는,6
니 마음에,6
아냐 오늘은,6
아냐 오늘 밤,6
아냐 오히려,6
아냐 완전,6
니 말이 맞는,6
아냐 왜 그렇게,6
거군요 당신은,6
니 말이 맞았어,6
아냐 이건 내,6
