Item,Frequency
없을 테니까요,65
난 그날,65
거죠 당신은,65
일을 하려면,65
엄마랑 아빠는,65
이것만 있으면,65
괴로워하는 신음,65
정도밖에 안,65
여기서 이러고,65
걸 알고 있었어요,65
있는 남자는,65
걸 잊지 마,65
미안해 너무,65
계속 나를,65
난 걔가,65
그러니까 여기,65
왜 경찰이,65
자격이 없다,65
것 말이에요,65
내 아파트에서,65
서로에 대한,65
나 좀 도와줘요,65
것만 같았지 飛んで行ける気がしていたんだ,65
피를 흘리는,65
행복하게 살,65
그는 돈을,65
내 경력을,65
보자 이,65
친구가 되는,65
못 할 겁니다,65
전에 한번,65
일인지 말해봐,65
여자 누구야,65
중국 음식,65
문 닫았어요,65
있습니다 다른,65
뭐고 다,65
하지 그랬어,65
하게 됐어요,65
돈을 내고,65
재판을 받을,65
그러기 위해선,65
충격을 받은,65
내 이름은 배리 앨런,65
것 같았거든요,65
제 몸에,65
더 중요한 게,65
내 이,65
위치를 알 수,65
얘기 못 해,65
어디 계셨어요,65
여기서 내가,65
대체 왜 그랬어,65
이상 여기,65
이제 같이,65
같이 살게,65
난 자기를,65
저 분은,65
표정 짓지,65
것과 같죠,65
손 떼고,65
그런 짓 안 해,65
해 방금,65
빨리 올,65
그렇게 되겠지,65
머리가 깨질,65
끝나지 않았어요,65
있고 싶지 않아,65
この刹那に 이 찰나에 この刹那に,65
난 상관 안 해,65
싶기도 하고,65
잠깐만 이,65
안 했다는,65
짓 안 해요,65
돌아간 것,65
지금 僕らは今,65
정리할 수,65
흩어진 구름을 동경하던,65
거예요 이거,65
거신 번호는,65
해서 미안하다,65
도움을 필요로,65
사람들이 절,65
눈을 멀게,65
네 어디,65
그리 나쁘지,65
강도 사건이,65
한 사람씩,65
있고 나서,65
뭐가 있나요,65
이 개자식이,65
좋은 수가,65
봐 고마워,65
동시에 두,65
알아 좋아,65
더 좋을 것,65
위험을 감수해야,65
있어 이리,65
본 줄,65
거라 믿어,65
거 축하해,65
이 사업을,65
이리 오게,65
그냥 하지,65
들어간 거,65
안 됐잖아요,65
외 출입,65
僕らは今 우리는 지금 僕らは今,65
바뀐 게,65
애 엄마는,65
것으로 알려졌습니다,65
부족한 게,65
여덟 살,65
말이 아니잖아,65
너희 다,65
조사해 봐,65
했는데 어떻게,65
그 아이에게,65
대로 하게,65
널 기다리고 있어,65
당신이 올,65
나의 사랑,65
아주 착한,65
저도 좀,65
왜 너를,65
위해 뭐든지,65
뭔가를 할,65
아무 관계,65
박 사장,65
뭐 드실래요,65
머리 속에서,65
여섯 개,65
범죄와 싸우고,65
넌 감시당하고 있어,65
사람들도 다,65
눈에 난,65
좀 보려고,65
있어요 자,65
안 좋은 일,65
하지 왜,65
시간이 좀 필요해,65
그런데 이런,65
마 더,65
이번이 마지막이야,65
해주면 안,65
죽지 않은,65
그거 줘,65
눈을 뗄,65
탈 수 있어,65
연방 요원,65
안 하셨잖아요,65
괜찮아 너,65
이미 오래전에,65
내 절친,65
매일 그,65
혼자 있고 싶어요,65
하지만 지난,65
해 봐라,65
질문 있나요,65
없고 그냥,65
그만 집에,65
말이지 그,65
이거 좀 봐,65
그 부분,65
하고 싶으세요,65
새로 태어난,65
좀 힘든,65
들어가고 싶어,65
안전할 겁니다,65
너무 높아,65
이번 사건에,65
먹는 거예요,65
비난할 수,65
판단할 수,65
정말 제,65
왜냐하면 우리가,65
죽은 거죠,65
일이 벌어졌는지,65
버틸 수 있어,65
몰랐어 난,65
효과가 있다,65
안 된다니까요,65
흐느끼는 소리,65
볼 수 있고,65
후 난,65
하지만 늘,65
거짓말은 하지,65
내가 여길,65
알 자격이,65
것을 보지,65
가지고 뭘,65
담을 수,65
손을 얹고,65
용서해 주세요'',65
우린 할 일이,65
같은데 그럼,65
왜 아직 안,65
모르겠어 어떻게,65
않는 것도,65
그때 네가,65
그럼 너희,65
너와 같이,65
다치게 한,65
백만 명이,65
도대체 뭔,65
안 보이니까,65
아무 짓 안 했어요,65
제안을 하나,65
아무 일도 없을 거야,65
말하지 않았나,65
일부러 그런 거,65
우리가 늘,65
거예요 계속,65
남기지 않고,65
필요해 네,65
자네가 무슨,65
서로 알고,65
된다고 했잖아요,65
전화해 줘,65
알려 줄 수,65
사람 중 가장,65
이렇게 못,65
막을 수 없어요,65
건 지금,65
믿기지 않네요,65
제 고객은,65
제대로 할 수,65
이런 사람,65
돕고 싶은,65
안에 있었어요,65
정말 좋아할,65
찰나에 この刹那に 이 찰나에,65
돈을 전부,65
사람들은 그냥,65
구할 수 있다고,65
것만 알아,65
찰나에 この刹那に 이,65
무슨 일이 벌어지는,65
네가 더 잘,65
피오나 갤러거,65
사실은 내가,65
방법이 없을까,65
깊게 들이켠다,65
이딴 걸,65
그 동네,65
네 손으로,65
구름을 동경하던,65
나 너한테,65
알아내는 데,65
있어 그를,65
무슨 권리로,65
젊은 여자,65
그냥 지나가는,65
더 줄게,65
수 있을 거 같아요,65
사라질 거예요,65
오브 카드 시즌,65
우리가 잡았어,65
몇 명만,65
되는 거 알잖아,65
해야할 지,65
안전하지 않다,65
있다 왜,65
갖고 있다는,65
어떻게 해봐,65
시작하는 건,65
지금 僕らは今 우리는 지금,65
된 사람,65
난 안 할 거야,65
무장 강도,65
그건 아마,65
글을 쓰고,65
무서운 거야,65
솔직히 말해도,65
어쩔 수가 없었어,65
생각해야 해요,65
포기하는 게,65
여기 어딘가,65
같은 생각,65
기다려 주십시오,65
눈에는 눈,65
하우스 오브 카드 시즌,65
머리 조심해,65
걷고 있어,65
일이야 내,65
잘 들었어요,65
어떻게 말을,65
사람 보는,65
그것 때문에 온,65
엄마가 어떻게,65
있습니다 내가,65
오늘 참,65
문제는 어떻게,65
합친 것보다,65
건강을 위해,65
널 지켜보고,65
않을지도 몰라,65
지금 할 수,65
알아요 그래,65
걸 계속,65
돈 있는,65
완전 내,65
싶어요 난,65
싶어요 그래,65
알게 됐다,65
세상에 우리,65
난 너희가,65
분명 다른,65
이러는 건데,65
반 전에,65
당신 어머니는,65
우리가 찾고 있는,65
나는 언제나,65
좀 생겨서,65
보는 줄,65
사람은 아니지만,65
그 증거를,65
당신이 뭔가,65
수 없어 네,65
난 최고의,65
흩어진 구름을,65
그건 뭐,65
괜찮아 보여요,65
봐 아빠,65
전화 왔는데,65
같았지 飛んで行ける気がしていたんだ,65
그리고 방금,65
제가 말하는,65
배가 고파서,65
넌 감시당하고,65
그녀는 다른,65
할 방법이,65
네 그는,65
무슨 일이 벌어질지,65
게 좋겠군요,65
죽는 줄 알았어요,65
필욘 없어,65
끄는 소리,65
ちぎれた雲にあこがれてた 흩어진 구름을,65
마세요 내,65
만들어 주지,65
지금 僕らは今 우리는,65
지금 어디 있는지,65
뭐하는 거요,65
뭐가 돼,65
마음 바뀌면,65
보여드릴 게,65
나는 절대로,65
ちぎれた雲にあこがれてた 흩어진 구름을 동경하던,65
바로 저기에,65
얘는 내,65
진행 상황을,65
보고 싶대,65
말이야 그의,65
목숨이 걸린,65
빈 라덴,65
우린 친구야,65
