Item,Frequency
생긴 시공간의 왜곡,5
생긴 시공간의 왜곡 웜홀인가요,5
생긴 시공간의,5
생긴 여자를,5
널 돌봐줄 수,5
생긴 이후로,5
그 부분은 그냥,5
생긴 일이라,5
생긴 일인데,5
널 돕고 싶었어,5
생긴 일입니다,5
생긴 줄 알고,5
널 돕고 있다는,5
생긴 줄 알았잖아,5
그 부분은 좀,5
그 부분은 내,5
생긴다고 했어,5
생긴거 아냐,5
생긴 후에,5
생긴다는 거예요,5
생긴다면 그건,5
널 되찾기 위해서,5
널 되찾기 위해,5
널 되돌려,5
그 부분이 제일,5
생길 거야 그래,5
생길 거예요 지구에 구할,5
생길 거예요 지구에,5
그 부서를,5
그 부분인가,5
같이 갈 사람도,5
생길 것 같아서요,5
널 두고는 못,5
생길 게,5
널 두고는 못 가,5
생길 때까진,5
널 두려워하는,5
그 부위에,5
그 부서의,5
생길 때면,5
생길 리,5
생길 땐,5
널 따라가고,5
생길 수 있단,5
생길 수 있는지,5
그 부인도,5
그 부인과,5
같이 갈 수 있나요,5
생길 수도 있습니다,5
생길 수도 있는,5
생길 수도 있지,5
생길 수도 있죠,5
생길 수도 있지만,5
널 때렸니,5
널 딸로,5
그 부인의,5
그 부지를,5
그 부자가,5
생길 텐데요,5
널 때릴거야,5
같이 갈 수는,5
같이 갈 수가,5
생길지 모르니,5
생길지 모르는,5
널 떠나서,5
널 떠난 거야,5
생명 에너지를,5
널 떠올릴까,5
널 떠났을,5
그 부품이,5
같이 갈 수도 있어,5
생명 유지 장치도 없어요,5
널 똥통으로 밀어넣은 그,5
널 똥통으로 밀어넣은,5
널 똥통으로,5
생명 유지를 위한 수분,5
생명 징후를,5
생명 유지를 위한,5
생명 찾았고 광명을 얻었네,5
생명 찾았고 광명을,5
생명 찬성,5
널 마음에 들어,5
그 북한,5
생명 형태가 현재,5
생명 형태가 현재 지구,5
생명 형태가,5
널 막,5
널 마지막으로 본 게,5
같이 갈거예요,5
생명을 거래하고,5
생명은 소중한,5
생명유지 시스템,5
생명을 걸고,5
그 분노의,5
같이 갈게 아니,5
생명을 구하세요,5
생명을 구해준,5
생명을 구할 수 있다면,5
생명을 구하려는,5
같이 갈게 나도,5
생명을 구했으니,5
생명을 구해줬고,5
생명을 살리고,5
생명을 빼앗은,5
생명을 불어넣고,5
생명을 만드는,5
그 분야를,5
널 만난 거야,5
생명을 얻게,5
그 분야의,5
생명을 주었다,5
생명을 잃을,5
생명을 죽이고,5
생명을 유지해,5
생명을 창조할,5
생명의 비밀을,5
생명을 지키는,5
널 만드는,5
생명의 존엄성을,5
널 만날거야,5
생명이 내,5
생명이 나오는,5
생명이 위태롭다는,5
생명이 있는 곳에는,5
널 만질 수도 안길,5
널 만질 수도,5
생명체가 없으면 무의미,5
생명체가 없으면 무의미 해요,5
생명체가 없으면,5
널 말하는 거야,5
생명체도 가능해 질 겁니다,5
생명체도 가능해 질,5
생명체도 가능해,5
생명체들은 우리가 사는 데,5
생명체들은 우리가 사는,5
생명체들은 우리가,5
널 망신,5
널 많이 좋아해,5
널 만질 수,5
같이 갈수가,5
생명체에 대해,5
생명체를 찾는,5
그 불량,5
생물 무기가,5
생명체일 거라고요,5
생물 수업,5
생물 선생님,5
널 먹어,5
그 불꽃이,5
생물이 아니라,5
생물학 무기가,5
생물학 무기,5
생물 학자,5
생물학적 아버지가,5
생물학적 물질이,5
생물학 프로그램을 시작했죠,5
그 불쌍한 사람을,5
같이 갔다가,5
생물학적 위험 물질을,5
널 목표로,5
널 모르잖아,5
생방송으로 전해,5
널 모르겠어,5
생사가 걸린 문제야,5
생사도 모르잖아,5
생부가 누군지,5
생사람 잡지 마요,5
생사람 잡지 마,5
생사를 불문하고,5
생사를 가르는,5
생사도 몰라요,5
널 못 잊을,5
그 불쌍한 여자를,5
생산적인 일원이,5
생산적인 대화를,5
생생한 묘사 등의,5
생생한 묘사,5
널 무슨,5
생선 맛,5
널 무시한,5
널 무서워해,5
널 못믿겠어,5
생성하고 있어,5
생성 할 수,5
생선을 먹는,5
생수 한,5
널 뭘 믿고,5
생신 축하드려요 고맙다,5
그 블라우스,5
그 브랜드,5
생애 처음,5
생애 최고의 날이야,5
그 블록,5
그 블로그,5
같이 갔잖아,5
같이 갔었는데,5
생에 꼭 자길 찾아서,5
생에 꼭 자길,5
생애가 스쳐지나갈 때,5
생을 마감하게,5
생을 끝내는 것,5
생에서 가장,5
생애가 스쳐지나갈,5
생일 계획,5
생일 같은 거,5
생일 다음 날,5
생일 때는,5
생일 땐,5
널 믿어 네가,5
널 믿어 난,5
널 믿어 근데,5
그 비난을,5
생일 말이야,5
널 믿어도 된다는,5
생일 아니에요,5
생일 전에,5
생일 얘기,5
생일 아니야,5
생일 축하드립니다,5
생일 축하는,5
널 믿었고,5
그 비를,5
같이 같이,5
생일 축하한다는,5
생일 축하합니다 우리,5
널 믿었으니까,5
널 믿었던,5
생일 파티 안,5
생일 케이크가,5
널 믿은 게,5
그 비밀에,5
생일 파티가 있어,5
생일 파티 후에,5
널 믿을 수 있어,5
생일 파티예요,5
널 믿지 않는다,5
그 비싼 돈을,5
생일에 날,5
생일에 뭐,5
생일만 되면,5
생일을 같이,5
생일을 맞아서,5
널 믿지않아,5
생일을 맞이한,5
널 바꾸려고,5
그 비유를,5
그 비용이,5
같이 걸으면서,5
같이 걸어갈래,5
생일을 축하한다,5
생일이 다음,5
생일이 곧,5
생일을 축하하며,5
생일이 언제죠,5
생일이에요 다른 날과는 좀,5
생일이에요 다른 날과는,5
널 바보로 만들지,5
널 바꿔,5
생일파티를 할,5
생일파티 때 잠긴 옷장,5
생일파티 때 잠긴,5
생전 처음이야,5
생전 못,5
생일축하 노래,5
널 바꿀,5
생존 가능성의 끝자락에,5
생존 기술,5
생존 가능성의 끝자락에 있는,5
생존 가능성의,5
생존 능력을,5
생존 기술이,5
생존 본능 말이야 거기에,5
생존 본능 말이야,5
생존 본능은 영감을,5
널 배신,5
널 방해할 사람은 아무것도,5
널 방해할 사람은,5
생존 본능은 자식들에게까지,5
생존 본능은 자식들에게까지 미치죠,5
생존 본능은 영감을 얻는데,5
생존 스킬이 다였겠죠,5
생존 여부를,5
생존 스킬이 다였겠죠 그,5
생존 스킬이,5
널 배신하지 않았어,5
생존 젠장,5
생존 젠장 머프 사람들이,5
생존 젠장 머프,5
생존 전문가,5
널 배신하지 않을 거야,5
널 배신하는,5
그 빌딩에,5
생존 확률이 더,5
생존에 필요한 주요,5
널 뱀파이어로,5
생존에 필요한 주요 원소들이,5
널 버렸다고,5
널 버렸고,5
같이 계셨어요,5
그 빌어먹을 놈을,5
생존자가 될 거네 머프가,5
생존자가 될 거네,5
그 빌어먹을 총,5
같이 계시면,5
생존자는 없는,5
생존자가 있어요,5
생존자들의 요청으로 이름은 변경되었다,5
널 보고 싶대,5
생존자들이 있다,5
생존하기 위한,5
널 보고 싶었다,5
그 빚을 갚아야,5
생존할 수 있어요,5
생존할 수 없는,5
같이 계획한,5
생쥐 같은,5
생체 공학,5
생중계를 통해,5
생체 신호,5
생체 실험을,5
생체 정보,5
생체 신호를,5
생체 병기,5
널 보고 있자니,5
생판 남한테,5
생텀 코퍼레이션,5
생태계를 파괴하는,5
생포해 오겠어요,5
생포해 오겠어요 아니 머리에,5
생포해 오겠어요 아니,5
널 보내줬어,5
널 보내줘,5
같이 공부하고,5
같이 공,5
생포했잖아 임모탄,5
생포했잖아 임모탄 님이 처참히,5
생포했잖아 임모탄 님이,5
생포해야 합니다,5
생활 내,5
널 보냈는지,5
그 빨강,5
생활 때문에,5
생활 몇 년,5
생활 내가,5
생활 습관,5
생활 어떻게,5
생활 속의,5
널 보는게,5
같이 공연,5
생활 잘하고,5
생활 오래,5
생활 중 가장,5
널 보러 오셨다,5
그 뿌리는,5
생활에서 가장,5
생활에 큰,5
생활은 좀,5
생활은 이미,5
생활은 얼마나,5
널 보러 온 게,5
생활을 어떻게,5
생활을 지키기,5
널 보러 왔지,5
그 뿐 아니라,5
그 뼈들은,5
널 보면 네,5
널 보면 내,5
생활을 할 때,5
널 보면 정말,5
생활을 했다,5
널 보면 다들,5
널 보면 그,5
생활이란 게,5
생활이 그렇게,5
샤나 말웨,5
샤갈 그림,5
샤나 씨,5
널 보호하겠다고,5
그 사,5
같이 귀여운,5
같이 교회,5
샤론 놀스를 살해했나,5
샤론 존스,5
샤론 이,5
샤론 굿윈,5
샤에 役,5
널 보호하기 위해서,5
샤워 좀 해야겠어,5
그 사건과 관련,5
그 사건 후에,5
샤워 커튼,5
샤워가 필요한,5
샤워 해,5
널 보호하려고 했던 거야,5
샤워기 물이 졸졸,5
샤워가 필요한 몰골이네 예의상,5
샤워가 필요한 몰골이네,5
널 보호하려고 했던,5
샤워를 한,5
샤워부터 해주면,5
샤워부터 해주면 좋고 테킬라나,5
샤워부터 해주면 좋고,5
샤워부터 해,5
널 보호한,5
그 사건만,5
샤워하고 싶어,5
샤워하는 걸,5
널 보호해주지,5
널 보호해야 했어,5
샤워한 게 언제야,5
널 보호해줄 수,5
그 사건에서 손,5
샤인 경위가,5
샤일록 고양이,5
널 본 것,5
샤프 의원,5
널 볼 거야,5
같이 기차,5
같이 기도합시다,5
샬럿 브론테,5
그 사건을 조사하고,5
샬롯 로즈,5
널 볼 수도,5
샬롯은 어딨어,5
샬토 소령님,5
널 볼게,5
널 볼 줄은,5
널 볼 수 있을까,5
샴페인 가져와,5
샴페인 두 잔,5
샴페인 드실래요,5
널 봐라,5
널 봐도,5
그 사건이랑,5
그 사건이 있고,5
샴페인을 너무 많이,5
샴푸 좀,5
샴페인 한잔,5
샴페인 안,5
샷건 빵,5
섀넌 샤프,5
샷 한 잔,5
샷 추가한,5
섀도우 월드의,5
섀도우 월드,5
널 봤을 땐,5
널 봤으면,5
널 봐야 했어,5
섀도우 헌터들이,5
서 내,5
서 계십니다,5
널 부를 거야,5
널 부른 게,5
서 넌,5
널 부자로,5
널 불렀는데,5
그 사기꾼이,5
서 무슨,5
서 뭐,5
서 멈춰,5
서 빨리,5
널 불쌍하게,5
그 사기꾼을,5
같이 나가는 게 어때,5
같이 나가는 게,5
서 야,5
서 안,5
널 비웃는,5
서 있거든,5
널 뽑았어,5
널 빼낼,5
서 있기만 했죠,5
널 빼고,5
그 사내는,5
서 있는 걸 보니,5
서 있는 거지,5
널 사라지게,5
널 사랑하거든,5
서 있는 곳에서,5
널 사랑하게 됐어,5
널 사랑 안,5
널 사냥할 거야,5
서 있는 바로,5
서 있는 동안,5
널 사랑하나 봐,5
그 사람 기록을,5
그 사람 그렇게,5
같이 나간다,5
같이 나가죠,5
서 있어 난,5
서 있던 그,5
널 사랑하나봐,5
서 있어봐,5
널 사랑하는 걸 알면서,5
서 있었잖아요,5
그 사람 다시,5
그 사람 놔,5
그 사람 내가,5
널 사랑하려고,5
널 사랑하니까 네,5
서 있을 겁니다,5
그 사람 대신,5
서 있을 테니까,5
서 있을 수도,5
그 사람 동생,5
널 사랑하지만 넌,5
그 사람 딸,5
서 있지 말고 가서,5
같이 나누고,5
같이 나갔잖아,5
서 전체가,5
서 회장의 옅은,5
그 사람 때문이,5
서게 되는 순간들,5
서게 되어 영광입니다,5
서게 되는 순간들 희생하고,5
그 사람 만나,5
서게 할,5
널 사랑할거야,5
널 사랑할 수 없어,5
그 사람 또,5
그 사람 때문에 제가,5
서고 세탁비 할인에,5
서고 세탁비 할인에 단독,5
서고 세탁비,5
서고 있어,5
서고 있는,5
널 사랑해 내,5
