Item,Frequency
광고를 하지,5
광고를 하고,5
갖고 있었으면,5
불 좀 치워,5
흉곽에 공기가,5
불 좀 켜 줄래,5
불 좀 비춰봐,5
흉기가 될,5
흉곽에 공기가 차고 있어,5
흉기를 찾은,5
불 줄게,5
내가 이러면 안,5
흉내 내기,5
흉내 내는 건,5
불 지르는 걸,5
내가 이런 데,5
광고를 해라,5
갖고 있었으니,5
흉내 낸 거,5
불 켜는 소리,5
내가 이런 말 하는,5
흉내나 내는,5
흉내낼 수,5
불 켜져,5
흉내라도 내는,5
내가 이런 말 한,5
내가 이런 말 하게,5
흉내를 내려고,5
흉내를 내다,5
흉내를 낸,5
흉내를 내면,5
흉내를 내는 거야,5
불 피울게요,5
광고처럼 짧다는 것,5
광고처럼 짧다는,5
흉부 트레이,5
흉부 엑스레이 찍고,5
흉터 안,5
흉측한 건,5
불가능은 없다는,5
흉터가 남을,5
불가능을 가능케,5
불가능을 가능하게,5
불가능을 가능으로,5
흉터는 안,5
흉터는 뭐야,5
내가 이럴 때가,5
광고할 때,5
광고처럼 짧다는 것 이때까진,5
광고에서 본,5
흉하긴 해,5
흉하긴 해 난 고통을,5
흉한 건,5
흉하긴 해 난,5
흉터도 안,5
흐 흐,5
불가능하다고 말할,5
불가능하게 만들었어,5
흐느끼는 여인이여,5
흐르고 있는,5
흐르고 있다고,5
흐르고 보니,5
불가능하지 않다는,5
불가능하게 만들었다,5
흐르는 거야,5
불가능한 거죠,5
불가능하진 않지만,5
내가 이렇게 말하면,5
흐르는 물과,5
흐르는 피,5
불가능한 건 없어,5
흐르진 못해요,5
흐르진 못해요 그냥,5
불가능한 걸 모두,5
흐른 뒤에,5
흐른 것,5
내가 이렇게 빌게 제발,5
내가 이렇게 부탁할게,5
내가 이렇게 말하는,5
내가 이렇게 된 거야,5
흐른 후에야,5
흐를 것이다,5
불가능한 상황을,5
흐름이 충분히,5
흐름이 충분히 빠르면,5
흐름을 바꿀,5
내가 이렇게 한다면,5
내가 이렇게 하지,5
흐리게 하는,5
흐리게 하지 마라,5
흐리게 하다,5
불가능한 일을 해냈죠,5
흐릴 수도,5
흐트러진 것,5
흐트러진 것 같아요,5
불가능한 일이었죠,5
내가 이룩한,5
내가 이루어,5
광대 분장,5
흑마법사의 힘주는 신음,5
흑색경보 흑색경보,5
흑인 남성이,5
흑맥주 한,5
흑마법사의 힘주는,5
흑인 남자랑,5
흑인 대통령,5
흑인 남자의,5
불가능한 임무를,5
내가 이룬 모든,5
흑인 사회가,5
흑인 애들이,5
흑인 아이를,5
불가능한 자가,5
흑인 여성이에요,5
내가 이리저리,5
광대 옷 입히고 쑤셔대서,5
흑인 친구를,5
불가능할 거라고,5
불가능할 거다,5
흑인에 장님이야 그리고,5
흑인에 장님이야,5
흑인과 라틴계,5
광대하고 괴상한,5
흑인을 가지고있다,5
흑인을 만날,5
흑인에 장님이야 그리고 나한테,5
불가능할 것 같은데요,5
흑인인 걸,5
흑인인 게,5
흑인인 거,5
광대하고 괴상한 우주에선 절대,5
광대하고 괴상한 우주에선,5
광대가 아니야,5
불가능합니다 모든,5
불가능합니다 왜,5
불가능할 줄,5
흔들 수 있어,5
흔들 수 있다,5
흔들 흔들 흔들거리네,5
흔들 수 있을,5
흔들 거예요,5
내가 이상한 거야,5
흔들고 있는,5
불가능해 그래서,5
흔들고 있어 문제는,5
흔들고 있어 문제는 이거야,5
불가능해 나는,5
내가 이상한 거예요,5
흔들고 있었어요,5
불가능해 넌,5
광란의 섹스 개막장 섹스라서,5
광란의 섹스 개막장,5
갖고 있으세요,5
흔들리고 있는,5
흔들리고 있습니다,5
흔들리고 있다고,5
불가능해 사자死者는,5
흔들리네 꿈의,5
흔들리네 꿈의 배 위에서,5
불가능해 사자死者는 돌아오지 않아,5
불가능해 사자死者는 돌아오지,5
불가능해 네가,5
불가능해 저,5
불가능해요 그래요,5
불가능해 이,5
내가 이야기할게,5
불가능해요 아니 불가피하지 인듀어런스가,5
흔들릴 겁니다,5
흔들릴 것,5
불가능해요 우린 벌크를 지나는,5
불가능해요 우린 벌크를,5
불가능해요 아니 불가피하지,5
흔들릴 테니까,5
흔들면 안,5
불가능해요 정부에서 내줄,5
불가능해요 정부에서,5
불가능해졌습니다 인간의 몸이,5
불가능해졌습니다 인간의,5
불가능해요 정부에서 내줄 수,5
불가능해요 이미,5
내가 이제야,5
광물을 찾고,5
흔들어 찰싹,5
흔들어 줘,5
흔들었던 그,5
불가능해졌어 다른 사람들은요,5
불가능해졌어 다른,5
흔들지 말고,5
흔들지 말고요,5
흔들지 말고요 시간이 상대적이라서요,5
불가사의 중,5
불가사리에 대해,5
불가능해졌습니다 인간의 몸이 독에,5
흔적 또한,5
흔들지 말아 줘,5
흔적 보여,5
흔적 있나,5
불가예요 빛 조차도요,5
불가예요 빛,5
흔적 중,5
불가피하지 인듀어런스가,5
불가피하지 인듀어런스가 성층권에 진입,5
불가피하지 인듀어런스가 성층권에,5
불가예요 빛 조차도요 모든,5
내가 이해 못 할,5
광범위한 신원,5
흔적도 없이 사라졌습니다,5
불결함을 씻어,5
불게 될거야,5
광부들과 가족들을 지지합니다,5
흔적도 있어,5
흔적도 찾을 수,5
내가 이해하기,5
흔적은 모두,5
내가 이해하게,5
광부들과 가족들을,5
흔적은 없네요,5
흔적은 없었죠,5
불과 두,5
불공평해요 전,5
흔적을 남겼다면,5
흔적을 남기면 안,5
흔적을 남겼다는,5
흔적을 남겨선 안,5
불공평한 것 같아,5
흔적을 못,5
흔적을 발견했어요,5
불과해 그래,5
불과할 거야,5
흔적을 지우기,5
불과해요 자신을,5
흔적을 찾았습니다,5
흔적을 찾지,5
불구가 됐고,5
내가 이혼한,5
광선이 나와요,5
