Item,Frequency
고객을 데리고,5
코르 가문의,5
코로 숨을 내쉰다,5
코르티손 주사를,5
코르토 말테제에서,5
박혀 있을,5
박혀 있었어요,5
코를 고는,5
코를 골지,5
박혔을 수도,5
박혔네 셋,5
남들은 모르겠지만 난 감동했어,5
코를 너무,5
박혔을 수도 있어,5
코를 안,5
고객을 찾고,5
고객을 잃고,5
갈게 세상에,5
갈게 미안해요,5
박힌 그는,5
코마 상태에,5
박힌 돌을,5
남들이 듣고,5
코메타 씨,5
코미디 공연,5
코미디 같은,5
코무라 씨,5
박힐 줄 알아,5
코미디 로스트,5
코미디 공연을,5
코미디 스페셜,5
남들이 못 보는,5
고객의 보험에 가입된,5
고객의 보험에,5
고객을 한,5
코미디가 따로 없네,5
코박 부인,5
코믹한 효과음,5
밖에 가족이,5
코브라 팀이다,5
밖에 계셔,5
남들이 뭐래도,5
고객의 위치가,5
코빼기도 안 보이다가,5
밖에 기자들,5
밖에 그리고,5
밖에 그,5
코뿔소 사부님,5
코스카 마피아가,5
고객의 위치가 확인되지 않아,5
고객의 위치가 확인되지,5
고객의 요구를,5
갈게 수고했어,5
코스트코 서브 프레젠트,5
코스트코 서브,5
코스터 월도,5
코스프레 좋아해,5
코스프레 좀,5
코시카 조직의,5
밖에 나가는 건,5
코앞에 있는 것,5
코앞에 두고도,5
남들처럼 돈,5
고객의 이익을,5
코앞에 있었는데,5
코앞에 있잖아,5
밖에 나가본,5
코에 물이,5
밖에 나가서 내,5
남들처럼 평범한,5
고객의 이름을,5
코우 제발,5
코와 입을,5
남매는 아니잖아,5
코우 제발 이러지 마,5
코우 제발 이러지,5
코웃음을 친다,5
코웃음 소리,5
밖에 나가지 마,5
고객이 뭘,5
코이즈미 준,5
남부 사투리,5
밖에 나갈 수 있어,5
갈게 아버님의 부고를,5
갈게 아버님의,5
코치는 내,5
코치 좀,5
코치님 전,5
코치님 왜,5
코치 내가,5
코카인 들고,5
코카인 다,5
밖에 나는,5
남부 연합이,5
코카인 안,5
코카인 수백,5
코카인 소지,5
코카인 없어,5
코카인 중독자,5
밖에 나오면 안,5
남부 잠수,5
코카인을 많이,5
코카인도 하고,5
코카인이 든,5
코카인을 한,5
코카인과 헤로인을,5
고객이 이,5
고객이 우리,5
코코넛 비치,5
코카인이 확 땡기네 이,5
코카인이 확 땡기네,5
코코넛 크런치,5
코코넛 워터,5
코카인이 확,5
코코아 퍼프,5
코코아 파우더,5
밖에 남은,5
밖에 날씨가,5
남부 출신에,5
코크 형제,5
코크 노리스 교수가,5
코테즈 호텔에,5
코타이트의 재판,5
밖에 내다,5
코토코 상은,5
코트 두,5
밖에 내지 마,5
남부럽지 않게,5
갈게 아저씨,5
갈게 아버님의 부고를 알려드리게,5
코트 받아줄게,5
코트 위에,5
밖에 누가 왔나,5
밖에 널,5
남북 전쟁 때,5
코트 하나,5
코트가 좋아,5
밖에 누구야,5
밖에 누구 있어요,5
코트니 말이,5
코트도 없이,5
코트니 우즈요,5
밖에 다른 것은,5
밖에 누구 있어,5
남북 공조,5
코튼 경위는,5
코틀랜드 스트리트,5
밖에 도대체,5
코피 나요,5
코피 나,5
밖에 돌아다니면,5
밖에 다른건,5
밖에 두,5
남서부 지역,5
밖에 떨어져 있지,5
남성 두,5
남서부 전역에,5
고결한 척,5
고결한 여인,5
콘도를 지을,5
콘도 아야입니다,5
콘 스턴스,5
밖에 말,5
콘돈 감독,5
콘도를 찾는 거랑 달라서요,5
콘도를 찾는 거랑,5
콘돔 안,5
콘돔 썼어,5
콘도를 찾는,5
남성 성기가,5
콘돔까지 자긴 집이나 있지,5
콘돔까지 자긴 집이나,5
콘돔을 쓸,5
콘돔을 쓰면,5
콘돔까지 자긴,5
콘래드 해리스,5
밖에 뭐가 있는,5
남성 액션,5
남성 발기,5
콘래드가 내,5
밖에 뭐가 있든,5
콘서트를 보러,5
콘서트가 될,5
남성과 여성의,5
콘서트에 못,5
콘스턴스 클루티,5
밖에 보이지,5
콘캐넌 친엄마의 이름은,5
콘캐넌 친엄마의,5
콘캐넌 친엄마의 이름은 메리,5
밖에 볼,5
밖에 보이는,5
콘크리트 벽,5
콘크리트 좀,5
밖에 비가,5
콘테스트에서 대상을,5
밖에 사람들,5
콘테시나 드,5
남성을 찾고,5
남성으로 경찰,5
남성에 대한,5
남성 호르몬이,5
갈게 안돼,5
콜 그,5
콜 때문에,5
콜 난,5
콘플레이크한테 충실하고 있죠,5
콘플레이크한테 충실하고,5
콜 선생님,5
밖에 생각이,5
콜 씨가,5
밖에 생각할,5
밖에 생각이 안,5
밖에 생각,5
밖에 상황이,5
콜 장군님,5
밖에 서 있어,5
남아 계실 분,5
남아 내,5
남아 계실,5
남아 거기 있어 놈들한테,5
콜라 하나,5
콜라 마실래,5
콜라라고 불려요 놈이,5
콜라라고 불려요,5
밖에 아무도 없어요,5
콜라를 수송한다 아쿠아 콜라,5
콜라를 수송한다 아쿠아,5
콜라를 수송한다,5
콜라라고 불려요 놈이 물을,5
밖에 아무도 없어,5
콜로서스 데드풀에게 합류하라고,5
콜로서스 데드풀에게,5
콜로라도에서 지옥을 여행하고 있습니다,5
콜로라도에서 지옥을 여행하고,5
콜롬비아 경찰이,5
콜로서스 데드풀에게 합류하라고 그렇게,5
콜로라도에서 지옥을,5
남아 있거든요,5
남아 거기 있어,5
콜롬비아 대학,5
밖에 안 되고,5
밖에 안 됐잖아,5
콜롬비아 전역에,5
남아 있기,5
